feature,raw_feature,category,source_frequency,transform,lag_months,leakage_safe
cash_settlement_usd_per_ton,cash_settlement_usd_per_ton,target,monthly,target,0,False
target_lag_1,cash_settlement_usd_per_ton,target_history,monthly,lag,1,True
target_lag_2,cash_settlement_usd_per_ton,target_history,monthly,lag,2,True
target_lag_3,cash_settlement_usd_per_ton,target_history,monthly,lag,3,True
target_lag_6,cash_settlement_usd_per_ton,target_history,monthly,lag,6,True
target_lag_12,cash_settlement_usd_per_ton,target_history,monthly,lag,12,True
target_return_1m,cash_settlement_usd_per_ton,target_history,monthly,pct_change,2,True
target_return_3m,cash_settlement_usd_per_ton,target_history,monthly,pct_change,4,True
target_return_12m,cash_settlement_usd_per_ton,target_history,monthly,pct_change,13,True
target_rolling_mean_3,cash_settlement_usd_per_ton,target_history,monthly,rolling_mean,1,True
target_rolling_std_3,cash_settlement_usd_per_ton,target_history,monthly,rolling_std,1,True
target_rolling_mean_6,cash_settlement_usd_per_ton,target_history,monthly,rolling_mean,1,True
target_rolling_std_6,cash_settlement_usd_per_ton,target_history,monthly,rolling_std,1,True
target_rolling_mean_12,cash_settlement_usd_per_ton,target_history,monthly,rolling_mean,1,True
target_rolling_std_12,cash_settlement_usd_per_ton,target_history,monthly,rolling_std,1,True
copper_stock_ton_lag_1,copper_stock_ton,copper_market,daily,lag,1,True
copper_stock_ton_lag_3,copper_stock_ton,copper_market,daily,lag,3,True
copper_stock_ton_lag_6,copper_stock_ton,copper_market,daily,lag,6,True
copper_stock_ton_lag_12,copper_stock_ton,copper_market,daily,lag,12,True
copper_stock_ton_change_1m,copper_stock_ton,copper_market,daily,absolute_change,1,True
copper_stock_ton_pct_change_1m,copper_stock_ton,copper_market,daily,pct_change,1,True
copper_stock_ton_pct_change_3m,copper_stock_ton,copper_market,daily,pct_change,3,True
copper_stock_ton_pct_change_12m,copper_stock_ton,copper_market,daily,pct_change,12,True
shfe_close_cny_per_ton_lag_1,shfe_close_cny_per_ton,copper_market,daily,lag,1,True
shfe_close_cny_per_ton_lag_3,shfe_close_cny_per_ton,copper_market,daily,lag,3,True
shfe_close_cny_per_ton_lag_6,shfe_close_cny_per_ton,copper_market,daily,lag,6,True
shfe_close_cny_per_ton_lag_12,shfe_close_cny_per_ton,copper_market,daily,lag,12,True
shfe_close_cny_per_ton_change_1m,shfe_close_cny_per_ton,copper_market,daily,absolute_change,1,True
shfe_close_cny_per_ton_pct_change_1m,shfe_close_cny_per_ton,copper_market,daily,pct_change,1,True
shfe_close_cny_per_ton_pct_change_3m,shfe_close_cny_per_ton,copper_market,daily,pct_change,3,True
shfe_close_cny_per_ton_pct_change_12m,shfe_close_cny_per_ton,copper_market,daily,pct_change,12,True
shfe_open_interest_change_lag_1,shfe_open_interest_change,copper_market,daily,lag,1,True
shfe_open_interest_change_lag_3,shfe_open_interest_change,copper_market,daily,lag,3,True
shfe_open_interest_change_lag_6,shfe_open_interest_change,copper_market,daily,lag,6,True
shfe_open_interest_change_lag_12,shfe_open_interest_change,copper_market,daily,lag,12,True
shfe_open_interest_change_change_1m,shfe_open_interest_change,copper_market,daily,absolute_change,1,True
shfe_open_interest_change_pct_change_1m,shfe_open_interest_change,copper_market,daily,pct_change,1,True
shfe_open_interest_change_pct_change_3m,shfe_open_interest_change,copper_market,daily,pct_change,3,True
shfe_open_interest_change_pct_change_12m,shfe_open_interest_change,copper_market,daily,pct_change,12,True
shfe_open_interest_lots_lag_1,shfe_open_interest_lots,copper_market,daily,lag,1,True
shfe_open_interest_lots_lag_3,shfe_open_interest_lots,copper_market,daily,lag,3,True
shfe_open_interest_lots_lag_6,shfe_open_interest_lots,copper_market,daily,lag,6,True
shfe_open_interest_lots_lag_12,shfe_open_interest_lots,copper_market,daily,lag,12,True
shfe_open_interest_lots_change_1m,shfe_open_interest_lots,copper_market,daily,absolute_change,1,True
shfe_open_interest_lots_pct_change_1m,shfe_open_interest_lots,copper_market,daily,pct_change,1,True
shfe_open_interest_lots_pct_change_3m,shfe_open_interest_lots,copper_market,daily,pct_change,3,True
shfe_open_interest_lots_pct_change_12m,shfe_open_interest_lots,copper_market,daily,pct_change,12,True
shfe_pre_settlement_cny_per_ton_lag_1,shfe_pre_settlement_cny_per_ton,copper_market,daily,lag,1,True
shfe_pre_settlement_cny_per_ton_lag_3,shfe_pre_settlement_cny_per_ton,copper_market,daily,lag,3,True
shfe_pre_settlement_cny_per_ton_lag_6,shfe_pre_settlement_cny_per_ton,copper_market,daily,lag,6,True
shfe_pre_settlement_cny_per_ton_lag_12,shfe_pre_settlement_cny_per_ton,copper_market,daily,lag,12,True
shfe_pre_settlement_cny_per_ton_change_1m,shfe_pre_settlement_cny_per_ton,copper_market,daily,absolute_change,1,True
shfe_pre_settlement_cny_per_ton_pct_change_1m,shfe_pre_settlement_cny_per_ton,copper_market,daily,pct_change,1,True
shfe_pre_settlement_cny_per_ton_pct_change_3m,shfe_pre_settlement_cny_per_ton,copper_market,daily,pct_change,3,True
shfe_pre_settlement_cny_per_ton_pct_change_12m,shfe_pre_settlement_cny_per_ton,copper_market,daily,pct_change,12,True
shfe_settlement_cny_per_ton_lag_1,shfe_settlement_cny_per_ton,copper_market,daily,lag,1,True
shfe_settlement_cny_per_ton_lag_3,shfe_settlement_cny_per_ton,copper_market,daily,lag,3,True
shfe_settlement_cny_per_ton_lag_6,shfe_settlement_cny_per_ton,copper_market,daily,lag,6,True
shfe_settlement_cny_per_ton_lag_12,shfe_settlement_cny_per_ton,copper_market,daily,lag,12,True
shfe_settlement_cny_per_ton_change_1m,shfe_settlement_cny_per_ton,copper_market,daily,absolute_change,1,True
shfe_settlement_cny_per_ton_pct_change_1m,shfe_settlement_cny_per_ton,copper_market,daily,pct_change,1,True
shfe_settlement_cny_per_ton_pct_change_3m,shfe_settlement_cny_per_ton,copper_market,daily,pct_change,3,True
shfe_settlement_cny_per_ton_pct_change_12m,shfe_settlement_cny_per_ton,copper_market,daily,pct_change,12,True
shfe_turnover_lag_1,shfe_turnover,copper_market,daily,lag,1,True
shfe_turnover_lag_3,shfe_turnover,copper_market,daily,lag,3,True
shfe_turnover_lag_6,shfe_turnover,copper_market,daily,lag,6,True
shfe_turnover_lag_12,shfe_turnover,copper_market,daily,lag,12,True
shfe_turnover_change_1m,shfe_turnover,copper_market,daily,absolute_change,1,True
shfe_turnover_pct_change_1m,shfe_turnover,copper_market,daily,pct_change,1,True
shfe_turnover_pct_change_3m,shfe_turnover,copper_market,daily,pct_change,3,True
shfe_turnover_pct_change_12m,shfe_turnover,copper_market,daily,pct_change,12,True
shfe_volume_lots_lag_1,shfe_volume_lots,copper_market,daily,lag,1,True
shfe_volume_lots_lag_3,shfe_volume_lots,copper_market,daily,lag,3,True
shfe_volume_lots_lag_6,shfe_volume_lots,copper_market,daily,lag,6,True
shfe_volume_lots_lag_12,shfe_volume_lots,copper_market,daily,lag,12,True
shfe_volume_lots_change_1m,shfe_volume_lots,copper_market,daily,absolute_change,1,True
shfe_volume_lots_pct_change_1m,shfe_volume_lots,copper_market,daily,pct_change,1,True
shfe_volume_lots_pct_change_3m,shfe_volume_lots,copper_market,daily,pct_change,3,True
shfe_volume_lots_pct_change_12m,shfe_volume_lots,copper_market,daily,pct_change,12,True
aluminum_cash_usd_per_ton_lag_1,aluminum_cash_usd_per_ton,other_metals,daily,lag,1,True
aluminum_cash_usd_per_ton_lag_3,aluminum_cash_usd_per_ton,other_metals,daily,lag,3,True
aluminum_cash_usd_per_ton_lag_6,aluminum_cash_usd_per_ton,other_metals,daily,lag,6,True
aluminum_cash_usd_per_ton_lag_12,aluminum_cash_usd_per_ton,other_metals,daily,lag,12,True
aluminum_cash_usd_per_ton_change_1m,aluminum_cash_usd_per_ton,other_metals,daily,absolute_change,1,True
aluminum_cash_usd_per_ton_pct_change_1m,aluminum_cash_usd_per_ton,other_metals,daily,pct_change,1,True
aluminum_cash_usd_per_ton_pct_change_3m,aluminum_cash_usd_per_ton,other_metals,daily,pct_change,3,True
aluminum_cash_usd_per_ton_pct_change_12m,aluminum_cash_usd_per_ton,other_metals,daily,pct_change,12,True
aluminum_stock_ton_lag_1,aluminum_stock_ton,other_metals,daily,lag,1,True
aluminum_stock_ton_lag_3,aluminum_stock_ton,other_metals,daily,lag,3,True
aluminum_stock_ton_lag_6,aluminum_stock_ton,other_metals,daily,lag,6,True
aluminum_stock_ton_lag_12,aluminum_stock_ton,other_metals,daily,lag,12,True
aluminum_stock_ton_change_1m,aluminum_stock_ton,other_metals,daily,absolute_change,1,True
aluminum_stock_ton_pct_change_1m,aluminum_stock_ton,other_metals,daily,pct_change,1,True
aluminum_stock_ton_pct_change_3m,aluminum_stock_ton,other_metals,daily,pct_change,3,True
aluminum_stock_ton_pct_change_12m,aluminum_stock_ton,other_metals,daily,pct_change,12,True
lead_cash_usd_per_ton_lag_1,lead_cash_usd_per_ton,other_metals,daily,lag,1,True
lead_cash_usd_per_ton_lag_3,lead_cash_usd_per_ton,other_metals,daily,lag,3,True
lead_cash_usd_per_ton_lag_6,lead_cash_usd_per_ton,other_metals,daily,lag,6,True
lead_cash_usd_per_ton_lag_12,lead_cash_usd_per_ton,other_metals,daily,lag,12,True
lead_cash_usd_per_ton_change_1m,lead_cash_usd_per_ton,other_metals,daily,absolute_change,1,True
lead_cash_usd_per_ton_pct_change_1m,lead_cash_usd_per_ton,other_metals,daily,pct_change,1,True
lead_cash_usd_per_ton_pct_change_3m,lead_cash_usd_per_ton,other_metals,daily,pct_change,3,True
lead_cash_usd_per_ton_pct_change_12m,lead_cash_usd_per_ton,other_metals,daily,pct_change,12,True
lead_stock_ton_lag_1,lead_stock_ton,other_metals,daily,lag,1,True
lead_stock_ton_lag_3,lead_stock_ton,other_metals,daily,lag,3,True
lead_stock_ton_lag_6,lead_stock_ton,other_metals,daily,lag,6,True
lead_stock_ton_lag_12,lead_stock_ton,other_metals,daily,lag,12,True
lead_stock_ton_change_1m,lead_stock_ton,other_metals,daily,absolute_change,1,True
lead_stock_ton_pct_change_1m,lead_stock_ton,other_metals,daily,pct_change,1,True
lead_stock_ton_pct_change_3m,lead_stock_ton,other_metals,daily,pct_change,3,True
lead_stock_ton_pct_change_12m,lead_stock_ton,other_metals,daily,pct_change,12,True
nickel_cash_usd_per_ton_lag_1,nickel_cash_usd_per_ton,other_metals,daily,lag,1,True
nickel_cash_usd_per_ton_lag_3,nickel_cash_usd_per_ton,other_metals,daily,lag,3,True
nickel_cash_usd_per_ton_lag_6,nickel_cash_usd_per_ton,other_metals,daily,lag,6,True
nickel_cash_usd_per_ton_lag_12,nickel_cash_usd_per_ton,other_metals,daily,lag,12,True
nickel_cash_usd_per_ton_change_1m,nickel_cash_usd_per_ton,other_metals,daily,absolute_change,1,True
nickel_cash_usd_per_ton_pct_change_1m,nickel_cash_usd_per_ton,other_metals,daily,pct_change,1,True
nickel_cash_usd_per_ton_pct_change_3m,nickel_cash_usd_per_ton,other_metals,daily,pct_change,3,True
nickel_cash_usd_per_ton_pct_change_12m,nickel_cash_usd_per_ton,other_metals,daily,pct_change,12,True
nickel_stock_ton_lag_1,nickel_stock_ton,other_metals,daily,lag,1,True
nickel_stock_ton_lag_3,nickel_stock_ton,other_metals,daily,lag,3,True
nickel_stock_ton_lag_6,nickel_stock_ton,other_metals,daily,lag,6,True
nickel_stock_ton_lag_12,nickel_stock_ton,other_metals,daily,lag,12,True
nickel_stock_ton_change_1m,nickel_stock_ton,other_metals,daily,absolute_change,1,True
nickel_stock_ton_pct_change_1m,nickel_stock_ton,other_metals,daily,pct_change,1,True
nickel_stock_ton_pct_change_3m,nickel_stock_ton,other_metals,daily,pct_change,3,True
nickel_stock_ton_pct_change_12m,nickel_stock_ton,other_metals,daily,pct_change,12,True
tin_cash_usd_per_ton_lag_1,tin_cash_usd_per_ton,other_metals,daily,lag,1,True
tin_cash_usd_per_ton_lag_3,tin_cash_usd_per_ton,other_metals,daily,lag,3,True
tin_cash_usd_per_ton_lag_6,tin_cash_usd_per_ton,other_metals,daily,lag,6,True
tin_cash_usd_per_ton_lag_12,tin_cash_usd_per_ton,other_metals,daily,lag,12,True
tin_cash_usd_per_ton_change_1m,tin_cash_usd_per_ton,other_metals,daily,absolute_change,1,True
tin_cash_usd_per_ton_pct_change_1m,tin_cash_usd_per_ton,other_metals,daily,pct_change,1,True
tin_cash_usd_per_ton_pct_change_3m,tin_cash_usd_per_ton,other_metals,daily,pct_change,3,True
tin_cash_usd_per_ton_pct_change_12m,tin_cash_usd_per_ton,other_metals,daily,pct_change,12,True
tin_stock_ton_lag_1,tin_stock_ton,other_metals,daily,lag,1,True
tin_stock_ton_lag_3,tin_stock_ton,other_metals,daily,lag,3,True
tin_stock_ton_lag_6,tin_stock_ton,other_metals,daily,lag,6,True
tin_stock_ton_lag_12,tin_stock_ton,other_metals,daily,lag,12,True
tin_stock_ton_change_1m,tin_stock_ton,other_metals,daily,absolute_change,1,True
tin_stock_ton_pct_change_1m,tin_stock_ton,other_metals,daily,pct_change,1,True
tin_stock_ton_pct_change_3m,tin_stock_ton,other_metals,daily,pct_change,3,True
tin_stock_ton_pct_change_12m,tin_stock_ton,other_metals,daily,pct_change,12,True
zinc_cash_usd_per_ton_lag_1,zinc_cash_usd_per_ton,other_metals,daily,lag,1,True
zinc_cash_usd_per_ton_lag_3,zinc_cash_usd_per_ton,other_metals,daily,lag,3,True
zinc_cash_usd_per_ton_lag_6,zinc_cash_usd_per_ton,other_metals,daily,lag,6,True
zinc_cash_usd_per_ton_lag_12,zinc_cash_usd_per_ton,other_metals,daily,lag,12,True
zinc_cash_usd_per_ton_change_1m,zinc_cash_usd_per_ton,other_metals,daily,absolute_change,1,True
zinc_cash_usd_per_ton_pct_change_1m,zinc_cash_usd_per_ton,other_metals,daily,pct_change,1,True
zinc_cash_usd_per_ton_pct_change_3m,zinc_cash_usd_per_ton,other_metals,daily,pct_change,3,True
zinc_cash_usd_per_ton_pct_change_12m,zinc_cash_usd_per_ton,other_metals,daily,pct_change,12,True
zinc_stock_ton_lag_1,zinc_stock_ton,other_metals,daily,lag,1,True
zinc_stock_ton_lag_3,zinc_stock_ton,other_metals,daily,lag,3,True
zinc_stock_ton_lag_6,zinc_stock_ton,other_metals,daily,lag,6,True
zinc_stock_ton_lag_12,zinc_stock_ton,other_metals,daily,lag,12,True
zinc_stock_ton_change_1m,zinc_stock_ton,other_metals,daily,absolute_change,1,True
zinc_stock_ton_pct_change_1m,zinc_stock_ton,other_metals,daily,pct_change,1,True
zinc_stock_ton_pct_change_3m,zinc_stock_ton,other_metals,daily,pct_change,3,True
zinc_stock_ton_pct_change_12m,zinc_stock_ton,other_metals,daily,pct_change,12,True
palladium_usd_per_troy_ounce_lag_1,palladium_usd_per_troy_ounce,other_metals,daily,lag,1,True
palladium_usd_per_troy_ounce_lag_3,palladium_usd_per_troy_ounce,other_metals,daily,lag,3,True
palladium_usd_per_troy_ounce_lag_6,palladium_usd_per_troy_ounce,other_metals,daily,lag,6,True
palladium_usd_per_troy_ounce_lag_12,palladium_usd_per_troy_ounce,other_metals,daily,lag,12,True
palladium_usd_per_troy_ounce_change_1m,palladium_usd_per_troy_ounce,other_metals,daily,absolute_change,1,True
palladium_usd_per_troy_ounce_pct_change_1m,palladium_usd_per_troy_ounce,other_metals,daily,pct_change,1,True
palladium_usd_per_troy_ounce_pct_change_3m,palladium_usd_per_troy_ounce,other_metals,daily,pct_change,3,True
palladium_usd_per_troy_ounce_pct_change_12m,palladium_usd_per_troy_ounce,other_metals,daily,pct_change,12,True
coal_australia_usd_per_ton_lag_1,coal_australia_usd_per_ton,commodities,monthly,lag,1,True
coal_australia_usd_per_ton_lag_3,coal_australia_usd_per_ton,commodities,monthly,lag,3,True
coal_australia_usd_per_ton_lag_6,coal_australia_usd_per_ton,commodities,monthly,lag,6,True
coal_australia_usd_per_ton_lag_12,coal_australia_usd_per_ton,commodities,monthly,lag,12,True
coal_australia_usd_per_ton_change_1m,coal_australia_usd_per_ton,commodities,monthly,absolute_change,1,True
coal_australia_usd_per_ton_pct_change_1m,coal_australia_usd_per_ton,commodities,monthly,pct_change,1,True
coal_australia_usd_per_ton_pct_change_3m,coal_australia_usd_per_ton,commodities,monthly,pct_change,3,True
coal_australia_usd_per_ton_pct_change_12m,coal_australia_usd_per_ton,commodities,monthly,pct_change,12,True
gold_usd_per_troy_ounce_lag_1,gold_usd_per_troy_ounce,commodities,monthly,lag,1,True
gold_usd_per_troy_ounce_lag_3,gold_usd_per_troy_ounce,commodities,monthly,lag,3,True
gold_usd_per_troy_ounce_lag_6,gold_usd_per_troy_ounce,commodities,monthly,lag,6,True
gold_usd_per_troy_ounce_lag_12,gold_usd_per_troy_ounce,commodities,monthly,lag,12,True
gold_usd_per_troy_ounce_change_1m,gold_usd_per_troy_ounce,commodities,monthly,absolute_change,1,True
gold_usd_per_troy_ounce_pct_change_1m,gold_usd_per_troy_ounce,commodities,monthly,pct_change,1,True
gold_usd_per_troy_ounce_pct_change_3m,gold_usd_per_troy_ounce,commodities,monthly,pct_change,3,True
gold_usd_per_troy_ounce_pct_change_12m,gold_usd_per_troy_ounce,commodities,monthly,pct_change,12,True
iron_ore_usd_per_dmtu_lag_1,iron_ore_usd_per_dmtu,commodities,monthly,lag,1,True
iron_ore_usd_per_dmtu_lag_3,iron_ore_usd_per_dmtu,commodities,monthly,lag,3,True
iron_ore_usd_per_dmtu_lag_6,iron_ore_usd_per_dmtu,commodities,monthly,lag,6,True
iron_ore_usd_per_dmtu_lag_12,iron_ore_usd_per_dmtu,commodities,monthly,lag,12,True
iron_ore_usd_per_dmtu_change_1m,iron_ore_usd_per_dmtu,commodities,monthly,absolute_change,1,True
iron_ore_usd_per_dmtu_pct_change_1m,iron_ore_usd_per_dmtu,commodities,monthly,pct_change,1,True
iron_ore_usd_per_dmtu_pct_change_3m,iron_ore_usd_per_dmtu,commodities,monthly,pct_change,3,True
iron_ore_usd_per_dmtu_pct_change_12m,iron_ore_usd_per_dmtu,commodities,monthly,pct_change,12,True
platinum_usd_per_troy_ounce_lag_1,platinum_usd_per_troy_ounce,commodities,monthly,lag,1,True
platinum_usd_per_troy_ounce_lag_3,platinum_usd_per_troy_ounce,commodities,monthly,lag,3,True
platinum_usd_per_troy_ounce_lag_6,platinum_usd_per_troy_ounce,commodities,monthly,lag,6,True
platinum_usd_per_troy_ounce_lag_12,platinum_usd_per_troy_ounce,commodities,monthly,lag,12,True
platinum_usd_per_troy_ounce_change_1m,platinum_usd_per_troy_ounce,commodities,monthly,absolute_change,1,True
platinum_usd_per_troy_ounce_pct_change_1m,platinum_usd_per_troy_ounce,commodities,monthly,pct_change,1,True
platinum_usd_per_troy_ounce_pct_change_3m,platinum_usd_per_troy_ounce,commodities,monthly,pct_change,3,True
platinum_usd_per_troy_ounce_pct_change_12m,platinum_usd_per_troy_ounce,commodities,monthly,pct_change,12,True
silver_usd_per_troy_ounce_lag_1,silver_usd_per_troy_ounce,commodities,monthly,lag,1,True
silver_usd_per_troy_ounce_lag_3,silver_usd_per_troy_ounce,commodities,monthly,lag,3,True
silver_usd_per_troy_ounce_lag_6,silver_usd_per_troy_ounce,commodities,monthly,lag,6,True
silver_usd_per_troy_ounce_lag_12,silver_usd_per_troy_ounce,commodities,monthly,lag,12,True
silver_usd_per_troy_ounce_change_1m,silver_usd_per_troy_ounce,commodities,monthly,absolute_change,1,True
silver_usd_per_troy_ounce_pct_change_1m,silver_usd_per_troy_ounce,commodities,monthly,pct_change,1,True
silver_usd_per_troy_ounce_pct_change_3m,silver_usd_per_troy_ounce,commodities,monthly,pct_change,3,True
silver_usd_per_troy_ounce_pct_change_12m,silver_usd_per_troy_ounce,commodities,monthly,pct_change,12,True
wti_usd_per_barrel_lag_1,wti_usd_per_barrel,commodities,monthly,lag,1,True
wti_usd_per_barrel_lag_3,wti_usd_per_barrel,commodities,monthly,lag,3,True
wti_usd_per_barrel_lag_6,wti_usd_per_barrel,commodities,monthly,lag,6,True
wti_usd_per_barrel_lag_12,wti_usd_per_barrel,commodities,monthly,lag,12,True
wti_usd_per_barrel_change_1m,wti_usd_per_barrel,commodities,monthly,absolute_change,1,True
wti_usd_per_barrel_pct_change_1m,wti_usd_per_barrel,commodities,monthly,pct_change,1,True
wti_usd_per_barrel_pct_change_3m,wti_usd_per_barrel,commodities,monthly,pct_change,3,True
wti_usd_per_barrel_pct_change_12m,wti_usd_per_barrel,commodities,monthly,pct_change,12,True
china_electricity_generation_100m_kwh_lag_1,china_electricity_generation_100m_kwh,china,monthly,lag,1,True
china_electricity_generation_100m_kwh_lag_3,china_electricity_generation_100m_kwh,china,monthly,lag,3,True
china_electricity_generation_100m_kwh_lag_6,china_electricity_generation_100m_kwh,china,monthly,lag,6,True
china_electricity_generation_100m_kwh_lag_12,china_electricity_generation_100m_kwh,china,monthly,lag,12,True
china_electricity_generation_100m_kwh_change_1m,china_electricity_generation_100m_kwh,china,monthly,absolute_change,1,True
china_electricity_generation_100m_kwh_pct_change_1m,china_electricity_generation_100m_kwh,china,monthly,pct_change,1,True
china_electricity_generation_100m_kwh_pct_change_3m,china_electricity_generation_100m_kwh,china,monthly,pct_change,3,True
china_electricity_generation_100m_kwh_pct_change_12m,china_electricity_generation_100m_kwh,china,monthly,pct_change,12,True
china_fixed_asset_investment_yoy_pct_lag_1,china_fixed_asset_investment_yoy_pct,china,monthly,lag,1,True
china_fixed_asset_investment_yoy_pct_lag_3,china_fixed_asset_investment_yoy_pct,china,monthly,lag,3,True
china_fixed_asset_investment_yoy_pct_lag_6,china_fixed_asset_investment_yoy_pct,china,monthly,lag,6,True
china_fixed_asset_investment_yoy_pct_lag_12,china_fixed_asset_investment_yoy_pct,china,monthly,lag,12,True
china_fixed_asset_investment_yoy_pct_change_1m,china_fixed_asset_investment_yoy_pct,china,monthly,absolute_change,1,True
china_fixed_asset_investment_yoy_pct_pct_change_1m,china_fixed_asset_investment_yoy_pct,china,monthly,pct_change,1,True
china_fixed_asset_investment_yoy_pct_pct_change_3m,china_fixed_asset_investment_yoy_pct,china,monthly,pct_change,3,True
china_fixed_asset_investment_yoy_pct_pct_change_12m,china_fixed_asset_investment_yoy_pct,china,monthly,pct_change,12,True
china_industrial_value_added_yoy_pct_lag_1,china_industrial_value_added_yoy_pct,china,monthly,lag,1,True
china_industrial_value_added_yoy_pct_lag_3,china_industrial_value_added_yoy_pct,china,monthly,lag,3,True
china_industrial_value_added_yoy_pct_lag_6,china_industrial_value_added_yoy_pct,china,monthly,lag,6,True
china_industrial_value_added_yoy_pct_lag_12,china_industrial_value_added_yoy_pct,china,monthly,lag,12,True
china_industrial_value_added_yoy_pct_change_1m,china_industrial_value_added_yoy_pct,china,monthly,absolute_change,1,True
china_industrial_value_added_yoy_pct_pct_change_1m,china_industrial_value_added_yoy_pct,china,monthly,pct_change,1,True
china_industrial_value_added_yoy_pct_pct_change_3m,china_industrial_value_added_yoy_pct,china,monthly,pct_change,3,True
china_industrial_value_added_yoy_pct_pct_change_12m,china_industrial_value_added_yoy_pct,china,monthly,pct_change,12,True
china_ppi_yoy_pct_lag_1,china_ppi_yoy_pct,china,monthly,lag,1,True
china_ppi_yoy_pct_lag_3,china_ppi_yoy_pct,china,monthly,lag,3,True
china_ppi_yoy_pct_lag_6,china_ppi_yoy_pct,china,monthly,lag,6,True
china_ppi_yoy_pct_lag_12,china_ppi_yoy_pct,china,monthly,lag,12,True
china_ppi_yoy_pct_change_1m,china_ppi_yoy_pct,china,monthly,absolute_change,1,True
china_ppi_yoy_pct_pct_change_1m,china_ppi_yoy_pct,china,monthly,pct_change,1,True
china_ppi_yoy_pct_pct_change_3m,china_ppi_yoy_pct,china,monthly,pct_change,3,True
china_ppi_yoy_pct_pct_change_12m,china_ppi_yoy_pct,china,monthly,pct_change,12,True
china_real_estate_investment_yoy_pct_lag_1,china_real_estate_investment_yoy_pct,china,monthly,lag,1,True
china_real_estate_investment_yoy_pct_lag_3,china_real_estate_investment_yoy_pct,china,monthly,lag,3,True
china_real_estate_investment_yoy_pct_lag_6,china_real_estate_investment_yoy_pct,china,monthly,lag,6,True
china_real_estate_investment_yoy_pct_lag_12,china_real_estate_investment_yoy_pct,china,monthly,lag,12,True
china_real_estate_investment_yoy_pct_change_1m,china_real_estate_investment_yoy_pct,china,monthly,absolute_change,1,True
china_real_estate_investment_yoy_pct_pct_change_1m,china_real_estate_investment_yoy_pct,china,monthly,pct_change,1,True
china_real_estate_investment_yoy_pct_pct_change_3m,china_real_estate_investment_yoy_pct,china,monthly,pct_change,3,True
china_real_estate_investment_yoy_pct_pct_change_12m,china_real_estate_investment_yoy_pct,china,monthly,pct_change,12,True
china_refined_copper_production_ton_lag_1,china_refined_copper_production_ton,china,monthly,lag,1,True
china_refined_copper_production_ton_lag_3,china_refined_copper_production_ton,china,monthly,lag,3,True
china_refined_copper_production_ton_lag_6,china_refined_copper_production_ton,china,monthly,lag,6,True
china_refined_copper_production_ton_lag_12,china_refined_copper_production_ton,china,monthly,lag,12,True
china_refined_copper_production_ton_change_1m,china_refined_copper_production_ton,china,monthly,absolute_change,1,True
china_refined_copper_production_ton_pct_change_1m,china_refined_copper_production_ton,china,monthly,pct_change,1,True
china_refined_copper_production_ton_pct_change_3m,china_refined_copper_production_ton,china,monthly,pct_change,3,True
china_refined_copper_production_ton_pct_change_12m,china_refined_copper_production_ton,china,monthly,pct_change,12,True
brent_oil_usd_lag_1,brent_oil_usd,macro_fred,monthly,lag,1,True
brent_oil_usd_lag_3,brent_oil_usd,macro_fred,monthly,lag,3,True
brent_oil_usd_lag_6,brent_oil_usd,macro_fred,monthly,lag,6,True
brent_oil_usd_lag_12,brent_oil_usd,macro_fred,monthly,lag,12,True
brent_oil_usd_change_1m,brent_oil_usd,macro_fred,monthly,absolute_change,1,True
brent_oil_usd_pct_change_1m,brent_oil_usd,macro_fred,monthly,pct_change,1,True
brent_oil_usd_pct_change_3m,brent_oil_usd,macro_fred,monthly,pct_change,3,True
brent_oil_usd_pct_change_12m,brent_oil_usd,macro_fred,monthly,pct_change,12,True
dollar_index_lag_1,dollar_index,macro_fred,monthly,lag,1,True
dollar_index_lag_3,dollar_index,macro_fred,monthly,lag,3,True
dollar_index_lag_6,dollar_index,macro_fred,monthly,lag,6,True
dollar_index_lag_12,dollar_index,macro_fred,monthly,lag,12,True
dollar_index_change_1m,dollar_index,macro_fred,monthly,absolute_change,1,True
dollar_index_pct_change_1m,dollar_index,macro_fred,monthly,pct_change,1,True
dollar_index_pct_change_3m,dollar_index,macro_fred,monthly,pct_change,3,True
dollar_index_pct_change_12m,dollar_index,macro_fred,monthly,pct_change,12,True
eur_usd_lag_1,eur_usd,macro_fred,monthly,lag,1,True
eur_usd_lag_3,eur_usd,macro_fred,monthly,lag,3,True
eur_usd_lag_6,eur_usd,macro_fred,monthly,lag,6,True
eur_usd_lag_12,eur_usd,macro_fred,monthly,lag,12,True
eur_usd_change_1m,eur_usd,macro_fred,monthly,absolute_change,1,True
eur_usd_pct_change_1m,eur_usd,macro_fred,monthly,pct_change,1,True
eur_usd_pct_change_3m,eur_usd,macro_fred,monthly,pct_change,3,True
eur_usd_pct_change_12m,eur_usd,macro_fred,monthly,pct_change,12,True
euro_area_hicp_lag_1,euro_area_hicp,macro_fred,monthly,lag,1,True
euro_area_hicp_lag_3,euro_area_hicp,macro_fred,monthly,lag,3,True
euro_area_hicp_lag_6,euro_area_hicp,macro_fred,monthly,lag,6,True
euro_area_hicp_lag_12,euro_area_hicp,macro_fred,monthly,lag,12,True
euro_area_hicp_change_1m,euro_area_hicp,macro_fred,monthly,absolute_change,1,True
euro_area_hicp_pct_change_1m,euro_area_hicp,macro_fred,monthly,pct_change,1,True
