"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"13.08.2021","3.566,00","3.566,00","3.566,00","3.566,00","","1,80%"
"12.08.2021","3.503,00","3.503,00","3.503,00","3.503,00","","2,73%"
"11.08.2021","3.410,00","3.410,00","3.410,00","3.410,00","","1,04%"
"10.08.2021","3.375,00","3.375,00","3.375,00","3.375,00","","0,12%"
"09.08.2021","3.371,00","3.371,00","3.371,00","3.371,00","","0,00%"
"06.08.2021","3.371,00","3.371,00","3.371,00","3.371,00","","-0,15%"
"05.08.2021","3.376,00","3.376,00","3.376,00","3.376,00","","1,75%"
"04.08.2021","3.318,00","3.318,00","3.318,00","3.318,00","","1,13%"
"03.08.2021","3.281,00","3.281,00","3.281,00","3.281,00","","-0,03%"
"02.08.2021","3.282,00","3.282,00","3.282,00","3.282,00","","-0,30%"
"30.07.2021","3.292,00","3.292,00","3.292,00","3.292,00","","2,43%"
"29.07.2021","3.214,00","3.214,00","3.214,00","3.214,00","","1,90%"
"28.07.2021","3.154,00","3.154,00","3.154,00","3.154,00","","-0,38%"
"27.07.2021","3.166,00","3.166,00","3.166,00","3.166,00","","-1,37%"
"26.07.2021","3.210,00","3.210,00","3.210,00","3.210,00","","0,34%"
"23.07.2021","3.199,00","3.199,00","3.199,00","3.199,00","","3,09%"
"22.07.2021","3.103,00","3.103,00","3.103,00","3.103,00","","1,47%"
"21.07.2021","3.058,00","3.058,00","3.058,00","3.058,00","","0,16%"
"20.07.2021","3.053,00","3.053,00","3.053,00","3.053,00","","-0,20%"
"19.07.2021","3.059,00","3.059,00","3.059,00","3.059,00","","0,66%"
"16.07.2021","3.039,00","3.039,00","3.039,00","3.039,00","","-1,11%"
"15.07.2021","3.073,00","3.073,00","3.073,00","3.073,00","","-2,10%"
"14.07.2021","3.139,00","3.139,00","3.139,00","3.139,00","","-2,76%"
"13.07.2021","3.228,00","3.228,00","3.228,00","3.228,00","","-2,18%"
"12.07.2021","3.300,00","3.300,00","3.300,00","3.300,00","","0,00%"
"09.07.2021","3.300,00","3.300,00","3.300,00","3.300,00","","0,58%"
"08.07.2021","3.281,00","3.281,00","3.281,00","3.281,00","","1,23%"
"07.07.2021","3.241,00","3.241,00","3.241,00","3.241,00","","1,95%"
"06.07.2021","3.179,00","3.179,00","3.179,00","3.179,00","","-1,40%"
"05.07.2021","3.224,00","3.224,00","3.224,00","3.224,00","","-1,86%"
"02.07.2021","3.285,00","3.285,00","3.285,00","3.285,00","","-1,59%"
"01.07.2021","3.338,00","3.338,00","3.338,00","3.338,00","","-1,33%"
"30.06.2021","3.383,00","3.383,00","3.383,00","3.383,00","","-1,02%"
"29.06.2021","3.418,00","3.418,00","3.418,00","3.418,00","","2,83%"
"28.06.2021","3.324,00","3.324,00","3.324,00","3.324,00","","2,12%"
"25.06.2021","3.255,00","3.255,00","3.255,00","3.255,00","","2,52%"
"24.06.2021","3.175,00","3.175,00","3.175,00","3.175,00","","0,89%"
"23.06.2021","3.147,00","3.147,00","3.147,00","3.147,00","","0,90%"
"22.06.2021","3.119,00","3.119,00","3.119,00","3.119,00","","-2,23%"
"21.06.2021","3.190,00","3.190,00","3.190,00","3.190,00","","-0,87%"
"18.06.2021","3.218,00","3.218,00","3.218,00","3.218,00","","-1,50%"
"17.06.2021","3.267,00","3.267,00","3.267,00","3.267,00","","2,87%"
"16.06.2021","3.176,00","3.176,00","3.176,00","3.176,00","","4,99%"
"15.06.2021","3.025,00","3.025,00","3.025,00","3.025,00","","2,75%"
"14.06.2021","2.944,00","2.944,00","2.944,00","2.944,00","","3,05%"
"11.06.2021","2.857,00","2.857,00","2.857,00","2.857,00","","7,04%"
"10.06.2021","2.669,00","2.669,00","2.669,00","2.669,00","","7,58%"
"09.06.2021","2.481,00","2.481,00","2.481,00","2.481,00","","2,52%"
"08.06.2021","2.420,00","2.420,00","2.420,00","2.420,00","","-0,33%"
"07.06.2021","2.428,00","2.428,00","2.428,00","2.428,00","","-0,41%"
"04.06.2021","2.438,00","2.438,00","2.438,00","2.438,00","","-1,38%"
"03.06.2021","2.472,00","2.472,00","2.472,00","2.472,00","","-2,29%"
"02.06.2021","2.530,00","2.530,00","2.530,00","2.530,00","","-1,48%"
"01.06.2021","2.568,00","2.568,00","2.568,00","2.568,00","","-1,08%"
"28.05.2021","2.596,00","2.596,00","2.596,00","2.596,00","","-3,42%"
"27.05.2021","2.688,00","2.688,00","2.688,00","2.688,00","","-2,40%"
"26.05.2021","2.754,00","2.754,00","2.754,00","2.754,00","","-1,96%"
"25.05.2021","2.809,00","2.809,00","2.809,00","2.809,00","","-2,50%"
"24.05.2021","2.881,00","2.881,00","2.881,00","2.881,00","","0,42%"
"21.05.2021","2.869,00","2.869,00","2.869,00","2.869,00","","1,59%"
"20.05.2021","2.824,00","2.824,00","2.824,00","2.824,00","","0,82%"
"19.05.2021","2.801,00","2.801,00","2.801,00","2.801,00","","0,21%"
"18.05.2021","2.795,00","2.795,00","2.795,00","2.795,00","","-2,14%"
"17.05.2021","2.856,00","2.856,00","2.856,00","2.856,00","","-2,82%"
"14.05.2021","2.939,00","2.939,00","2.939,00","2.939,00","","-4,48%"
"13.05.2021","3.077,00","3.077,00","3.077,00","3.077,00","","-1,98%"
"12.05.2021","3.139,00","3.139,00","3.139,00","3.139,00","","-3,53%"
"11.05.2021","3.254,00","3.254,00","3.254,00","3.254,00","","0,43%"
"10.05.2021","3.240,00","3.240,00","3.240,00","3.240,00","","1,79%"
"07.05.2021","3.183,00","3.183,00","3.183,00","3.183,00","","-0,90%"
"06.05.2021","3.212,00","3.212,00","3.212,00","3.212,00","","-1,65%"
"05.05.2021","3.266,00","3.266,00","3.266,00","3.266,00","","3,45%"
