"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"18.12.2017","1.588,00","1.588,00","1.588,00","1.588,00","","-1,91%"
"15.12.2017","1.619,00","1.619,00","1.619,00","1.619,00","","-2,94%"
"14.12.2017","1.668,00","1.668,00","1.668,00","1.668,00","","-3,58%"
"13.12.2017","1.730,00","1.730,00","1.730,00","1.730,00","","-0,75%"
"12.12.2017","1.743,00","1.743,00","1.743,00","1.743,00","","0,93%"
"11.12.2017","1.727,00","1.727,00","1.727,00","1.727,00","","1,47%"
"08.12.2017","1.702,00","1.702,00","1.702,00","1.702,00","","1,37%"
"07.12.2017","1.679,00","1.679,00","1.679,00","1.679,00","","0,54%"
"06.12.2017","1.670,00","1.670,00","1.670,00","1.670,00","","0,24%"
"05.12.2017","1.666,00","1.666,00","1.666,00","1.666,00","","0,24%"
"04.12.2017","1.662,00","1.662,00","1.662,00","1.662,00","","2,21%"
"01.12.2017","1.626,00","1.626,00","1.626,00","1.626,00","","3,04%"
"30.11.2017","1.578,00","1.578,00","1.578,00","1.578,00","","2,73%"
"29.11.2017","1.536,00","1.536,00","1.536,00","1.536,00","","1,99%"
"28.11.2017","1.506,00","1.506,00","1.506,00","1.506,00","","1,96%"
"27.11.2017","1.477,00","1.477,00","1.477,00","1.477,00","","1,30%"
"24.11.2017","1.458,00","1.458,00","1.458,00","1.458,00","","0,90%"
"23.11.2017","1.445,00","1.445,00","1.445,00","1.445,00","","2,26%"
"22.11.2017","1.413,00","1.413,00","1.413,00","1.413,00","","1,22%"
"21.11.2017","1.396,00","1.396,00","1.396,00","1.396,00","","0,79%"
"20.11.2017","1.385,00","1.385,00","1.385,00","1.385,00","","1,02%"
"17.11.2017","1.371,00","1.371,00","1.371,00","1.371,00","","0,73%"
"16.11.2017","1.361,00","1.361,00","1.361,00","1.361,00","","-0,95%"
"15.11.2017","1.374,00","1.374,00","1.374,00","1.374,00","","-2,21%"
"14.11.2017","1.405,00","1.405,00","1.405,00","1.405,00","","-2,77%"
"13.11.2017","1.445,00","1.445,00","1.445,00","1.445,00","","-1,30%"
"10.11.2017","1.464,00","1.464,00","1.464,00","1.464,00","","-1,15%"
"09.11.2017","1.481,00","1.481,00","1.481,00","1.481,00","","-0,34%"
"08.11.2017","1.486,00","1.486,00","1.486,00","1.486,00","","0,61%"
"07.11.2017","1.477,00","1.477,00","1.477,00","1.477,00","","0,27%"
"06.11.2017","1.473,00","1.473,00","1.473,00","1.473,00","","-0,20%"
"03.11.2017","1.476,00","1.476,00","1.476,00","1.476,00","","-0,40%"
"02.11.2017","1.482,00","1.482,00","1.482,00","1.482,00","","-0,94%"
"01.11.2017","1.496,00","1.496,00","1.496,00","1.496,00","","-1,71%"
"31.10.2017","1.522,00","1.522,00","1.522,00","1.522,00","","-0,78%"
"30.10.2017","1.534,00","1.534,00","1.534,00","1.534,00","","-0,78%"
"27.10.2017","1.546,00","1.546,00","1.546,00","1.546,00","","-0,58%"
"26.10.2017","1.555,00","1.555,00","1.555,00","1.555,00","","-1,14%"
"25.10.2017","1.573,00","1.573,00","1.573,00","1.573,00","","-0,94%"
"24.10.2017","1.588,00","1.588,00","1.588,00","1.588,00","","0,13%"
"23.10.2017","1.586,00","1.586,00","1.586,00","1.586,00","","0,51%"
"20.10.2017","1.578,00","1.578,00","1.578,00","1.578,00","","-0,25%"
"19.10.2017","1.582,00","1.582,00","1.582,00","1.582,00","","1,02%"
"18.10.2017","1.566,00","1.566,00","1.566,00","1.566,00","","0,90%"
"17.10.2017","1.552,00","1.552,00","1.552,00","1.552,00","","1,90%"
"16.10.2017","1.523,00","1.523,00","1.523,00","1.523,00","","2,56%"
"13.10.2017","1.485,00","1.485,00","1.485,00","1.485,00","","1,85%"
"12.10.2017","1.458,00","1.458,00","1.458,00","1.458,00","","1,74%"
"11.10.2017","1.433,00","1.433,00","1.433,00","1.433,00","","1,06%"
"10.10.2017","1.418,00","1.418,00","1.418,00","1.418,00","","0,50%"
"09.10.2017","1.411,00","1.411,00","1.411,00","1.411,00","","0,43%"
"06.10.2017","1.405,00","1.405,00","1.405,00","1.405,00","","1,66%"
"05.10.2017","1.382,00","1.382,00","1.382,00","1.382,00","","4,70%"
"04.10.2017","1.320,00","1.320,00","1.320,00","1.320,00","","0,92%"
"03.10.2017","1.308,00","1.308,00","1.308,00","1.308,00","","-1,51%"
"02.10.2017","1.328,00","1.328,00","1.328,00","1.328,00","","-2,06%"
"29.09.2017","1.356,00","1.356,00","1.356,00","1.356,00","","-2,52%"
"28.09.2017","1.391,00","1.391,00","1.391,00","1.391,00","","-2,66%"
"27.09.2017","1.429,00","1.429,00","1.429,00","1.429,00","","-3,18%"
"26.09.2017","1.476,00","1.476,00","1.476,00","1.476,00","","-1,80%"
"25.09.2017","1.503,00","1.503,00","1.503,00","1.503,00","","0,07%"
"22.09.2017","1.502,00","1.502,00","1.502,00","1.502,00","","2,18%"
"21.09.2017","1.470,00","1.470,00","1.470,00","1.470,00","","1,45%"
"20.09.2017","1.449,00","1.449,00","1.449,00","1.449,00","","2,40%"
"19.09.2017","1.415,00","1.415,00","1.415,00","1.415,00","","1,22%"
"18.09.2017","1.398,00","1.398,00","1.398,00","1.398,00","","0,94%"
"15.09.2017","1.385,00","1.385,00","1.385,00","1.385,00","","1,76%"
"14.09.2017","1.361,00","1.361,00","1.361,00","1.361,00","","1,80%"
"13.09.2017","1.337,00","1.337,00","1.337,00","1.337,00","","-0,52%"
"12.09.2017","1.344,00","1.344,00","1.344,00","1.344,00","","-0,81%"
"11.09.2017","1.355,00","1.355,00","1.355,00","1.355,00","","1,73%"
"08.09.2017","1.332,00","1.332,00","1.332,00","1.332,00","","2,78%"
"07.09.2017","1.296,00","1.296,00","1.296,00","1.296,00","","3,68%"
"06.09.2017","1.250,00","1.250,00","1.250,00","1.250,00","","2,88%"
"05.09.2017","1.215,00","1.215,00","1.215,00","1.215,00","","2,36%"
"04.09.2017","1.187,00","1.187,00","1.187,00","1.187,00","","0,34%"
"01.09.2017","1.183,00","1.183,00","1.183,00","1.183,00","","-0,08%"
"31.08.2017","1.184,00","1.184,00","1.184,00","1.184,00","","0,25%"
"30.08.2017","1.181,00","1.181,00","1.181,00","1.181,00","","-1,83%"
"29.08.2017","1.203,00","1.203,00","1.203,00","1.203,00","","-0,50%"
"25.08.2017","1.209,00","1.209,00","1.209,00","1.209,00","","0,75%"
"24.08.2017","1.200,00","1.200,00","1.200,00","1.200,00","","-1,80%"
"23.08.2017","1.222,00","1.222,00","1.222,00","1.222,00","","-2,16%"
"22.08.2017","1.249,00","1.249,00","1.249,00","1.249,00","","-1,34%"
"21.08.2017","1.266,00","1.266,00","1.266,00","1.266,00","","0,48%"
"18.08.2017","1.260,00","1.260,00","1.260,00","1.260,00","","1,04%"
"17.08.2017","1.247,00","1.247,00","1.247,00","1.247,00","","3,31%"
"16.08.2017","1.207,00","1.207,00","1.207,00","1.207,00","","3,25%"
"15.08.2017","1.169,00","1.169,00","1.169,00","1.169,00","","1,21%"
"14.08.2017","1.155,00","1.155,00","1.155,00","1.155,00","","1,49%"
"11.08.2017","1.138,00","1.138,00","1.138,00","1.138,00","","4,21%"
"10.08.2017","1.092,00","1.092,00","1.092,00","1.092,00","","4,00%"
"09.08.2017","1.050,00","1.050,00","1.050,00","1.050,00","","1,16%"
"08.08.2017","1.038,00","1.038,00","1.038,00","1.038,00","","0,19%"
"07.08.2017","1.036,00","1.036,00","1.036,00","1.036,00","","0,39%"
"04.08.2017","1.032,00","1.032,00","1.032,00","1.032,00","","0,88%"
"03.08.2017","1.023,00","1.023,00","1.023,00","1.023,00","","3,02%"
"02.08.2017","993,00","993,00","993,00","993,00","","2,90%"
"01.08.2017","965,00","965,00","965,00","965,00","","2,01%"
"31.07.2017","946,00","946,00","946,00","946,00","","1,39%"
"28.07.2017","933,00","933,00","933,00","933,00","","-0,96%"
"27.07.2017","942,00","942,00","942,00","942,00","","-2,69%"
"26.07.2017","968,00","968,00","968,00","968,00","","-1,22%"
"25.07.2017","980,00","980,00","980,00","980,00","","0,31%"
"24.07.2017","977,00","977,00","977,00","977,00","","0,00%"
"21.07.2017","977,00","977,00","977,00","977,00","","1,35%"
"20.07.2017","964,00","964,00","964,00","964,00","","1,69%"
"19.07.2017","948,00","948,00","948,00","948,00","","1,72%"
"18.07.2017","932,00","932,00","932,00","932,00","","2,19%"
"17.07.2017","912,00","912,00","912,00","912,00","","1,33%"
"14.07.2017","900,00","900,00","900,00","900,00","","1,35%"
"13.07.2017","888,00","888,00","888,00","888,00","","3,38%"
"12.07.2017","859,00","859,00","859,00","859,00","","3,49%"
"11.07.2017","830,00","830,00","830,00","830,00","","1,22%"
"10.07.2017","820,00","820,00","820,00","820,00","","-0,24%"
"07.07.2017","822,00","822,00","822,00","822,00","","-0,84%"
"06.07.2017","829,00","829,00","829,00","829,00","","-2,13%"
"05.07.2017","847,00","847,00","847,00","847,00","","-2,76%"
"04.07.2017","871,00","871,00","871,00","871,00","","-1,25%"
"03.07.2017","882,00","882,00","882,00","882,00","","-2,11%"
"30.06.2017","901,00","901,00","901,00","901,00","","-2,07%"
"29.06.2017","920,00","920,00","920,00","920,00","","-0,97%"
"28.06.2017","929,00","929,00","929,00","929,00","","2,88%"
"27.06.2017","903,00","903,00","903,00","903,00","","2,15%"
"26.06.2017","884,00","884,00","884,00","884,00","","1,61%"
"23.06.2017","870,00","870,00","870,00","870,00","","1,75%"
"22.06.2017","855,00","855,00","855,00","855,00","","1,30%"
"21.06.2017","844,00","844,00","844,00","844,00","","-0,35%"
"20.06.2017","847,00","847,00","847,00","847,00","","-0,12%"
"19.06.2017","848,00","848,00","848,00","848,00","","-0,35%"
"16.06.2017","851,00","851,00","851,00","851,00","","-0,47%"
"15.06.2017","855,00","855,00","855,00","855,00","","-1,16%"
"14.06.2017","865,00","865,00","865,00","865,00","","-0,57%"
"13.06.2017","870,00","870,00","870,00","870,00","","0,00%"
"12.06.2017","870,00","870,00","870,00","870,00","","2,47%"
"09.06.2017","849,00","849,00","849,00","849,00","","3,03%"
"08.06.2017","824,00","824,00","824,00","824,00","","0,37%"
"07.06.2017","821,00","821,00","821,00","821,00","","0,37%"
"06.06.2017","818,00","818,00","818,00","818,00","","-0,37%"
"05.06.2017","821,00","821,00","821,00","821,00","","-1,08%"
"02.06.2017","830,00","830,00","830,00","830,00","","-2,35%"
"01.06.2017","850,00","850,00","850,00","850,00","","-3,19%"
"31.05.2017","878,00","878,00","878,00","878,00","","-2,44%"
"30.05.2017","900,00","900,00","900,00","900,00","","-1,32%"
"26.05.2017","912,00","912,00","912,00","912,00","","-0,65%"
"25.05.2017","918,00","918,00","918,00","918,00","","-1,71%"
"24.05.2017","934,00","934,00","934,00","934,00","","-1,58%"
"23.05.2017","949,00","949,00","949,00","949,00","","-0,52%"
"22.05.2017","954,00","954,00","954,00","954,00","","-0,21%"
"19.05.2017","956,00","956,00","956,00","956,00","","-0,10%"
"18.05.2017","957,00","957,00","957,00","957,00","","-0,31%"
"17.05.2017","960,00","960,00","960,00","960,00","","-2,04%"
"16.05.2017","980,00","980,00","980,00","980,00","","-1,41%"
"15.05.2017","994,00","994,00","994,00","994,00","","-1,97%"
"12.05.2017","1.014,00","1.014,00","1.014,00","1.014,00","","0,20%"
"11.05.2017","1.012,00","1.012,00","1.012,00","1.012,00","","0,70%"
"10.05.2017","1.005,00","1.005,00","1.005,00","1.005,00","","-0,20%"
"09.05.2017","1.007,00","1.007,00","1.007,00","1.007,00","","0,60%"
"08.05.2017","1.001,00","1.001,00","1.001,00","1.001,00","","0,70%"
"05.05.2017","994,00","994,00","994,00","994,00","","-1,00%"
"04.05.2017","1.004,00","1.004,00","1.004,00","1.004,00","","-2,90%"
"03.05.2017","1.034,00","1.034,00","1.034,00","1.034,00","","-3,63%"
"02.05.2017","1.073,00","1.073,00","1.073,00","1.073,00","","-3,25%"
"28.04.2017","1.109,00","1.109,00","1.109,00","1.109,00","","-2,20%"
"27.04.2017","1.134,00","1.134,00","1.134,00","1.134,00","","-1,13%"
"26.04.2017","1.147,00","1.147,00","1.147,00","1.147,00","","-0,61%"
"25.04.2017","1.154,00","1.154,00","1.154,00","1.154,00","","-1,37%"
"24.04.2017","1.170,00","1.170,00","1.170,00","1.170,00","","-2,09%"
"21.04.2017","1.195,00","1.195,00","1.195,00","1.195,00","","-3,86%"
"20.04.2017","1.243,00","1.243,00","1.243,00","1.243,00","","-2,74%"
"19.04.2017","1.278,00","1.278,00","1.278,00","1.278,00","","-1,24%"
"18.04.2017","1.294,00","1.294,00","1.294,00","1.294,00","","-0,15%"
"13.04.2017","1.296,00","1.296,00","1.296,00","1.296,00","","1,09%"
"12.04.2017","1.282,00","1.282,00","1.282,00","1.282,00","","1,58%"
"11.04.2017","1.262,00","1.262,00","1.262,00","1.262,00","","2,52%"
"10.04.2017","1.231,00","1.231,00","1.231,00","1.231,00","","0,65%"
"07.04.2017","1.223,00","1.223,00","1.223,00","1.223,00","","0,66%"
"06.04.2017","1.215,00","1.215,00","1.215,00","1.215,00","","-0,65%"
"05.04.2017","1.223,00","1.223,00","1.223,00","1.223,00","","-2,55%"
"04.04.2017","1.255,00","1.255,00","1.255,00","1.255,00","","-2,11%"
"03.04.2017","1.282,00","1.282,00","1.282,00","1.282,00","","-1,16%"
"31.03.2017","1.297,00","1.297,00","1.297,00","1.297,00","","-2,04%"
"30.03.2017","1.324,00","1.324,00","1.324,00","1.324,00","","-1,05%"
"29.03.2017","1.338,00","1.338,00","1.338,00","1.338,00","","0,38%"
"28.03.2017","1.333,00","1.333,00","1.333,00","1.333,00","","3,98%"
"27.03.2017","1.282,00","1.282,00","1.282,00","1.282,00","","3,39%"
"24.03.2017","1.240,00","1.240,00","1.240,00","1.240,00","","3,68%"
"23.03.2017","1.196,00","1.196,00","1.196,00","1.196,00","","0,50%"
"22.03.2017","1.190,00","1.190,00","1.190,00","1.190,00","","-0,83%"
"21.03.2017","1.200,00","1.200,00","1.200,00","1.200,00","","-0,41%"
"20.03.2017","1.205,00","1.205,00","1.205,00","1.205,00","","0,75%"
"17.03.2017","1.196,00","1.196,00","1.196,00","1.196,00","","2,05%"
"16.03.2017","1.172,00","1.172,00","1.172,00","1.172,00","","2,18%"
"15.03.2017","1.147,00","1.147,00","1.147,00","1.147,00","","3,15%"
"14.03.2017","1.112,00","1.112,00","1.112,00","1.112,00","","1,18%"
"13.03.2017","1.099,00","1.099,00","1.099,00","1.099,00","","1,20%"
"10.03.2017","1.086,00","1.086,00","1.086,00","1.086,00","","2,07%"
"09.03.2017","1.064,00","1.064,00","1.064,00","1.064,00","","1,82%"
"08.03.2017","1.045,00","1.045,00","1.045,00","1.045,00","","1,16%"
"07.03.2017","1.033,00","1.033,00","1.033,00","1.033,00","","5,52%"
"06.03.2017","979,00","979,00","979,00","979,00","","4,26%"
"03.03.2017","939,00","939,00","939,00","939,00","","3,87%"
"02.03.2017","904,00","904,00","904,00","904,00","","3,79%"
"01.03.2017","871,00","871,00","871,00","871,00","","1,40%"
"28.02.2017","859,00","859,00","859,00","859,00","","-2,16%"
"27.02.2017","878,00","878,00","878,00","878,00","","0,34%"
"24.02.2017","875,00","875,00","875,00","875,00","","2,22%"
"23.02.2017","856,00","856,00","856,00","856,00","","6,20%"
"22.02.2017","806,00","806,00","806,00","806,00","","3,60%"
"21.02.2017","778,00","778,00","778,00","778,00","","2,77%"
"20.02.2017","757,00","757,00","757,00","757,00","","2,16%"
"17.02.2017","741,00","741,00","741,00","741,00","","4,37%"
"16.02.2017","710,00","710,00","710,00","710,00","","3,20%"
"15.02.2017","688,00","688,00","688,00","688,00","","0,44%"
"14.02.2017","685,00","685,00","685,00","685,00","","-0,44%"
"13.02.2017","688,00","688,00","688,00","688,00","","-1,99%"
"10.02.2017","702,00","702,00","702,00","702,00","","-0,71%"
"09.02.2017","707,00","707,00","707,00","707,00","","0,71%"
"08.02.2017","702,00","702,00","702,00","702,00","","-1,68%"
"07.02.2017","714,00","714,00","714,00","714,00","","-2,86%"
"06.02.2017","735,00","735,00","735,00","735,00","","-2,26%"
"03.02.2017","752,00","752,00","752,00","752,00","","-2,34%"
"02.02.2017","770,00","770,00","770,00","770,00","","-2,04%"
"01.02.2017","786,00","786,00","786,00","786,00","","-1,75%"
"31.01.2017","800,00","800,00","800,00","800,00","","-1,96%"
"30.01.2017","816,00","816,00","816,00","816,00","","-1,33%"
"27.01.2017","827,00","827,00","827,00","827,00","","-1,55%"
"26.01.2017","840,00","840,00","840,00","840,00","","-2,55%"
"25.01.2017","862,00","862,00","862,00","862,00","","-2,71%"
"24.01.2017","886,00","886,00","886,00","886,00","","-3,06%"
"23.01.2017","914,00","914,00","914,00","914,00","","-1,19%"
"20.01.2017","925,00","925,00","925,00","925,00","","-1,80%"
"19.01.2017","942,00","942,00","942,00","942,00","","-1,05%"
"18.01.2017","952,00","952,00","952,00","952,00","","3,25%"
"17.01.2017","922,00","922,00","922,00","922,00","","-0,32%"
"16.01.2017","925,00","925,00","925,00","925,00","","1,65%"
"13.01.2017","910,00","910,00","910,00","910,00","","2,02%"
"12.01.2017","892,00","892,00","892,00","892,00","","-0,22%"
"11.01.2017","894,00","894,00","894,00","894,00","","-3,46%"
"10.01.2017","926,00","926,00","926,00","926,00","","-2,42%"
"09.01.2017","949,00","949,00","949,00","949,00","","-1,45%"
"06.01.2017","963,00","963,00","963,00","963,00","","-2,03%"
"05.01.2017","983,00","983,00","983,00","983,00","","1,44%"
"04.01.2017","969,00","969,00","969,00","969,00","","1,68%"
"03.01.2017","953,00","953,00","953,00","953,00","","-0,83%"
"23.12.2016","961,00","961,00","961,00","961,00","","3,56%"
"22.12.2016","928,00","928,00","928,00","928,00","","0,22%"
"21.12.2016","926,00","926,00","926,00","926,00","","1,31%"
"20.12.2016","914,00","914,00","914,00","914,00","","-1,40%"
"19.12.2016","927,00","926,00","927,00","926,00","","-2,01%"
"16.12.2016","946,00","946,00","946,00","946,00","","-2,07%"
"15.12.2016","966,00","966,00","966,00","966,00","","-3,69%"
"14.12.2016","1.003,00","1.003,00","1.003,00","1.003,00","","-4,66%"
"13.12.2016","1.052,00","1.052,00","1.052,00","1.052,00","","-1,59%"
"12.12.2016","1.069,00","1.069,00","1.069,00","1.069,00","","-1,93%"
"09.12.2016","1.090,00","1.090,00","1.090,00","1.090,00","","-2,85%"
"08.12.2016","1.122,00","1.122,00","1.122,00","1.122,00","","-3,44%"
"07.12.2016","1.162,00","1.162,00","1.162,00","1.162,00","","-2,02%"
"06.12.2016","1.186,00","1.186,00","1.186,00","1.186,00","","-0,84%"
"05.12.2016","1.196,00","1.196,00","1.196,00","1.196,00","","-0,17%"
"02.12.2016","1.198,00","1.198,00","1.198,00","1.198,00","","0,17%"
"01.12.2016","1.196,00","1.196,00","1.196,00","1.196,00","","-0,66%"
"30.11.2016","1.204,00","1.204,00","1.204,00","1.204,00","","0,17%"
"29.11.2016","1.202,00","1.202,00","1.202,00","1.202,00","","1,52%"
"28.11.2016","1.184,00","1.184,00","1.184,00","1.184,00","","0,25%"
"25.11.2016","1.181,00","1.181,00","1.181,00","1.181,00","","-1,67%"
"24.11.2016","1.201,00","1.201,00","1.201,00","1.201,00","","-1,88%"
"23.11.2016","1.224,00","1.224,00","1.224,00","1.224,00","","-0,65%"
"22.11.2016","1.232,00","1.232,00","1.232,00","1.232,00","","-0,65%"
"21.11.2016","1.240,00","1.240,00","1.240,00","1.240,00","","-1,35%"
"18.11.2016","1.257,00","1.257,00","1.257,00","1.257,00","","2,11%"
"17.11.2016","1.231,00","1.231,00","1.231,00","1.231,00","","7,51%"
"16.11.2016","1.145,00","1.145,00","1.145,00","1.145,00","","5,63%"
"15.11.2016","1.084,00","1.084,00","1.084,00","1.084,00","","1,78%"
"14.11.2016","1.065,00","1.065,00","1.065,00","1.065,00","","1,91%"
"11.11.2016","1.045,00","1.045,00","1.045,00","1.045,00","","7,29%"
"10.11.2016","974,00","974,00","974,00","974,00","","2,10%"
"09.11.2016","954,00","954,00","954,00","954,00","","4,72%"
"08.11.2016","911,00","911,00","911,00","911,00","","4,71%"
"07.11.2016","870,00","870,00","870,00","870,00","","1,75%"
"04.11.2016","855,00","855,00","855,00","855,00","","0,71%"
"03.11.2016","849,00","849,00","849,00","849,00","","1,80%"
"02.11.2016","834,00","834,00","834,00","834,00","","-0,48%"
"01.11.2016","838,00","838,00","838,00","838,00","","-2,22%"
"31.10.2016","857,00","857,00","857,00","857,00","","2,76%"
"28.10.2016","834,00","834,00","834,00","834,00","","4,51%"
"27.10.2016","798,00","798,00","798,00","798,00","","-0,50%"
"26.10.2016","802,00","802,00","802,00","802,00","","-1,35%"
"25.10.2016","813,00","813,00","813,00","813,00","","-2,17%"
"24.10.2016","831,00","831,00","831,00","831,00","","-1,31%"
"21.10.2016","842,00","842,00","842,00","842,00","","-0,82%"
"20.10.2016","849,00","849,00","849,00","849,00","","-2,64%"
"19.10.2016","872,00","872,00","872,00","872,00","","-2,02%"
"18.10.2016","890,00","890,00","890,00","890,00","","-0,45%"
"17.10.2016","894,00","894,00","894,00","894,00","","0,22%"
"14.10.2016","892,00","892,00","892,00","892,00","","0,79%"
"13.10.2016","885,00","885,00","885,00","885,00","","-2,32%"
"12.10.2016","906,00","906,00","906,00","906,00","","-1,74%"
"11.10.2016","922,00","922,00","922,00","922,00","","0,00%"
"10.10.2016","922,00","922,00","922,00","922,00","","0,11%"
"07.10.2016","921,00","921,00","921,00","921,00","","0,66%"
"06.10.2016","915,00","915,00","915,00","915,00","","5,29%"
"05.10.2016","869,00","869,00","869,00","869,00","","1,05%"
"04.10.2016","860,00","860,00","860,00","860,00","","-0,46%"
"03.10.2016","864,00","864,00","864,00","864,00","","-1,26%"
"30.09.2016","875,00","875,00","875,00","875,00","","-1,46%"
"29.09.2016","888,00","888,00","888,00","888,00","","-2,63%"
"28.09.2016","912,00","912,00","912,00","912,00","","-1,94%"
"27.09.2016","930,00","930,00","930,00","930,00","","-0,43%"
"26.09.2016","934,00","934,00","934,00","934,00","","-0,74%"
"23.09.2016","941,00","941,00","941,00","941,00","","0,43%"
"22.09.2016","937,00","937,00","937,00","937,00","","3,77%"
"21.09.2016","903,00","903,00","903,00","903,00","","4,39%"
"20.09.2016","865,00","865,00","865,00","865,00","","3,47%"
"19.09.2016","836,00","836,00","836,00","836,00","","4,50%"
"16.09.2016","800,00","800,00","800,00","800,00","","4,71%"
"15.09.2016","764,00","764,00","764,00","764,00","","1,06%"
"14.09.2016","756,00","756,00","756,00","756,00","","-5,03%"
"13.09.2016","796,00","796,00","796,00","796,00","","-1,00%"
"12.09.2016","804,00","804,00","804,00","804,00","","0,00%"
"09.09.2016","804,00","804,00","804,00","804,00","","1,52%"
"08.09.2016","792,00","792,00","792,00","792,00","","2,46%"
"07.09.2016","773,00","773,00","773,00","773,00","","3,76%"
"06.09.2016","745,00","745,00","745,00","745,00","","2,90%"
"05.09.2016","724,00","724,00","724,00","724,00","","0,56%"
"02.09.2016","720,00","720,00","720,00","720,00","","1,12%"
"01.09.2016","712,00","712,00","712,00","712,00","","0,14%"
"31.08.2016","711,00","711,00","711,00","711,00","","-0,56%"
"30.08.2016","715,00","715,00","715,00","715,00","","-0,69%"
"26.08.2016","720,00","720,00","720,00","720,00","","0,28%"
"25.08.2016","718,00","718,00","718,00","718,00","","1,70%"
"24.08.2016","706,00","706,00","706,00","706,00","","2,02%"
"23.08.2016","692,00","692,00","692,00","692,00","","0,73%"
"22.08.2016","687,00","687,00","687,00","687,00","","0,59%"
"19.08.2016","683,00","683,00","683,00","683,00","","0,15%"
"18.08.2016","682,00","682,00","682,00","682,00","","-0,44%"
"17.08.2016","685,00","685,00","685,00","685,00","","-0,29%"
"16.08.2016","687,00","687,00","687,00","687,00","","0,88%"
"15.08.2016","681,00","681,00","681,00","681,00","","1,49%"
"12.08.2016","671,00","671,00","671,00","671,00","","2,76%"
"11.08.2016","653,00","653,00","653,00","653,00","","2,35%"
"10.08.2016","638,00","638,00","638,00","638,00","","1,11%"
"09.08.2016","631,00","631,00","631,00","631,00","","-0,79%"
"08.08.2016","636,00","636,00","636,00","636,00","","0,00%"
"05.08.2016","636,00","636,00","636,00","636,00","","0,00%"
"04.08.2016","636,00","636,00","636,00","636,00","","-0,78%"
"03.08.2016","641,00","641,00","641,00","641,00","","-0,62%"
"02.08.2016","645,00","645,00","645,00","645,00","","-0,77%"
"01.08.2016","650,00","650,00","650,00","650,00","","-0,91%"
"29.07.2016","656,00","656,00","656,00","656,00","","-1,35%"
"28.07.2016","665,00","665,00","665,00","665,00","","-2,06%"
"27.07.2016","679,00","679,00","679,00","679,00","","-2,44%"
"26.07.2016","696,00","696,00","696,00","696,00","","-1,83%"
"25.07.2016","709,00","709,00","709,00","709,00","","-1,25%"
"22.07.2016","718,00","718,00","718,00","718,00","","-1,10%"
"21.07.2016","726,00","726,00","726,00","726,00","","-1,36%"
"20.07.2016","736,00","736,00","736,00","736,00","","-1,34%"
"19.07.2016","746,00","746,00","746,00","746,00","","-0,27%"
"18.07.2016","748,00","748,00","748,00","748,00","","0,40%"
"15.07.2016","745,00","745,00","745,00","745,00","","0,95%"
"14.07.2016","738,00","738,00","738,00","738,00","","1,65%"
"13.07.2016","726,00","726,00","726,00","726,00","","2,11%"
"12.07.2016","711,00","711,00","711,00","711,00","","0,99%"
"11.07.2016","704,00","704,00","704,00","704,00","","0,14%"
"08.07.2016","703,00","703,00","703,00","703,00","","0,57%"
"07.07.2016","699,00","699,00","699,00","699,00","","0,72%"
"06.07.2016","694,00","694,00","694,00","694,00","","0,29%"
"05.07.2016","692,00","692,00","692,00","692,00","","0,58%"
"04.07.2016","688,00","688,00","688,00","688,00","","1,62%"
"01.07.2016","677,00","677,00","677,00","677,00","","2,58%"
"30.06.2016","660,00","660,00","660,00","660,00","","3,13%"
"29.06.2016","640,00","640,00","640,00","640,00","","2,07%"
"28.06.2016","627,00","627,00","627,00","627,00","","1,79%"
"27.06.2016","616,00","616,00","616,00","616,00","","1,15%"
"24.06.2016","609,00","609,00","609,00","609,00","","2,18%"
"23.06.2016","596,00","596,00","596,00","596,00","","1,88%"
"22.06.2016","585,00","585,00","585,00","585,00","","0,86%"
"21.06.2016","580,00","580,00","580,00","580,00","","-0,34%"
"20.06.2016","582,00","582,00","582,00","582,00","","-0,85%"
"17.06.2016","587,00","587,00","587,00","587,00","","-1,84%"
"16.06.2016","598,00","598,00","598,00","598,00","","-0,99%"
"15.06.2016","604,00","604,00","604,00","604,00","","-0,66%"
"14.06.2016","608,00","608,00","608,00","608,00","","-0,16%"
"13.06.2016","609,00","609,00","609,00","609,00","","-0,16%"
"10.06.2016","610,00","610,00","610,00","610,00","","-0,16%"
"09.06.2016","611,00","611,00","611,00","611,00","","0,16%"
"08.06.2016","610,00","610,00","610,00","610,00","","0,66%"
"07.06.2016","606,00","606,00","606,00","606,00","","-0,16%"
"06.06.2016","607,00","607,00","607,00","607,00","","-0,49%"
"03.06.2016","610,00","610,00","610,00","610,00","","0,66%"
"02.06.2016","606,00","606,00","606,00","606,00","","-0,98%"
"01.06.2016","612,00","612,00","612,00","612,00","","0,00%"
"31.05.2016","612,00","612,00","612,00","612,00","","0,99%"
"27.05.2016","606,00","606,00","606,00","606,00","","0,83%"
"26.05.2016","601,00","601,00","601,00","601,00","","-0,66%"
"25.05.2016","605,00","605,00","605,00","605,00","","-2,10%"
"24.05.2016","618,00","618,00","618,00","618,00","","-0,96%"
"23.05.2016","624,00","624,00","624,00","624,00","","-0,16%"
"20.05.2016","625,00","625,00","625,00","625,00","","-1,42%"
"19.05.2016","634,00","634,00","634,00","634,00","","-1,25%"
"18.05.2016","642,00","642,00","642,00","642,00","","-0,16%"
