model,horizon,origin_date,expert,prior_mae,prior_observations,weight
top3_simple_ensemble,6,2025-12-31,ridge_8y,1145.1062960301867,11,0.3333333333333333
top3_simple_ensemble,6,2025-12-31,xgboost_return_8y,1285.388489684521,11,0.3333333333333333
top3_weighted_ensemble,6,2025-12-31,ridge_10y,683.0330757130025,11,0.4699551423355618
top3_weighted_ensemble,6,2025-12-31,ridge_8y,1145.1062960301867,11,0.28031887295643265
top3_weighted_ensemble,6,2025-12-31,xgboost_return_8y,1285.388489684521,11,0.2497259847080055
top5_simple_ensemble,6,2025-12-31,ridge_10y,683.0330757130025,11,0.2
top5_simple_ensemble,6,2025-12-31,ridge_8y,1145.1062960301867,11,0.2
top5_simple_ensemble,6,2025-12-31,xgboost_return_8y,1285.388489684521,11,0.2
top5_simple_ensemble,6,2025-12-31,lightgbm_return_8y,1301.6780370724073,11,0.2
top5_simple_ensemble,6,2025-12-31,elasticnet_8y,1428.66580778895,11,0.2
top5_weighted_ensemble,6,2025-12-31,ridge_10y,683.0330757130025,11,0.31941871276281225
top5_weighted_ensemble,6,2025-12-31,ridge_8y,1145.1062960301867,11,0.19052689394540653
top5_weighted_ensemble,6,2025-12-31,xgboost_return_8y,1285.388489684521,11,0.16973354559423198
top5_weighted_ensemble,6,2025-12-31,lightgbm_return_8y,1301.6780370724073,11,0.16760945457056498
top5_weighted_ensemble,6,2025-12-31,elasticnet_8y,1428.66580778895,11,0.15271139312698423
top3_simple_ensemble,6,2026-01-31,ridge_10y,635.5643874223791,12,0.3333333333333333
top3_simple_ensemble,6,2026-01-31,ridge_8y,1135.8382316977197,12,0.3333333333333333
top3_simple_ensemble,6,2026-01-31,lightgbm_return_8y,1206.724474011159,12,0.3333333333333333
top3_weighted_ensemble,6,2026-01-31,ridge_10y,635.5643874223791,12,0.47933101617915097
top3_weighted_ensemble,6,2026-01-31,ridge_8y,1135.8382316977197,12,0.2682122464016822
top3_weighted_ensemble,6,2026-01-31,lightgbm_return_8y,1206.724474011159,12,0.25245673741916685
top5_simple_ensemble,6,2026-01-31,ridge_10y,635.5643874223791,12,0.2
top5_simple_ensemble,6,2026-01-31,ridge_8y,1135.8382316977197,12,0.2
top5_simple_ensemble,6,2026-01-31,lightgbm_return_8y,1206.724474011159,12,0.2
top5_simple_ensemble,6,2026-01-31,xgboost_return_8y,1263.542691151045,12,0.2
top5_simple_ensemble,6,2026-01-31,elasticnet_8y,1505.8483156724424,12,0.2
top5_weighted_ensemble,6,2026-01-31,ridge_10y,635.5643874223791,12,0.332081729739778
top5_weighted_ensemble,6,2026-01-31,ridge_8y,1135.8382316977197,12,0.1858181167420484
top5_weighted_ensemble,6,2026-01-31,lightgbm_return_8y,1206.724474011159,12,0.17490266061832285
top5_weighted_ensemble,6,2026-01-31,xgboost_return_8y,1263.542691151045,12,0.16703774444344935
top5_weighted_ensemble,6,2026-01-31,elasticnet_8y,1505.8483156724424,12,0.14015974845640142
top3_simple_ensemble,6,2026-02-28,ridge_10y,692.457176035463,13,0.3333333333333333
top3_simple_ensemble,6,2026-02-28,ridge_8y,1066.2698179747383,13,0.3333333333333333
top3_simple_ensemble,6,2026-02-28,lightgbm_return_8y,1269.306219122265,13,0.3333333333333333
top3_weighted_ensemble,6,2026-02-28,ridge_10y,692.457176035463,13,0.4555891456616683
top3_weighted_ensemble,6,2026-02-28,ridge_8y,1066.2698179747383,13,0.29586880161167556
top3_weighted_ensemble,6,2026-02-28,lightgbm_return_8y,1269.306219122265,13,0.24854205272665614
top5_simple_ensemble,6,2026-02-28,ridge_10y,692.457176035463,13,0.2
top5_simple_ensemble,6,2026-02-28,ridge_8y,1066.2698179747383,13,0.2
top5_simple_ensemble,6,2026-02-28,lightgbm_return_8y,1269.306219122265,13,0.2
top5_simple_ensemble,6,2026-02-28,xgboost_return_8y,1394.04922773502,13,0.2
top5_simple_ensemble,6,2026-02-28,elasticnet_8y,1499.972902139971,13,0.2
top5_weighted_ensemble,6,2026-02-28,ridge_10y,692.457176035463,13,0.3171250526239905
top5_weighted_ensemble,6,2026-02-28,ridge_8y,1066.2698179747383,13,0.2059474203333592
top5_weighted_ensemble,6,2026-02-28,lightgbm_return_8y,1269.306219122265,13,0.17300436654552853
top5_weighted_ensemble,6,2026-02-28,xgboost_return_8y,1394.04922773502,13,0.15752350349097047
top5_weighted_ensemble,6,2026-02-28,elasticnet_8y,1499.972902139971,13,0.14639965700615143
top3_simple_ensemble,12,2025-04-30,sarimax_10y,1527.8828918023075,3,0.3333333333333333
top3_simple_ensemble,12,2025-04-30,xgboost_return_10y,1880.1818096093236,3,0.3333333333333333
top3_simple_ensemble,12,2025-04-30,xgboost_return_8y,2024.571895783222,3,0.3333333333333333
top3_weighted_ensemble,12,2025-04-30,sarimax_10y,1527.8828918023075,3,0.3895150808137697
top3_weighted_ensemble,12,2025-04-30,xgboost_return_10y,1880.1818096093236,3,0.31652972336688145
top3_weighted_ensemble,12,2025-04-30,xgboost_return_8y,2024.571895783222,3,0.2939551958193489
top5_simple_ensemble,12,2025-04-30,sarimax_10y,1527.8828918023075,3,0.2
top5_simple_ensemble,12,2025-04-30,xgboost_return_10y,1880.1818096093236,3,0.2
top5_simple_ensemble,12,2025-04-30,xgboost_return_8y,2024.571895783222,3,0.2
top5_simple_ensemble,12,2025-04-30,ridge_10y,2267.479414807814,3,0.2
top5_simple_ensemble,12,2025-04-30,lightgbm_return_10y,2272.072702124615,3,0.2
top5_weighted_ensemble,12,2025-04-30,sarimax_10y,1527.8828918023075,3,0.25552044158958215
top5_weighted_ensemble,12,2025-04-30,xgboost_return_10y,1880.1818096093236,3,0.20764231906492758
top5_weighted_ensemble,12,2025-04-30,xgboost_return_8y,2024.571895783222,3,0.1928335131117133
top5_weighted_ensemble,12,2025-04-30,ridge_10y,2267.479414807814,3,0.17217590098581625
top5_weighted_ensemble,12,2025-04-30,lightgbm_return_10y,2272.072702124615,3,0.17182782524796075
top3_simple_ensemble,12,2025-05-31,sarimax_10y,1761.3102290793977,4,0.3333333333333333
top3_simple_ensemble,12,2025-05-31,xgboost_return_10y,2128.687010787569,4,0.3333333333333333
top3_simple_ensemble,12,2025-05-31,xgboost_return_8y,2173.434408695261,4,0.3333333333333333
top3_weighted_ensemble,12,2025-05-31,sarimax_10y,1761.3102290793977,4,0.3791041750150828
top3_weighted_ensemble,12,2025-05-31,xgboost_return_10y,2128.687010787569,4,0.3136769557749045
top3_weighted_ensemble,12,2025-05-31,xgboost_return_8y,2173.434408695261,4,0.3072188692100126
top5_simple_ensemble,12,2025-05-31,sarimax_10y,1761.3102290793977,4,0.2
top5_simple_ensemble,12,2025-05-31,xgboost_return_10y,2128.687010787569,4,0.2
top5_simple_ensemble,12,2025-05-31,xgboost_return_8y,2173.434408695261,4,0.2
top5_simple_ensemble,12,2025-05-31,ridge_10y,2347.8962632395574,4,0.2
top5_simple_ensemble,12,2025-05-31,lightgbm_return_10y,2439.429335547704,4,0.2
top5_weighted_ensemble,12,2025-05-31,sarimax_10y,1761.3102290793977,4,0.2433101883192176
top5_weighted_ensemble,12,2025-05-31,xgboost_return_10y,2128.687010787569,4,0.20131880419927967
top5_weighted_ensemble,12,2025-05-31,xgboost_return_8y,2173.434408695261,4,0.19717398501277733
top5_weighted_ensemble,12,2025-05-31,ridge_10y,2347.8962632395574,4,0.18252285257917963
top5_weighted_ensemble,12,2025-05-31,lightgbm_return_10y,2439.429335547704,4,0.1756741698895457
top3_simple_ensemble,12,2025-06-30,sarimax_10y,1836.1719146651667,5,0.3333333333333333
top3_simple_ensemble,12,2025-06-30,ridge_10y,2440.4960245840766,5,0.3333333333333333
top3_simple_ensemble,12,2025-06-30,xgboost_return_8y,2447.135112565177,5,0.3333333333333333
top3_weighted_ensemble,12,2025-06-30,sarimax_10y,1836.1719146651667,5,0.39956657473713847
top3_weighted_ensemble,12,2025-06-30,ridge_10y,2440.4960245840766,5,0.3006245104198931
top3_weighted_ensemble,12,2025-06-30,xgboost_return_8y,2447.135112565177,5,0.29980891484296857
top5_simple_ensemble,12,2025-06-30,sarimax_10y,1836.1719146651667,5,0.2
top5_simple_ensemble,12,2025-06-30,ridge_10y,2440.4960245840766,5,0.2
top5_simple_ensemble,12,2025-06-30,xgboost_return_8y,2447.135112565177,5,0.2
top5_simple_ensemble,12,2025-06-30,xgboost_return_10y,2495.8157017314325,5,0.2
top5_simple_ensemble,12,2025-06-30,lightgbm_return_10y,2631.80801654471,5,0.2
top5_weighted_ensemble,12,2025-06-30,sarimax_10y,1836.1719146651667,5,0.25405880766129624
top5_weighted_ensemble,12,2025-06-30,ridge_10y,2440.4960245840766,5,0.19114788248062137
top5_weighted_ensemble,12,2025-06-30,xgboost_return_8y,2447.135112565177,5,0.19062929746148263
top5_weighted_ensemble,12,2025-06-30,xgboost_return_10y,2495.8157017314325,5,0.18691109563019384
top5_weighted_ensemble,12,2025-06-30,lightgbm_return_10y,2631.80801654471,5,0.17725291676640606
top3_simple_ensemble,12,2025-07-31,sarimax_10y,1808.109005828311,6,0.3333333333333333
top3_simple_ensemble,12,2025-07-31,xgboost_return_10y,2391.0705752889385,6,0.3333333333333333
top3_simple_ensemble,12,2025-07-31,ridge_10y,2441.87805416506,6,0.3333333333333333
top3_weighted_ensemble,12,2025-07-31,sarimax_10y,1808.109005828311,6,0.40053662440131094
top3_weighted_ensemble,12,2025-07-31,xgboost_return_10y,2391.0705752889385,6,0.302882685785025
top3_weighted_ensemble,12,2025-07-31,ridge_10y,2441.87805416506,6,0.29658068981366414
top5_simple_ensemble,12,2025-07-31,sarimax_10y,1808.109005828311,6,0.2
top5_simple_ensemble,12,2025-07-31,xgboost_return_10y,2391.0705752889385,6,0.2
top5_simple_ensemble,12,2025-07-31,ridge_10y,2441.87805416506,6,0.2
top5_simple_ensemble,12,2025-07-31,lightgbm_return_10y,2619.0917891204485,6,0.2
top5_simple_ensemble,12,2025-07-31,xgboost_return_8y,2649.6573834553546,6,0.2
top5_weighted_ensemble,12,2025-07-31,sarimax_10y,1808.109005828311,6,0.2584379103828617
top5_weighted_ensemble,12,2025-07-31,xgboost_return_10y,2391.0705752889385,6,0.19542874143514785
top5_weighted_ensemble,12,2025-07-31,ridge_10y,2441.87805416506,6,0.19136250985766326
top5_weighted_ensemble,12,2025-07-31,lightgbm_return_10y,2619.0917891204485,6,0.17841448518626643
top5_weighted_ensemble,12,2025-07-31,xgboost_return_8y,2649.6573834553546,6,0.17635635313806086
top3_simple_ensemble,12,2025-08-31,sarimax_10y,1802.8493205536452,7,0.3333333333333333
top3_simple_ensemble,12,2025-08-31,xgboost_return_10y,2421.5159181394347,7,0.3333333333333333
top3_simple_ensemble,12,2025-08-31,ridge_10y,2474.761636862563,7,0.3333333333333333
top3_weighted_ensemble,12,2025-08-31,sarimax_10y,1802.8493205536452,7,0.4043660512092861
top3_weighted_ensemble,12,2025-08-31,xgboost_return_10y,2421.5159181394347,7,0.3010556549381631
top3_weighted_ensemble,12,2025-08-31,ridge_10y,2474.761636862563,7,0.2945782938525508
top5_simple_ensemble,12,2025-08-31,sarimax_10y,1802.8493205536452,7,0.2
top5_simple_ensemble,12,2025-08-31,xgboost_return_10y,2421.5159181394347,7,0.2
top5_simple_ensemble,12,2025-08-31,ridge_10y,2474.761636862563,7,0.2
top5_simple_ensemble,12,2025-08-31,lightgbm_return_10y,2695.817294523777,7,0.2
top5_simple_ensemble,12,2025-08-31,xgboost_return_8y,2837.90423799659,7,0.2
top5_weighted_ensemble,12,2025-08-31,sarimax_10y,1802.8493205536452,7,0.26475760986068353
top5_weighted_ensemble,12,2025-08-31,xgboost_return_10y,2421.5159181394347,7,0.19711539927276744
top5_weighted_ensemble,12,2025-08-31,ridge_10y,2474.761636862563,7,0.19287436411637218
top5_weighted_ensemble,12,2025-08-31,lightgbm_return_10y,2695.817294523777,7,0.1770587635961942
top5_weighted_ensemble,12,2025-08-31,xgboost_return_8y,2837.90423799659,7,0.1681938631539827
