feature,category,frequency,aggregation,feature_lag_months,paired_observations,pearson_correlation,abs_pearson_correlation,spearman_correlation,abs_spearman_correlation
chile_mining_wage_index,chile_cochilco,annual,repeat_within_year,0,120,0.20000171960495425,0.20000171960495425,0.2579686633172983,0.2579686633172983
korea_industrial_production,macro_fred,monthly,as_is,3,137,0.19915128201957968,0.19915128201957968,0.2939383084950622,0.2939383084950622
g20_composite_leading_indicator,leading_indicators,monthly,as_is,6,134,0.19829140522919922,0.19829140522919922,0.3890447511814362,0.3890447511814362
lead_cash_usd_per_ton,other_metals,daily,monthly_mean,3,137,0.19595510327213744,0.19595510327213744,0.30073121130008534,0.30073121130008534
korea_industrial_production,macro_fred,monthly,as_is,2,137,0.194497544005755,0.194497544005755,0.2900039786670756,0.2900039786670756
global_dry_bulk_portcalls,shipping,daily,monthly_sum,12,80,0.1944865113526468,0.1944865113526468,0.2195264885138303,0.2195264885138303
china_ppi_yoy_pct,china,monthly,as_is,1,138,0.19414131269932786,0.19414131269932786,0.21995309891980344,0.21995309891980344
india_industrial_production,macro_fred,monthly,as_is,2,137,0.19399878098797782,0.19399878098797782,0.2701943360651147,0.2701943360651147
china_fixed_asset_investment_yoy_pct,china,monthly,as_is,2,126,-0.19336048924222018,0.19336048924222018,-0.4487975119308423,0.4487975119308423
global_cargo_portcalls,shipping,daily,monthly_sum,12,80,0.1925497446552838,0.1925497446552838,0.24137365213314582,0.24137365213314582
china_fixed_asset_investment_yoy_pct,china,monthly,as_is,3,125,-0.19137350698481395,0.19137350698481395,-0.4764398034824848,0.4764398034824848
indonesia_reer,macro_fred,monthly,as_is,12,128,-0.19021795929350604,0.19021795929350604,-0.07409929500091557,0.07409929500091557
geopolitical_acts_index,risk,monthly,as_is,6,134,0.18915514579442294,0.18915514579442294,0.14924624995324134,0.14924624995324134
us_industrial_production,macro_fred,monthly,as_is,1,139,0.18830745515419017,0.18830745515419017,0.16286715544399483,0.16286715544399483
turkey_capacity_electrical_equipment_percent,turkey,monthly,as_is,2,138,-0.1854734736612301,0.1854734736612301,-0.28602316496533015,0.28602316496533015
turkey_manufacturing_capacity_utilization_percent,turkey,monthly,as_is,2,138,-0.1832379954159288,0.1832379954159288,-0.3480416018908504,0.3480416018908504
global_dry_bulk_import,shipping,daily,monthly_sum,0,92,0.18246687281393278,0.18246687281393278,0.3175253918591927,0.3175253918591927
chile_mining_wage_index,chile_cochilco,annual,repeat_within_year,1,120,0.1807342601032582,0.1807342601032582,0.2514356906748472,0.2514356906748472
turkey_capacity_electrical_equipment_percent,turkey,monthly,as_is,1,139,-0.17945076398356166,0.17945076398356166,-0.2898565619554046,0.2898565619554046
usd_gbp,macro_fred,monthly,as_is,2,138,-0.17869191082696467,0.17869191082696467,-0.04017680809335394,0.04017680809335394
global_portcalls,shipping,daily,monthly_sum,12,80,0.17779889090258147,0.17779889090258147,0.1928973277074543,0.1928973277074543
turkey_capacity_electrical_equipment_percent,turkey,monthly,as_is,0,140,-0.17480969780519376,0.17480969780519376,-0.2961842076490784,0.2961842076490784
turkey_capacity_electrical_equipment_percent,turkey,monthly,as_is,3,137,-0.17324356917494987,0.17324356917494987,-0.2507980659734538,0.2507980659734538
germany_manufacturing_order_books,macro_fred,monthly,as_is,0,138,-0.17278910756269145,0.17278910756269145,-0.08518396326207861,0.08518396326207861
copper_supply_dry_bulk_import,shipping,daily,monthly_sum,0,92,-0.1724212968093628,0.1724212968093628,-0.07259220442951157,0.07259220442951157
china_fixed_asset_investment_yoy_pct,china,monthly,as_is,0,126,-0.1717763980179576,0.1717763980179576,-0.40268684287747186,0.40268684287747186
china_ppi_yoy_pct,china,monthly,as_is,2,138,0.1716351042711714,0.1716351042711714,0.2021182615298423,0.2021182615298423
hong_kong_hang_seng,equities_indices,monthly,as_is,6,134,-0.17126021693000762,0.17126021693000762,-0.16908190875197948,0.16908190875197948
china_fixed_asset_investment_yoy_pct,china,monthly,as_is,1,126,-0.17122312193740283,0.17122312193740283,-0.4198410917809964,0.4198410917809964
global_container_portcalls,shipping,daily,monthly_sum,6,86,0.1656427061240166,0.1656427061240166,0.153121152514334,0.153121152514334
chile_sulfuric_acid_export_ton,chile_cochilco,annual,repeat_within_year,6,120,-0.16529371014647198,0.16529371014647198,-0.2010982989041666,0.2010982989041666
turkey_capacity_electrical_equipment_percent,turkey,monthly,as_is,6,134,-0.16198866178967916,0.16198866178967916,-0.190204366637988,0.190204366637988
shfe_open_interest_lots,copper_market,daily,month_end_last,6,122,-0.16106719236195519,0.16106719236195519,-0.256171911400729,0.256171911400729
eur_usd,macro_fred,monthly,as_is,3,137,0.16103920820945344,0.16103920820945344,0.17294270012998186,0.17294270012998186
turkey_manufacturing_capacity_utilization_percent,turkey,monthly,as_is,1,139,-0.15998025371598248,0.15998025371598248,-0.32765819322908124,0.32765819322908124
eur_usd,macro_fred,monthly,as_is,2,138,0.15988171372483648,0.15988171372483648,0.18096157885651334,0.18096157885651334
chile_mining_wage_index,chile_cochilco,annual,repeat_within_year,2,120,0.15978425896021403,0.15978425896021403,0.23912354992561255,0.23912354992561255
india_industrial_production,macro_fred,monthly,as_is,3,137,0.15951960313195013,0.15951960313195013,0.22189034293501592,0.22189034293501592
usd_gbp,macro_fred,monthly,as_is,1,139,-0.15653581464695804,0.15653581464695804,-0.011148844899235889,0.011148844899235889
india_industrial_production,macro_fred,monthly,as_is,6,134,0.15359736776961597,0.15359736776961597,0.2360802503771868,0.2360802503771868
euro_area_industrial_production,global_macro,monthly,as_is,6,134,0.15262414052881565,0.15262414052881565,0.23767093253304103,0.23767093253304103
eur_usd,macro_fred,monthly,as_is,1,139,0.15061069223041304,0.15061069223041304,0.17883770239488397,0.17883770239488397
china_copper_related_dry_bulk_export,shipping,daily,monthly_sum,0,92,0.14969027053367787,0.14969027053367787,0.3995653715148806,0.3995653715148806
copper_supply_dry_bulk_portcalls,shipping,daily,monthly_sum,12,80,0.14947938407748057,0.14947938407748057,0.06162132113971513,0.06162132113971513
lead_stock_ton,other_metals,daily,month_end_last,12,128,0.1493421034290338,0.1493421034290338,-0.018085733415269426,0.018085733415269426
vix_index,macro_fred,monthly,as_is,6,134,0.14837796381315835,0.14837796381315835,0.2621133207564735,0.2621133207564735
copper_supply_dry_bulk_import,shipping,daily,monthly_sum,3,89,-0.14580428890118657,0.14580428890118657,-0.06831801157643855,0.06831801157643855
global_dry_bulk_export,shipping,daily,monthly_sum,0,92,0.1452425358669131,0.1452425358669131,0.27167362791486216,0.27167362791486216
china_industrial_value_added_yoy_pct,china,monthly,as_is,0,114,-0.14483818570994772,0.14483818570994772,-0.23275021322178066,0.23275021322178066
global_dry_bulk_portcalls,shipping,daily,monthly_sum,6,86,0.1447617434488381,0.1447617434488381,0.20577385725741779,0.20577385725741779
turkey_manufacturing_capacity_utilization_percent,turkey,monthly,as_is,0,140,-0.14459694958662964,0.14459694958662964,-0.3216161289053757,0.3216161289053757
eur_usd,macro_fred,monthly,as_is,0,140,0.142888625820048,0.142888625820048,0.16838505255786373,0.16838505255786373
shfe_open_interest_change,copper_market,daily,monthly_sum,12,116,0.1428151947615253,0.1428151947615253,0.15670626225348866,0.15670626225348866
china_copper_related_dry_bulk_portcalls,shipping,daily,monthly_sum,0,92,-0.13970865218575576,0.13970865218575576,0.03124121004027178,0.03124121004027178
china_ppi_yoy_pct,china,monthly,as_is,3,137,0.138392897858839,0.138392897858839,0.18138873552031146,0.18138873552031146
eur_usd,macro_fred,monthly,as_is,12,128,-0.13552266864261323,0.13552266864261323,-0.173243148128193,0.173243148128193
chile_mining_wage_index,chile_cochilco,annual,repeat_within_year,3,120,0.13490790739803254,0.13490790739803254,0.22563882434311738,0.22563882434311738
lead_cash_usd_per_ton,other_metals,daily,monthly_mean,6,134,0.13452182517140235,0.13452182517140235,0.22358411399674982,0.22358411399674982
usd_gbp,macro_fred,monthly,as_is,0,140,-0.13432358452984708,0.13432358452984708,0.00687935973409722,0.00687935973409722
vix_index,macro_fred,monthly,as_is,3,137,0.13377276189937645,0.13377276189937645,0.2907133714711728,0.2907133714711728
copper_supply_dry_bulk_import,shipping,daily,monthly_sum,2,90,-0.1332169596714719,0.1332169596714719,-0.05427007449479359,0.05427007449479359
us_industrial_production,macro_fred,monthly,as_is,2,138,0.13275365006495748,0.13275365006495748,0.09872861958710828,0.09872861958710828
drc_inflation_mom,global_macro,monthly,as_is,0,138,-0.1296717097546675,0.1296717097546675,0.12155854118989355,0.12155854118989355
poland_wig20,equities_indices,monthly,as_is,12,128,0.1292691736019013,0.1292691736019013,-0.042746291887932615,0.042746291887932615
china_copper_related_dry_bulk_import,shipping,daily,monthly_sum,3,89,0.12857177437217276,0.12857177437217276,0.17970718420156623,0.17970718420156623
copper_supply_dry_bulk_import,shipping,daily,monthly_sum,12,80,-0.1236137800106902,0.1236137800106902,-0.1640881387716831,0.1640881387716831
turkey_capacity_intermediate_goods_percent,turkey,monthly,as_is,6,134,-0.12231535193908163,0.12231535193908163,-0.15197884172520013,0.15197884172520013
copper_supply_dry_bulk_import,shipping,daily,monthly_sum,1,91,-0.12092409211551498,0.12092409211551498,-0.045198279980888684,0.045198279980888684
china_industrial_value_added_yoy_pct,china,monthly,as_is,1,114,-0.12028766269412981,0.12028766269412981,-0.22604624183927816,0.22604624183927816
hong_kong_hang_seng,equities_indices,monthly,as_is,3,137,-0.11802377397223732,0.11802377397223732,-0.11058580842682993,0.11058580842682993
tin_stock_ton,other_metals,daily,month_end_last,3,137,-0.11756906228056531,0.11756906228056531,-0.29075974401977867,0.29075974401977867
eur_usd,macro_fred,monthly,as_is,6,134,0.11688605064472661,0.11688605064472661,0.0972633006980685,0.0972633006980685
copper_supply_dry_bulk_import,shipping,daily,monthly_sum,6,86,-0.11622527160060701,0.11622527160060701,-0.08023963394499742,0.08023963394499742
turkey_real_sector_confidence_index,turkey,monthly,as_is,0,140,0.11567203089770373,0.11567203089770373,0.039772870306726035,0.039772870306726035
hong_kong_hang_seng,equities_indices,monthly,as_is,2,138,-0.11409147369003257,0.11409147369003257,-0.09695905604935282,0.09695905604935282
china_copper_related_dry_bulk_portcalls,shipping,daily,monthly_sum,3,89,0.1140522241670735,0.1140522241670735,0.2146265061441482,0.2146265061441482
drc_inflation_mom,global_macro,monthly,as_is,1,138,-0.11403222140546908,0.11403222140546908,0.15835876220187123,0.15835876220187123
shfe_open_interest_lots,copper_market,daily,month_end_last,3,125,-0.11363985582059473,0.11363985582059473,-0.1644854070660522,0.1644854070660522
vix_index,macro_fred,monthly,as_is,2,138,0.11241204344874905,0.11241204344874905,0.2834617803893958,0.2834617803893958
shfe_open_interest_lots,copper_market,daily,month_end_last,2,126,-0.10839861049848065,0.10839861049848065,-0.13718185226846646,0.13718185226846646
turkey_real_sector_confidence_index,turkey,monthly,as_is,1,139,0.10674773130126078,0.10674773130126078,0.041924463267489095,0.041924463267489095
hong_kong_hang_seng,equities_indices,monthly,as_is,1,139,-0.10492227674065768,0.10492227674065768,-0.07411412484918896,0.07411412484918896
china_copper_related_dry_bulk_import,shipping,daily,monthly_sum,2,90,0.10028407469067975,0.10028407469067975,0.1599950611186566,0.1599950611186566
copper_supply_portcalls,shipping,daily,monthly_sum,12,80,-0.09945038688014865,0.09945038688014865,-0.16032499445020584,0.16032499445020584
china_industrial_value_added_yoy_pct,china,monthly,as_is,2,114,-0.09806408844300588,0.09806408844300588,-0.22922394048733255,0.22922394048733255
shfe_open_interest_change,copper_market,daily,monthly_sum,6,122,0.09748900793223533,0.09748900793223533,0.0907835213022229,0.0907835213022229
drc_inflation_mom,global_macro,monthly,as_is,3,137,-0.09739979715218544,0.09739979715218544,0.19598234444081772,0.19598234444081772
drc_inflation_mom,global_macro,monthly,as_is,2,138,-0.0968533739200425,0.0968533739200425,0.1838093183267326,0.1838093183267326
china_ppi_yoy_pct,china,monthly,as_is,12,128,-0.09569780985988526,0.09569780985988526,-0.033857998069136426,0.033857998069136426
turkey_capacity_intermediate_goods_percent,turkey,monthly,as_is,3,137,-0.09529175751032523,0.09529175751032523,-0.15757134846633805,0.15757134846633805
turkey_real_sector_confidence_index,turkey,monthly,as_is,2,138,0.09520185891728383,0.09520185891728383,0.04299786293293282,0.04299786293293282
global_container_portcalls,shipping,daily,monthly_sum,3,89,0.09393068729163462,0.09393068729163462,0.06835235083629679,0.06835235083629679
hong_kong_hang_seng,equities_indices,monthly,as_is,0,140,-0.09370439604924195,0.09370439604924195,-0.05468063239378103,0.05468063239378103
global_dry_bulk_portcalls,shipping,daily,monthly_sum,3,89,0.09082794702121363,0.09082794702121363,0.18736806264896155,0.18736806264896155
global_container_portcalls,shipping,daily,monthly_sum,2,90,0.09014591098149242,0.09014591098149242,0.07863554609913949,0.07863554609913949
indonesia_inflation_mom,global_macro,monthly,as_is,12,128,-0.08826491052554027,0.08826491052554027,-0.13886480513098715,0.13886480513098715
china_industrial_value_added_yoy_pct,china,monthly,as_is,3,113,-0.08624996134311928,0.08624996134311928,-0.20732771507256287,0.20732771507256287
global_dry_bulk_portcalls,shipping,daily,monthly_sum,2,90,0.08610013712103777,0.08610013712103777,0.1876363337037494,0.1876363337037494
global_cargo_portcalls,shipping,daily,monthly_sum,6,86,0.08597003761852279,0.08597003761852279,0.1029576866833341,0.1029576866833341
turkey_real_sector_confidence_index,turkey,monthly,as_is,12,128,-0.08438891930711521,0.08438891930711521,-0.0076228192640731786,0.0076228192640731786
global_container_portcalls,shipping,daily,monthly_sum,1,91,0.08384490075981858,0.08384490075981858,0.06141129722654676,0.06141129722654676
vix_index,macro_fred,monthly,as_is,1,139,0.08306380888799249,0.08306380888799249,0.25327790928778177,0.25327790928778177
turkey_capacity_intermediate_goods_percent,turkey,monthly,as_is,2,138,-0.08293809880028029,0.08293809880028029,-0.1551550738486504,0.1551550738486504
global_portcalls,shipping,daily,monthly_sum,6,86,0.08230754781318624,0.08230754781318624,0.07074862021793481,0.07074862021793481
turkey_real_sector_confidence_index,turkey,monthly,as_is,3,137,0.08156997007687508,0.08156997007687508,0.04481659376257857,0.04481659376257857
tin_stock_ton,other_metals,daily,month_end_last,2,138,-0.08081034431689892,0.08081034431689892,-0.2733834795988066,0.2733834795988066
global_dry_bulk_portcalls,shipping,daily,monthly_sum,1,91,0.07937574772147539,0.07937574772147539,0.19687848383500559,0.19687848383500559
us_industrial_production,macro_fred,monthly,as_is,3,137,0.07936860234132036,0.07936860234132036,0.034692575060899546,0.034692575060899546
china_copper_related_portcalls,shipping,daily,monthly_sum,0,92,0.07862087563820755,0.07862087563820755,0.20819333561857523,0.20819333561857523
natural_gas_usd,macro_fred,monthly,as_is,12,128,0.07846860392438038,0.07846860392438038,-0.029510391869620945,0.029510391869620945
shfe_open_interest_lots,copper_market,daily,month_end_last,1,127,-0.07417590408855093,0.07417590408855093,-0.08223776715410573,0.08223776715410573
drc_inflation_mom,global_macro,monthly,as_is,6,134,-0.07197320451516565,0.07197320451516565,0.26492764827787213,0.26492764827787213
copper_supply_portcalls,shipping,daily,monthly_sum,1,91,0.07030803112215693,0.07030803112215693,0.015523634344752374,0.015523634344752374
global_portcalls,shipping,daily,monthly_sum,1,91,0.06967606916334206,0.06967606916334206,0.08437649307214526,0.08437649307214526
copper_supply_dry_bulk_export,shipping,daily,monthly_sum,12,80,0.06843203158032181,0.06843203158032181,0.1115096108766995,0.1115096108766995
turkey_capacity_intermediate_goods_percent,turkey,monthly,as_is,1,139,-0.06631635681626522,0.06631635681626522,-0.14702504326744667,0.14702504326744667
china_industrial_value_added_yoy_pct,china,monthly,as_is,12,106,-0.06446419850031712,0.06446419850031712,-0.16023967671249922,0.16023967671249922
copper_supply_portcalls,shipping,daily,monthly_sum,6,86,0.06446092279483741,0.06446092279483741,0.05227944178723155,0.05227944178723155
china_copper_related_dry_bulk_portcalls,shipping,daily,monthly_sum,2,90,0.06416041859670737,0.06416041859670737,0.1896224590315228,0.1896224590315228
vix_index,macro_fred,monthly,as_is,0,140,0.0632255592918246,0.0632255592918246,0.2296409761880363,0.2296409761880363
japan_manufacturing_growth,macro_fred,monthly,as_is,0,137,0.06303946644283163,0.06303946644283163,0.02644616142302755,0.02644616142302755
turkey_real_sector_confidence_index,turkey,monthly,as_is,6,134,0.06207711021740811,0.06207711021740811,0.0559975460817064,0.0559975460817064
shfe_open_interest_change,copper_market,daily,monthly_sum,0,128,0.062030028700453516,0.062030028700453516,0.020366004394799485,0.020366004394799485
tin_stock_ton,other_metals,daily,month_end_last,1,139,-0.061202872862630806,0.061202872862630806,-0.24200779085432728,0.24200779085432728
shfe_open_interest_change,copper_market,daily,monthly_sum,3,125,0.06116318871215077,0.06116318871215077,0.01772043010752688,0.01772043010752688
india_industrial_production,macro_fred,monthly,as_is,12,128,0.05997065891414965,0.05997065891414965,0.1105852865775499,0.1105852865775499
japan_manufacturing_growth,macro_fred,monthly,as_is,6,134,0.059204970427756,0.059204970427756,0.031053143472326034,0.031053143472326034
shfe_open_interest_change,copper_market,daily,monthly_sum,1,127,0.056616807983193136,0.056616807983193136,0.014675899887514061,0.014675899887514061
g20_composite_leading_indicator,leading_indicators,monthly,as_is,12,128,-0.05566986948644213,0.05566986948644213,0.11224478117560888,0.11224478117560888
china_ppi_yoy_pct,china,monthly,as_is,6,134,0.05432967158860845,0.05432967158860845,0.1331954845146883,0.1331954845146883
turkey_capacity_intermediate_goods_percent,turkey,monthly,as_is,0,140,-0.0535199472139584,0.0535199472139584,-0.15009197920130513,0.15009197920130513
chile_mining_wage_index,chile_cochilco,annual,repeat_within_year,12,120,-0.051436686560414,0.051436686560414,0.06935001728140357,0.06935001728140357
japan_manufacturing_growth,macro_fred,monthly,as_is,2,137,0.051121582184979975,0.051121582184979975,0.016810919164518705,0.016810919164518705
global_cargo_portcalls,shipping,daily,monthly_sum,1,91,0.050928230412002576,0.050928230412002576,0.05801879280140151,0.05801879280140151
copper_supply_portcalls,shipping,daily,monthly_sum,3,89,0.05069482791236135,0.05069482791236135,-0.016083166346065703,0.016083166346065703
global_portcalls,shipping,daily,monthly_sum,2,90,0.050412734166803815,0.050412734166803815,0.06623863028357409,0.06623863028357409
turkey_capacity_basic_metals_percent,turkey,monthly,as_is,3,137,-0.0501443711952924,0.0501443711952924,-0.02545410420594769,0.02545410420594769
japan_manufacturing_growth,macro_fred,monthly,as_is,1,137,0.049615777992334756,0.049615777992334756,0.016785250076399645,0.016785250076399645
shfe_open_interest_lots,copper_market,daily,month_end_last,0,128,-0.0464488841426988,0.0464488841426988,-0.05261170115363486,0.05261170115363486
turkey_capacity_basic_metals_percent,turkey,monthly,as_is,6,134,-0.0456731413994513,0.0456731413994513,0.006645968154216387,0.006645968154216387
turkey_capacity_basic_metals_percent,turkey,monthly,as_is,1,139,-0.04473158498768326,0.04473158498768326,-0.0164618615666473,0.0164618615666473
turkey_capacity_basic_metals_percent,turkey,monthly,as_is,2,138,-0.044167939731084106,0.044167939731084106,-0.02092061672781736,0.02092061672781736
turkey_capacity_basic_metals_percent,turkey,monthly,as_is,0,140,-0.04382950484751703,0.04382950484751703,-0.01540311823489537,0.01540311823489537
global_portcalls,shipping,daily,monthly_sum,3,89,0.04273730614197318,0.04273730614197318,0.056571331290432424,0.056571331290432424
china_copper_related_dry_bulk_import,shipping,daily,monthly_sum,0,92,-0.04192715882315303,0.04192715882315303,0.04202949925250066,0.04202949925250066
indonesia_inflation_mom,global_macro,monthly,as_is,6,134,-0.04066382228511955,0.04066382228511955,-0.08878768179304239,0.08878768179304239
global_cargo_portcalls,shipping,daily,monthly_sum,2,90,0.03961415319773781,0.03961415319773781,0.04235090751944684,0.04235090751944684
chile_mining_wage_index,chile_cochilco,annual,repeat_within_year,6,120,0.03960112975319244,0.03960112975319244,0.15251978438337666,0.15251978438337666
china_industrial_value_added_yoy_pct,china,monthly,as_is,6,110,-0.03957791137713707,0.03957791137713707,-0.09721601728045895,0.09721601728045895
drc_inflation_mom,global_macro,monthly,as_is,12,128,0.03946034602666077,0.03946034602666077,0.39164638779376293,0.39164638779376293
china_copper_related_dry_bulk_import,shipping,daily,monthly_sum,1,91,0.037813316707139714,0.037813316707139714,0.06891224717311674,0.06891224717311674
tin_stock_ton,other_metals,daily,month_end_last,0,140,-0.03759706563981074,0.03759706563981074,-0.2061398713413036,0.2061398713413036
us_industrial_production,macro_fred,monthly,as_is,6,134,-0.03758582787121079,0.03758582787121079,-0.1355479938005191,0.1355479938005191
global_cargo_portcalls,shipping,daily,monthly_sum,3,89,0.033957428160346845,0.033957428160346845,0.03726591760299626,0.03726591760299626
shfe_open_interest_change,copper_market,daily,monthly_sum,2,126,0.032800989689266195,0.032800989689266195,-0.008563929508811399,0.008563929508811399
euro_area_industrial_production,global_macro,monthly,as_is,12,128,-0.029533762843298495,0.029533762843298495,0.06570916009032843,0.06570916009032843
peru_mining_employment_yoy_pct,peru_mining,annual,repeat_within_year,12,56,0.029157422305405814,0.029157422305405814,-0.022905492610131337,0.022905492610131337
japan_manufacturing_growth,macro_fred,monthly,as_is,3,137,0.028935796669866773,0.028935796669866773,-0.016768915202142062,0.016768915202142062
indonesia_inflation_mom,global_macro,monthly,as_is,1,139,-0.023910355384010665,0.023910355384010665,-0.05005944092607963,0.05005944092607963
china_copper_related_dry_bulk_portcalls,shipping,daily,monthly_sum,1,91,-0.022850001625115468,0.022850001625115468,0.09439513930207515,0.09439513930207515
shfe_turnover,copper_market,daily,monthly_sum,12,50,-0.0208406152926803,0.0208406152926803,-0.006194477791116446,0.006194477791116446
usa_nyse_mp_materials,equities_companies,monthly,as_is,12,63,0.02023283843319029,0.02023283843319029,-0.3446620583717358,0.3446620583717358
global_cargo_portcalls,shipping,daily,monthly_sum,0,92,-0.01918898850695062,0.01918898850695062,0.0754280782331273,0.0754280782331273
lead_cash_usd_per_ton,other_metals,daily,monthly_mean,12,128,0.018898510836949257,0.018898510836949257,0.10217065065167172,0.10217065065167172
indonesia_inflation_mom,global_macro,monthly,as_is,3,137,-0.017722844400628223,0.017722844400628223,-0.06634139828010423,0.06634139828010423
global_container_portcalls,shipping,daily,monthly_sum,0,92,0.015350188583575574,0.015350188583575574,0.04350154702168067,0.04350154702168067
copper_supply_portcalls,shipping,daily,monthly_sum,0,92,0.013755829125092838,0.013755829125092838,0.003961876675321069,0.003961876675321069
copper_supply_portcalls,shipping,daily,monthly_sum,2,90,0.01362245239575783,0.01362245239575783,-0.015816297546018588,0.015816297546018588
chile_sulfuric_acid_export_ton,chile_cochilco,annual,repeat_within_year,12,120,-0.010382218134756663,0.010382218134756663,-0.04397193124726675,0.04397193124726675
global_portcalls,shipping,daily,monthly_sum,0,92,0.009212547547637765,0.009212547547637765,0.10924279086971934,0.10924279086971934
japan_manufacturing_growth,macro_fred,monthly,as_is,12,128,-0.008237579650472872,0.008237579650472872,0.027018675306556918,0.027018675306556918
global_dry_bulk_portcalls,shipping,daily,monthly_sum,0,92,-0.008073703078052748,0.008073703078052748,0.2101166715472466,0.2101166715472466
turkey_capacity_fabricated_metals_percent,turkey,monthly,as_is,12,128,0.007159468911520156,0.007159468911520156,0.12050791979490934,0.12050791979490934
indonesia_inflation_mom,global_macro,monthly,as_is,2,138,0.005266398307595136,0.005266398307595136,-0.042028512820383356,0.042028512820383356
indonesia_inflation_mom,global_macro,monthly,as_is,0,140,0.0036280869741865973,0.0036280869741865973,-0.012488162667541096,0.012488162667541096
