date,delivery_month,open_cny_per_ton,high_cny_per_ton,low_cny_per_ton,close_cny_per_ton,settlement_cny_per_ton,pre_settlement_cny_per_ton,volume_lots,open_interest_lots,open_interest_change,turnover
2024-07-11,2408,79970.0,80300.0,79780.0,79920,80010,79870,76401,195148,-3356,3056466.285
2024-07-12,2408,79780.0,79900.0,78850.0,78950,79210,80010,102725,195298,150,4068426.75
2024-07-15,2408,79600.0,80210.0,79260.0,79490,79650,79210,90689,190508,-4790,3611913.095
2024-07-16,2408,79330.0,79740.0,79120.0,79280,79360,79650,63751,184424,-6084,2529919.165
2024-07-17,2408,78730.0,78890.0,78280.0,78500,78590,79360,89546,173509,-10915,3518955.415
2024-07-18,2408,78390.0,78500.0,77970.0,78380,78180,78590,76130,167635,-5874,2976254.465
2024-07-19,2409,77310.0,77460.0,76430.0,76740,76930,78370,140717,178819,10011,5412696.175
2024-07-22,2409,76120.0,76610.0,75680.0,75760,76220,76930,127785,184074,5255,4869896.895
2024-07-23,2409,75390.0,75990.0,74710.0,74710,75320,76220,137159,183487,-587,5165695.705
2024-07-24,2409,74840.0,75210.0,74520.0,75000,74840,75320,116069,180574,-2913,4343344.94
2024-07-25,2409,74800.0,74890.0,72800.0,73030,73720,74840,175351,180626,52,6463914.275
2024-07-26,2409,73550.0,74670.0,73380.0,74150,74100,73720,163163,178280,-2346,6045452.655
2024-07-29,2409,74250.0,74840.0,74030.0,74040,74350,74100,99233,176894,-1386,3689036.485
2024-07-30,2409,73700.0,74010.0,73040.0,73420,73480,74350,133840,183525,6631,4917879.66
2024-07-31,2409,73040.0,74520.0,72740.0,74470,73600,73480,145941,182993,-532,5371016.42
2024-08-01,2409,74690.0,75490.0,74540.0,74780,74950,73600,127099,180951,-2042,4763458.02
2024-08-02,2409,74510.0,74840.0,73240.0,73700,73940,74950,153809,182728,1777,5686410.985
2024-08-05,2409,73680.0,73980.0,72180.0,72210,73060,73940,191875,182230,-498,7009477.275
2024-08-06,2409,70800.0,72240.0,70590.0,70850,71170,73060,202075,176117,-6113,7191792.975
2024-08-07,2409,70850.0,71970.0,70850.0,71390,71490,71170,141396,170926,-5191,5054580.715
2024-08-08,2409,71400.0,71420.0,70630.0,70680,70940,71490,112696,174122,3196,3997879.67
2024-08-09,2409,70700.0,72150.0,70630.0,71670,71420,70940,131333,170228,-3894,4689910.835
2024-08-12,2409,71750.0,72240.0,71310.0,72190,71680,71420,102243,169503,-725,3664808.525
2024-08-13,2409,72400.0,73220.0,72020.0,72280,72540,71680,124283,167635,-1868,4508195.065
2024-08-14,2409,72200.0,72650.0,71650.0,72010,72150,72540,106507,164682,-2953,3842707.105
2024-08-15,2409,72320.0,72860.0,71900.0,72830,72360,72150,100195,161453,-3229,3625370.04
2024-08-16,2409,73340.0,74080.0,73090.0,73930,73610,72360,110707,154810,-6643,4075063.95
2024-08-19,2409,73410.0,74230.0,72970.0,73900,73630,73610,103534,147707,-7103,3812072.87
2024-08-20,2409,74050.0,74280.0,73630.0,73770,73930,73630,66518,137399,-10308,2458879.795
2024-08-21,2410,74090.0,74180.0,73270.0,73950,73760,73980,82879,148728,6440,3056863.385
2024-08-22,2410,74000.0,74360.0,73580.0,73930,73990,73760,91359,153594,4866,3379868.075
2024-08-23,2410,73680.0,73820.0,73360.0,73500,73580,73990,85591,152504,-1090,3149017.255
2024-08-26,2410,73650.0,75180.0,73470.0,75170,74340,73580,133984,163614,11110,4980568.335
2024-08-27,2410,74850.0,75230.0,74660.0,75010,74930,74340,87707,161333,-2281,3286294.53
2024-08-28,2410,75240.0,75580.0,74560.0,74590,75050,74930,101876,165120,3787,3822941.805
2024-08-29,2410,74250.0,74530.0,73750.0,74200,74180,75050,98457,163501,-1619,3652236.29
2024-08-30,2410,73820.0,74480.0,73550.0,74220,74010,74180,107316,168272,4771,3971315.655
2024-09-02,2410,74220.0,74220.0,73460.0,73610,73800,74010,93045,165620,-2652,3433631.465
2024-09-03,2410,73500.0,73870.0,72860.0,72890,73450,73800,95694,169511,3891,3514791.99
2024-09-04,2410,72400.0,72520.0,71600.0,71700,71990,73450,132630,170412,901,4774642.76
2024-09-05,2410,71960.0,72360.0,71520.0,71520,71950,71990,98107,166581,-3831,3529584.08
2024-09-06,2410,72310.0,73080.0,72170.0,73050,72590,71950,125400,163661,-2920,4551575.78
2024-09-09,2410,73000.0,73050.0,71660.0,72410,72120,72590,124644,158925,-4736,4495130.195
2024-09-10,2410,72860.0,73370.0,72460.0,73110,72850,72120,101937,158833,-92,3713356.695
2024-09-11,2410,72870.0,73320.0,72240.0,73270,72730,72850,100197,157520,-1313,3643864.065
2024-09-12,2410,73330.0,74010.0,72710.0,73830,73420,72730,99420,153761,-3759,3650007.325
2024-09-13,2410,74030.0,74450.0,73720.0,73960,74100,73420,90773,148604,-5157,3363241.975
2024-09-18,2410,74610.0,74770.0,74170.0,74510,74440,74100,60964,145207,-3397,2269155.425
2024-09-19,2410,74810.0,75670.0,74350.0,75640,74890,74440,106573,139946,-5261,3990789.64
2024-09-20,2410,75910.0,76110.0,75430.0,75840,75770,74890,94888,129143,-10803,3595142.56
2024-09-23,2410,75790.0,75900.0,75130.0,75310,75410,75770,82342,117946,-11197,3104976.63
2024-09-24,2411,75390.0,76760.0,75390.0,76740,76110,75410,110911,159755,20462,4221167.385
2024-09-25,2411,77150.0,78130.0,77010.0,77110,77430,76110,142620,170540,10785,5521599.86
2024-09-26,2411,77210.0,77820.0,76900.0,77740,77400,77430,121743,173541,3001,4711631.015
2024-09-27,2411,78470.0,79200.0,77880.0,78780,78600,77400,170764,179167,5626,6711576.835
2024-09-30,2411,78350.0,79460.0,78190.0,78830,78810,78600,152326,170549,-8618,6003025.305
2024-10-08,2411,78980.0,79130.0,77280.0,77310,78220,78810,120683,165351,-5198,4720094.015
2024-10-09,2411,77520.0,77970.0,77230.0,77560,77610,78220,103336,166052,701,4010375.195
2024-10-10,2411,76880.0,77470.0,76460.0,76870,77010,77610,106236,162402,-3650,4090819.29
2024-10-11,2411,76850.0,77620.0,76850.0,77220,77280,77010,85482,162123,-279,3303235.425
2024-10-14,2411,77370.0,78050.0,77160.0,77570,77520,77280,104973,162771,648,4068938.445
2024-10-15,2411,77010.0,77340.0,76460.0,76520,76890,77520,105458,155968,-6803,4054422.9
2024-10-16,2411,76340.0,76750.0,76220.0,76720,76570,76890,72722,146171,-9797,2784472.93
2024-10-17,2411,76920.0,77370.0,75980.0,76020,76720,76570,83530,140156,-6015,3204288.185
2024-10-18,2411,76300.0,77250.0,76110.0,76980,76620,76720,68575,130676,-9480,2627138.435
2024-10-21,2412,77240.0,77830.0,76830.0,77730,77410,76630,76190,158485,10633,2949308.715
2024-10-22,2412,77650.0,77770.0,76620.0,77200,77080,77410,87118,161490,3005,3357799.97
2024-10-23,2412,77210.0,77280.0,76660.0,76720,76930,77080,64668,159876,-1614,2487590.325
2024-10-24,2412,76230.0,77060.0,76100.0,77000,76530,76930,75854,157075,-2801,2902622.695
2024-10-25,2412,76700.0,76800.0,76130.0,76390,76470,76530,94558,151858,-5217,3615602.71
2024-10-28,2412,76520.0,76890.0,76430.0,76870,76640,76470,75308,152572,714,2885961.5
2024-10-29,2412,76620.0,76780.0,76360.0,76500,76520,76640,71229,153839,1267,2725520.515
2024-10-30,2412,76660.0,77030.0,76320.0,76670,76670,76520,90567,155012,1173,3472181.985
2024-10-31,2412,76270.0,76770.0,76230.0,76540,76490,76670,79052,158178,3166,3023673.535
2024-11-01,2412,76670.0,76710.0,76100.0,76520,76490,76490,83212,159259,1081,3182535.95
2024-11-04,2412,76680.0,77670.0,76350.0,77430,76990,76490,123122,169211,9952,4739725.565
2024-11-05,2412,77060.0,77870.0,76960.0,77630,77440,76990,87306,169461,250,3380510.11
2024-11-06,2412,77600.0,78170.0,76600.0,76770,77470,77440,123249,165392,-4069,4774548.66
2024-11-07,2412,76060.0,76680.0,75520.0,76480,75980,77470,130402,155120,-10272,4954083.645
2024-11-08,2412,76950.0,77730.0,76850.0,77100,77270,75980,101806,150641,-4479,3933655.335
2024-11-11,2412,76480.0,76820.0,76360.0,76560,76550,77270,76313,148173,-2468,2920902.555
2024-11-12,2412,76160.0,76240.0,75250.0,75310,75790,76550,92561,150056,1883,3507915.195
2024-11-13,2412,74820.0,75210.0,74180.0,74210,74690,75790,101916,153457,3401,3806495.31
2024-11-14,2412,74080.0,74430.0,73080.0,73170,73610,74690,109243,151192,-2265,4020997.23
2024-11-15,2412,73150.0,74210.0,73050.0,73860,73740,73610,94382,143787,-7405,3480076.825
2024-11-18,2412,74600.0,74630.0,73290.0,73760,73830,73740,91785,135574,-8213,3388336.55
2024-11-19,2412,73550.0,74490.0,73510.0,74330,74030,73830,61065,127023,-8551,2260522.545
2024-11-20,2412,73950.0,74720.0,73910.0,74550,74400,74030,58519,118831,-8192,2177083.805
2024-11-21,2501,74670.0,74770.0,74310.0,74450,74500,74410,42833,138639,2044,1595681.925
2024-11-22,2501,74110.0,74250.0,73540.0,73760,73920,74500,74480,147722,9083,2752911.34
2024-11-25,2501,73400.0,74400.0,73390.0,74160,73970,73920,81223,147545,-177,3004052.425
2024-11-26,2501,74160.0,74210.0,73520.0,73740,73860,73970,69227,152473,4928,2556809.765
2024-11-27,2501,74020.0,74310.0,73620.0,74130,73950,73860,65568,153788,1315,2424403.255
2024-11-28,2501,74040.0,74080.0,73670.0,73770,73850,73950,68378,158998,5210,2525000.29
2024-11-29,2501,73550.0,74020.0,73510.0,73830,73770,73850,72269,161189,2191,2665985.66
2024-12-02,2501,73720.0,73920.0,73460.0,73720,73710,73770,73251,164177,2988,2699712.9
2024-12-03,2501,73810.0,74340.0,73800.0,74340,74060,73710,79944,164201,24,2960536.56
2024-12-04,2501,74490.0,75150.0,74310.0,74750,74770,74060,94855,161589,-2612,3546358.95
2024-12-05,2501,74490.0,74730.0,74230.0,74530,74500,74770,54168,155824,-5765,2017834.635
2024-12-06,2501,74630.0,74900.0,74280.0,74730,74540,74500,55991,155452,-372,2087012.21
2024-12-09,2501,74850.0,75020.0,74580.0,74740,74790,74540,57710,154305,-1147,2158145.87
2024-12-10,2501,75430.0,75740.0,75040.0,75130,75410,74790,83150,152182,-2123,3135199.015
2024-12-11,2501,75160.0,75860.0,75120.0,75490,75490,75410,67849,151225,-957,2561263.575
2024-12-12,2501,75250.0,75550.0,75240.0,75440,75410,75490,58108,147370,-3855,2191203.55
2024-12-13,2501,74990.0,75050.0,74520.0,74790,74730,75410,81978,143932,-3438,3063208.57
2024-12-16,2501,74680.0,74870.0,74310.0,74390,74470,74730,58844,140223,-3709,2191067.39
2024-12-17,2501,74440.0,74860.0,74280.0,74350,74560,74470,50511,134670,-5553,1883098.145
2024-12-18,2501,74020.0,74230.0,73870.0,73930,74030,74560,55625,130292,-4378,2059138.955
2024-12-19,2501,74250.0,74540.0,73610.0,73850,73980,74030,63451,123385,-6907,2347188.605
2024-12-20,2501,73700.0,73920.0,73560.0,73820,73730,73980,53856,111596,-11789,1985465.465
2024-12-23,2501,73650.0,74320.0,73580.0,74170,74030,73730,50698,103928,-7668,1876757.325
2024-12-24,2501,73980.0,74100.0,73730.0,74040,73930,74030,36829,96274,-7654,1361512.65
2024-12-25,2501,73920.0,74180.0,73920.0,74140,74060,73930,34693,90623,-5651,1284711.715
2024-12-26,2502,74180.0,74300.0,74000.0,74040,74160,74060,31455,142789,3383,1166448.315
2024-12-27,2502,74580.0,74690.0,74070.0,74090,74350,74160,50919,148975,6186,1893092.175
2024-12-30,2502,73930.0,74360.0,73930.0,74270,74170,74350,46017,148358,-617,1706645.76
2024-12-31,2502,73960.0,74010.0,73640.0,73770,73800,74170,60003,153747,5389,2214352.965
2025-01-02,2502,73310.0,73440.0,73030.0,73280,73300,73800,48466,156644,2897,1776482.87
2025-01-03,2502,73130.0,73360.0,72780.0,72920,73020,73300,78919,160879,4235,2881594.96
2025-01-06,2502,73230.0,74130.0,73130.0,73600,73660,73020,75363,151603,-9276,2775875.83
2025-01-07,2502,74530.0,74680.0,74110.0,74470,74420,73660,86622,145731,-5872,3223548.845
2025-01-08,2502,74500.0,74580.0,74260.0,74480,74440,74420,44922,140801,-4930,1672010.95
2025-01-09,2502,74300.0,74980.0,74220.0,74920,74690,74440,55128,141689,888,2058944.81
2025-01-10,2502,75020.0,75370.0,74980.0,75270,75210,74690,54781,134594,-7095,2060304.775
2025-01-13,2502,75160.0,75570.0,74880.0,75550,75310,75210,66098,133972,-622,2489212.385
2025-01-14,2502,75390.0,75490.0,75020.0,75430,75300,75310,45701,129750,-4222,1720736.195
2025-01-15,2503,75500.0,75750.0,75030.0,75250,75380,75420,47252,149896,1929,1780958.52
2025-01-16,2503,75450.0,76320.0,75320.0,76260,75910,75380,87297,166512,16616,3313542.805
2025-01-17,2503,76300.0,76650.0,76070.0,76540,76380,75910,62606,170790,4278,2391054.635
2025-01-20,2503,76340.0,76380.0,75320.0,75400,75670,76380,83330,159849,-10941,3153184.35
2025-01-21,2503,75350.0,75900.0,75150.0,75630,75640,75670,68085,161321,1472,2575171.38
2025-01-22,2503,75380.0,75760.0,75330.0,75520,75550,75640,48932,161921,600,1848457.785
2025-01-23,2503,75580.0,75650.0,74920.0,74960,75200,75550,57058,162408,487,2145400.99
2025-01-24,2503,75200.0,75870.0,75110.0,75870,75440,75200,58597,158934,-3474,2210340.73
2025-01-27,2503,75950.0,76100.0,75200.0,75540,75550,75440,49721,153002,-5932,1878225.0
2025-02-05,2503,75350.0,75530.0,75130.0,75290,75310,75550,38931,155433,2431,1466098.57
2025-02-06,2503,75080.0,76560.0,74840.0,76480,75910,75310,90598,166236,10803,3438995.09
2025-02-07,2503,76250.0,77360.0,76020.0,77250,76730,75910,81782,175031,8795,3137568.985
2025-02-10,2503,77360.0,77950.0,76950.0,77370,77400,76730,105264,183382,8351,4074172.075
2025-02-11,2503,77410.0,77650.0,76920.0,77150,77280,77400,68267,180966,-2416,2638161.84
2025-02-12,2503,76750.0,77060.0,76530.0,77000,76790,77280,68535,181212,246,2631679.755
2025-02-13,2503,77100.0,77730.0,76930.0,77560,77400,76790,74628,182747,1535,2888209.195
2025-02-14,2503,77500.0,78330.0,77120.0,78090,77810,77400,84565,183412,665,3290150.51
2025-02-17,2503,78440.0,78580.0,76880.0,77030,77490,77810,102918,172458,-10954,3987677.77
2025-02-18,2503,76740.0,77030.0,76620.0,76850,76790,77490,67057,161151,-11307,2574925.83
2025-02-19,2503,76720.0,77370.0,76670.0,77080,77000,76790,55466,153266,-7885,2135561.26
2025-02-20,2503,77510.0,77740.0,77100.0,77620,77380,77000,62578,144926,-8340,2421211.36
2025-02-21,2503,77730.0,77750.0,76910.0,77020,77340,77380,61733,133909,-11017,2387499.88
2025-02-24,2503,77290.0,77540.0,77040.0,77140,77250,77340,60456,120466,-13443,2335249.225
2025-02-25,2504,77360.0,77580.0,76920.0,76950,77210,77420,69687,166938,-5223,2690422.46
2025-02-26,2504,77200.0,77590.0,76530.0,77130,77180,77210,102769,168493,1555,3966096.68
2025-02-27,2504,77310.0,77350.0,76840.0,77070,77030,77180,65163,164799,-3694,2509946.465
2025-02-28,2504,77140.0,77330.0,76720.0,76840,77010,77030,69905,163990,-809,2691793.625
2025-03-03,2504,76850.0,77380.0,76630.0,77050,77020,77010,68590,161179,-2811,2641714.82
2025-03-04,2504,77190.0,77430.0,76900.0,76940,77150,77020,58842,161390,211,2269967.235
2025-03-05,2504,76980.0,77550.0,76660.0,77510,77110,77150,91058,167221,5831,3510912.045
2025-03-06,2504,77980.0,78540.0,77640.0,78260,78110,77110,97453,173009,5788,3806330.15
2025-03-07,2504,78500.0,79280.0,78290.0,78320,78700,78110,98590,173475,466,3879723.105
2025-03-10,2504,78440.0,78910.0,78150.0,78270,78440,78700,76513,166564,-6911,3001098.415
2025-03-11,2504,78140.0,78320.0,77240.0,78030,77790,78440,81172,157269,-9295,3157556.775
2025-03-12,2504,78420.0,79470.0,78270.0,79410,78850,77790,88757,168626,11357,3499665.53
2025-03-13,2505,79890.0,79970.0,79340.0,79450,79680,78980,88057,204102,22685,3508206.79
2025-03-14,2505,79480.0,80530.0,79340.0,80500,80020,79680,116997,230088,25986,4681585.01
2025-03-17,2505,80300.0,80570.0,79820.0,80520,80110,80020,86128,233226,3138,3449926.27
2025-03-18,2505,80270.0,80700.0,79970.0,80260,80350,80110,86854,233171,-55,3489453.065
2025-03-19,2505,80560.0,81070.0,80220.0,80890,80650,80350,89493,241712,8541,3609146.94
2025-03-20,2505,81060.0,81720.0,80850.0,81670,81350,80650,108947,251500,9788,4431554.925
2025-03-21,2505,81310.0,81810.0,80530.0,80610,81130,81350,135433,241118,-10382,5494320.26
2025-03-24,2505,80530.0,81950.0,80190.0,81840,80960,81130,135447,250501,9383,5483499.445
2025-03-25,2505,82010.0,82110.0,81420.0,81910,81720,80960,116243,249339,-1162,4750083.575
2025-03-26,2505,81960.0,83320.0,81660.0,82000,82410,81720,205774,247777,-1562,8478938.255
2025-03-27,2505,81670.0,81970.0,81130.0,81560,81570,82410,145937,231989,-15788,5952663.895
2025-03-28,2505,80930.0,81170.0,80370.0,80450,80690,81570,157849,213557,-18432,6369008.54
2025-03-31,2505,80660.0,81190.0,79760.0,79950,80320,80690,154163,203731,-9826,6191704.465
2025-04-01,2505,79860.0,80460.0,79430.0,80430,79900,80320,107658,198319,-5412,4301223.42
2025-04-02,2505,79910.0,80220.0,79580.0,79890,79880,79900,97844,196044,-2275,3908285.79
2025-04-03,2505,79840.0,79950.0,78660.0,78860,79190,79880,114839,187164,-8880,4547446.205
2025-04-07,2505,73640.0,75500.0,73640.0,73640,74320,79190,173467,168034,-19130,6446347.84
2025-04-08,2505,72580.0,74640.0,72580.0,73360,73440,74320,215027,160954,-7080,7896526.475
2025-04-09,2505,73410.0,74010.0,71320.0,72130,72500,73440,197360,155202,-5752,7155177.315
2025-04-10,2505,71790.0,75680.0,71690.0,75300,73910,72500,208660,150227,-4975,7712008.75
2025-04-11,2505,74770.0,75340.0,74160.0,75230,74770,73910,142864,139941,-10286,5341317.46
2025-04-14,2505,75570.0,76420.0,75150.0,76310,75850,74770,115148,136741,-3200,4367242.005
2025-04-15,2506,76350.0,76490.0,75560.0,75870,75960,75760,87809,150069,-2954,3334988.84
2025-04-16,2506,75500.0,76130.0,74900.0,75260,75550,75960,126227,160697,10628,4768382.405
2025-04-17,2506,75450.0,76190.0,75340.0,75780,75840,75550,112214,162109,1412,4255331.585
2025-04-18,2506,75800.0,76280.0,75550.0,76140,75990,75840,92413,163483,1374,3511389.36
2025-04-21,2506,76110.0,77360.0,75820.0,77290,76450,75990,122521,169596,6113,4683465.235
2025-04-22,2506,77400.0,77490.0,76550.0,77120,76950,76450,117256,166073,-3523,4511746.585
2025-04-23,2506,77290.0,78520.0,77150.0,77890,77760,76950,137622,171055,4982,5351369.955
2025-04-24,2506,77960.0,78090.0,77330.0,77410,77660,77760,111572,166136,-4919,4332594.095
2025-04-25,2506,77500.0,77980.0,77270.0,77440,77640,77660,110001,165933,-203,4270762.305
2025-04-28,2506,77510.0,77730.0,77010.0,77580,77370,77640,114074,165067,-866,4413512.555
2025-04-29,2506,77740.0,77760.0,77300.0,77600,77590,77370,79140,164818,-249,3070271.72
2025-04-30,2506,77950.0,77990.0,77180.0,77220,77550,77590,89554,168554,3736,3472786.44
2025-05-06,2506,77160.0,77970.0,77030.0,77600,77670,77550,83514,172625,4071,3243674.28
2025-05-07,2506,77830.0,78560.0,77610.0,77790,78030,77670,132768,179103,6478,5180174.515
2025-05-08,2506,77620.0,77980.0,77280.0,77330,77580,78030,116718,179692,589,4527574.15
2025-05-09,2506,77540.0,78170.0,77370.0,77450,77660,77580,111450,181319,1627,4327968.825
2025-05-12,2506,77950.0,78280.0,77710.0,78260,78030,77660,125097,187730,6411,4880732.24
2025-05-13,2506,78080.0,78190.0,77620.0,78090,77880,78030,90876,181940,-5790,3538766.36
2025-05-14,2506,77930.0,79050.0,77830.0,78940,78500,77880,112380,193911,11971,4411460.755
2025-05-15,2506,78900.0,79090.0,77860.0,77870,78390,78500,110176,186574,-7337,4318731.03
2025-05-16,2506,78160.0,78610.0,78010.0,78140,78310,78390,72311,180490,-6084,2831369.48
2025-05-19,2506,77920.0,78090.0,77540.0,77820,77740,78310,82415,171235,-9255,3203826.36
2025-05-20,2506,77980.0,78180.0,77510.0,77540,77860,77740,66697,166088,-5147,2596611.53
2025-05-21,2506,77880.0,78320.0,77720.0,78100,78090,77860,71129,163320,-2768,2777507.25
2025-05-22,2506,78010.0,78060.0,77730.0,77920,77910,78090,61455,153061,-10259,2394085.46
2025-05-23,2506,77730.0,78040.0,77600.0,77790,77830,77910,64240,152405,-656,2499933.695
2025-05-26,2506,77680.0,78480.0,77680.0,78270,78270,77830,77521,144941,-7464,3033903.215
2025-05-27,2507,77740.0,78340.0,77710.0,77900,77990,77910,76542,161007,10279,2985029.51
2025-05-28,2507,78160.0,78240.0,77820.0,77870,78050,77990,73407,169462,8455,2864783.665
2025-05-29,2507,78010.0,78190.0,77700.0,78130,77990,78050,80153,174757,5295,3125706.88
2025-05-30,2507,78080.0,78100.0,77530.0,77600,77750,77990,87403,172994,-1763,3398226.265
2025-06-03,2507,77920.0,78250.0,77390.0,77650,77790,77750,81917,182260,9266,3186550.715
2025-06-04,2507,77910.0,78400.0,77890.0,78200,78200,77790,111382,195214,12954,4355342.88
2025-06-05,2507,78050.0,78260.0,77960.0,78170,78120,78200,64095,193023,-2191,2503778.95
2025-06-06,2507,78960.0,79180.0,78410.0,78930,78810,78120,128281,204118,11095,5054963.65
2025-06-09,2507,78580.0,78920.0,78480.0,78910,78670,78810,75321,202306,-1812,2962782.01
2025-06-10,2507,78920.0,79470.0,78880.0,78880,79130,78670,86101,208685,6379,3406681.615
2025-06-11,2507,79150.0,79340.0,79030.0,79290,79180,79130,64136,209523,838,2539327.92
2025-06-12,2507,78740.0,78880.0,78510.0,78610,78680,79180,85090,203273,-6250,3347512.675
2025-06-13,2507,78600.0,78760.0,77800.0,78010,78400,78680,98873,193847,-9426,3876096.57
2025-06-16,2507,77910.0,78650.0,77810.0,78550,78300,78400,76515,192243,-1604,2995881.26
2025-06-17,2507,78640.0,78730.0,78420.0,78570,78530,78300,58318,184424,-7819,2289955.035
2025-06-18,2507,78600.0,78870.0,78360.0,78860,78620,78530,58013,184366,-58,2280651.8
2025-06-19,2507,78640.0,78700.0,78230.0,78310,78490,78620,63400,175704,-8662,2488321.53
2025-06-20,2507,78160.0,78480.0,77920.0,77990,78180,78490,65822,166882,-8822,2573279.44
2025-06-23,2507,78480.0,78580.0,78170.0,78290,78330,78180,62987,157429,-9453,2466928.645
2025-06-24,2507,78340.0,78690.0,78200.0,78640,78440,78330,63060,150365,-7064,2473377.455
2025-06-25,2508,78330.0,78750.0,78130.0,78680,78440,78270,70559,172146,19324,2767356.41
2025-06-26,2508,78600.0,78930.0,78510.0,78890,78740,78440,77300,191140,18994,3043657.73
2025-06-27,2508,79360.0,80060.0,79320.0,79920,79740,78740,131756,215705,24565,5253769.995
2025-06-30,2508,79520.0,79990.0,79500.0,79870,79770,79740,100945,212911,-2794,4026648.835
2025-07-01,2508,79630.0,80760.0,79560.0,80640,80020,79770,113449,223983,11072,4539449.775
2025-07-02,2508,80620.0,80930.0,80320.0,80540,80620,80020,101958,223122,-861,4110311.89
2025-07-03,2508,80560.0,80990.0,80530.0,80560,80760,80620,83386,224672,1550,3367175.405
2025-07-04,2508,80460.0,80760.0,79620.0,79730,80170,80760,100562,215738,-8934,4031526.42
2025-07-07,2508,79810.0,79950.0,79120.0,79270,79510,80170,75314,204506,-11232,2994196.22
2025-07-08,2508,79370.0,79690.0,79300.0,79620,79480,79510,61263,207382,2876,2434791.84
2025-07-09,2508,79590.0,80170.0,78270.0,78400,78910,79480,162594,193999,-13383,6415674.95
2025-07-10,2508,78340.0,78680.0,78160.0,78600,78390,78910,99231,181068,-12931,3889713.575
2025-07-11,2508,78700.0,78810.0,78370.0,78430,78530,78390,81666,178682,-2386,3206713.685
2025-07-14,2508,78040.0,78520.0,78010.0,78400,78290,78530,79136,172204,-6478,3098105.02
2025-07-15,2508,77900.0,78160.0,77700.0,78090,77930,78290,81666,169930,-2274,3182324.865
2025-07-16,2508,77960.0,78160.0,77810.0,77980,77960,77930,60926,160457,-9473,2375144.03
2025-07-17,2508,77810.0,78090.0,77760.0,77840,77900,77960,54262,153791,-6666,2113579.005
2025-07-18,2508,77800.0,78590.0,77800.0,78410,78310,77900,63394,145430,-8361,2482435.98
2025-07-21,2509,78560.0,79800.0,78530.0,79770,79260,78330,87500,156946,15177,3467853.89
2025-07-22,2509,79720.0,79880.0,79450.0,79740,79650,79260,73257,166726,9780,2917516.53
2025-07-23,2509,79830.0,80140.0,79510.0,79590,79810,79650,85686,172895,6169,3419443.295
2025-07-24,2509,79880.0,80020.0,79660.0,79890,79840,79810,73919,181496,8601,2951179.86
2025-07-25,2509,79520.0,79550.0,79140.0,79250,79330,79840,88147,180830,-666,3496574.625
2025-07-28,2509,79180.0,79300.0,78730.0,79000,78980,79330,75630,176092,-4738,2986907.895
2025-07-29,2509,79130.0,79250.0,78810.0,78840,78980,78980,65404,173744,-2348,2582813.915
2025-07-30,2509,78910.0,79240.0,78870.0,78930,79070,78980,55888,171689,-2055,2209574.075
2025-07-31,2509,78640.0,78850.0,77950.0,78040,78440,79070,109011,176193,4504,4275627.65
2025-08-01,2509,78180.0,78800.0,77960.0,78400,78270,78440,80943,167671,-8522,3168064.81
2025-08-04,2509,78380.0,78500.0,78030.0,78330,78220,78270,62389,163558,-4113,2440154.87
2025-08-05,2509,78460.0,78590.0,78330.0,78580,78480,78220,42792,159866,-3692,1679301.625
2025-08-06,2509,78170.0,78320.0,78050.0,78280,78160,78480,56389,158574,-1292,2203827.41
2025-08-07,2509,78380.0,78490.0,78230.0,78460,78380,78160,42710,157601,-973,1673919.625
2025-08-08,2509,78420.0,78610.0,78320.0,78490,78440,78380,42906,156892,-709,1682929.315
2025-08-11,2509,78500.0,79170.0,78410.0,79020,78920,78440,70041,160884,3992,2764032.835
2025-08-12,2509,78750.0,79120.0,78750.0,79020,78940,78920,48485,156044,-4840,1913807.43
2025-08-13,2509,79220.0,79510.0,79170.0,79380,79340,78940,52049,158877,2833,2064830.99
2025-08-14,2509,79290.0,79350.0,78880.0,78950,79120,79340,51734,152341,-6536,2046613.75
2025-08-15,2509,78760.0,79210.0,78740.0,79060,78960,79120,50116,152557,216,1978717.825
2025-08-18,2509,79060.0,79290.0,78860.0,78950,79020,78960,44818,147433,-5124,1770952.01
2025-08-19,2509,78840.0,78980.0,78760.0,78890,78880,79020,39153,140367,-7066,1544207.635
2025-08-20,2509,78690.0,78770.0,78500.0,78640,78580,78880,56138,135865,-4502,2205941.31
2025-08-21,2509,78560.0,78800.0,78480.0,78540,78600,78580,43058,128034,-7831,1692390.355
2025-08-22,2509,78680.0,78890.0,78600.0,78690,78710,78600,37910,120902,-7132,1492016.13
2025-08-25,2510,78680.0,79860.0,78670.0,79690,79290,78700,87895,169761,20929,3485011.975
2025-08-26,2510,79600.0,79810.0,79040.0,79190,79460,79290,68825,175488,5727,2734439.85
2025-08-27,2510,79290.0,79580.0,79160.0,79190,79350,79460,57818,174997,-491,2294177.74
2025-08-28,2510,78820.0,79010.0,78650.0,78930,78820,79350,73403,168997,-6000,2893016.58
2025-08-29,2510,78920.0,79630.0,78830.0,79410,79220,78820,71061,173826,4829,2814891.425
2025-09-01,2510,79670.0,79980.0,79460.0,79780,79710,79220,78481,180644,6818,3128173.625
2025-09-02,2510,79640.0,80020.0,79540.0,79660,79780,79710,61677,180065,-579,2460489.11
2025-09-03,2510,79500.0,80700.0,79470.0,80110,80180,79780,98971,192109,12044,3967848.775
