date,delivery_month,open_cny_per_ton,high_cny_per_ton,low_cny_per_ton,close_cny_per_ton,settlement_cny_per_ton,pre_settlement_cny_per_ton,volume_lots,open_interest_lots,open_interest_change,turnover
2018-06-05,1807,52030.0,52300.0,51880.0,52290,52070,51870,171962,177180,11238,
2018-06-06,1807,52370.0,53170.0,52330.0,53090,52780,52070,240740,173498,-3682,
2018-06-07,1808,53490.0,54360.0,53470.0,54160,53940,53000,287162,207070,12686,
2018-06-08,1808,54400.0,54580.0,53690.0,53780,54130,53940,314034,219914,12844,
2018-06-11,1808,54050.0,54480.0,54000.0,54160,54250,54130,272404,224274,4360,
2018-06-12,1808,54000.0,54190.0,53730.0,53970,53970,54250,200354,221862,-2412,
2018-06-13,1808,54010.0,54030.0,53430.0,53530,53710,53970,205028,214972,-6890,
2018-06-14,1808,53690.0,54080.0,53520.0,53630,53800,53710,219358,214938,-34,
2018-06-15,1808,53550.0,53720.0,53230.0,53660,53510,53800,207270,209572,-5366,
2018-06-19,1808,52660.0,52950.0,51590.0,51680,52310,53510,287526,190712,-18860,
2018-06-20,1808,51560.0,52050.0,51490.0,51980,51840,52310,216472,190536,-176,
2018-06-21,1808,51720.0,51980.0,51430.0,51780,51730,51840,202184,190684,148,
2018-06-22,1808,51750.0,51880.0,51570.0,51870,51730,51730,188590,188954,-1730,
2018-06-25,1808,51800.0,52130.0,51650.0,51680,51860,51730,193704,182872,-6082,
2018-06-26,1808,51790.0,51810.0,51330.0,51630,51560,51860,197446,183102,230,
2018-06-27,1808,51600.0,51780.0,51440.0,51480,51590,51560,182396,178962,-4140,
2018-06-28,1808,51450.0,52050.0,51430.0,51640,51770,51590,206312,172620,-6342,
2018-06-29,1808,51350.0,51780.0,51080.0,51660,51430,51770,250034,171598,-1022,
2018-07-02,1808,51490.0,51520.0,50950.0,51210,51340,51430,166102,170186,-1412,
2018-07-03,1808,51370.0,51570.0,51020.0,51430,51330,51340,144068,164914,-5272,
2018-07-04,1808,51230.0,51340.0,50000.0,50100,50770,51330,244920,175948,11034,
2018-07-05,1808,50040.0,50190.0,49180.0,49330,49600,50770,284764,170360,-5588,
2018-07-06,1809,49550.0,49770.0,48640.0,49160,49270,49710,313860,175300,7538,
2018-07-09,1809,49100.0,50080.0,48830.0,49990,49540,49270,285956,182134,6834,
2018-07-10,1809,49700.0,50000.0,49580.0,49760,49800,49540,209834,188898,6764,
2018-07-11,1809,49570.0,49750.0,47520.0,48120,48390,49800,541382,203752,14854,
2018-07-12,1809,48250.0,49170.0,47780.0,49000,48490,48390,450502,207346,3594,
2018-07-13,1809,48770.0,49010.0,48580.0,48720,48820,48490,275076,210156,2810,
2018-07-16,1809,48850.0,49300.0,48720.0,48720,48990,48820,296012,212320,2164,
2018-07-17,1809,48700.0,49160.0,48510.0,48810,48820,48990,295984,214454,2134,
2018-07-18,1809,48660.0,48800.0,48130.0,48260,48490,48820,330832,225282,10828,
2018-07-19,1809,48180.0,49150.0,48170.0,48670,48690,48490,398280,203752,-21530,
2018-07-20,1809,48150.0,48740.0,48010.0,48590,48340,48690,396008,214158,10406,
2018-07-23,1809,48650.0,49170.0,48600.0,49020,48870,48340,358224,212686,-1472,
2018-07-24,1809,49190.0,49500.0,48940.0,49310,49200,48870,280694,206958,-5728,
2018-07-25,1809,49690.0,50270.0,49670.0,49910,50020,49200,380778,199500,-7458,
2018-07-26,1809,49910.0,50290.0,49750.0,50140,50000,50020,281736,196458,-3042,
2018-07-27,1809,49980.0,50240.0,49840.0,50090,50040,50000,234256,194188,-2270,
2018-07-30,1809,50130.0,50400.0,49320.0,49360,49940,50040,296308,184308,-9880,
2018-07-31,1809,49730.0,50010.0,49540.0,49830,49780,49940,230464,172196,-12112,
2018-08-01,1809,49800.0,50200.0,49590.0,49820,49930,49780,242416,165578,-6618,
2018-08-02,1809,49390.0,49530.0,48740.0,49340,49210,49930,253890,163048,-2530,
2018-08-03,1809,49290.0,49370.0,49050.0,49230,49210,49210,158676,161328,-1720,
2018-08-06,1809,49450.0,49820.0,49100.0,49300,49380,49210,208600,158640,-2688,
2018-08-07,1810,49140.0,49670.0,49020.0,49550,49380,49430,184942,157422,7148,
2018-08-08,1810,49490.0,49760.0,49430.0,49530,49580,49380,172390,167246,9824,
2018-08-09,1810,49440.0,50090.0,49370.0,49950,49710,49580,267388,183282,16036,
2018-08-10,1810,50020.0,50170.0,49460.0,49600,49830,49710,238180,181576,-1706,
2018-08-13,1810,49640.0,49860.0,49530.0,49730,49680,49830,180398,186286,4710,
2018-08-14,1810,49820.0,49980.0,49370.0,49520,49670,49680,237192,182444,-3842,
2018-08-15,1810,49450.0,49560.0,48240.0,48550,48840,49670,365084,198238,15794,
2018-08-16,1810,48240.0,48350.0,47210.0,47580,47710,48840,474398,211834,13596,
2018-08-17,1810,47700.0,48150.0,47490.0,47700,47850,47710,336290,212302,468,
2018-08-20,1810,47810.0,48380.0,47770.0,48250,48080,47850,260152,196788,-15514,
2018-08-21,1810,48290.0,48740.0,48270.0,48700,48460,48080,207460,188020,-8768,
2018-08-22,1810,48710.0,48920.0,48120.0,48290,48570,48460,199122,181128,-6892,
2018-08-23,1810,48450.0,48550.0,47960.0,47990,48260,48570,208790,181142,14,
2018-08-24,1810,48120.0,48760.0,48060.0,48510,48440,48260,216926,176128,-5014,
2018-08-27,1810,48560.0,48880.0,48540.0,48790,48750,48440,186508,171670,-4458,
2018-08-28,1810,48850.0,48920.0,48410.0,48650,48630,48750,178046,167228,-4442,
2018-08-29,1810,48850.0,49120.0,48750.0,48830,48950,48630,195804,163434,-3794,
2018-08-30,1810,48860.0,48920.0,48570.0,48800,48740,48950,152284,161908,-1526,
2018-08-31,1810,48770.0,48860.0,48310.0,48580,48580,48740,228032,159152,-2756,
2018-09-03,1810,48530.0,48620.0,47880.0,48170,48190,48580,222402,158974,-178,
2018-09-04,1810,48190.0,48220.0,47720.0,47780,47980,48190,134980,164664,5690,
2018-09-05,1810,47480.0,47520.0,47040.0,47510,47270,47980,201768,171582,6918,
2018-09-06,1810,47480.0,47760.0,47430.0,47560,47600,47270,132318,168522,-3060,
2018-09-07,1811,47720.0,47960.0,47400.0,47560,47680,47500,139198,198092,3744,
2018-09-10,1811,47700.0,47900.0,47430.0,47460,47660,47680,178970,199828,1736,
2018-09-11,1811,47660.0,47940.0,47570.0,47910,47750,47660,163546,199998,170,
2018-09-12,1811,47310.0,47870.0,47200.0,47730,47560,47750,214224,204256,4258,
2018-09-13,1811,47810.0,48660.0,47680.0,48620,48240,47560,280520,197002,-7254,
2018-09-14,1811,48660.0,48830.0,48420.0,48420,48600,48240,201026,189986,-7016,
2018-09-17,1811,48360.0,48530.0,47820.0,47930,48140,48600,222616,193732,3746,
2018-09-18,1811,48010.0,48790.0,47980.0,48680,48400,48140,276876,207594,13862,
2018-09-19,1811,49290.0,49730.0,49210.0,49640,49480,48400,301162,199090,-8504,
2018-09-20,1811,49500.0,49600.0,49230.0,49340,49440,49480,189550,199366,276,
2018-09-21,1811,49330.0,50020.0,49110.0,49740,49600,49440,254236,205456,6090,
2018-09-25,1811,50400.0,50460.0,50010.0,50360,50180,49600,165238,201426,-4030,
2018-09-26,1811,50710.0,50820.0,50390.0,50530,50580,50180,234234,196772,-4654,
2018-09-27,1811,50580.0,50680.0,50070.0,50130,50390,50580,189856,182654,-14118,
2018-09-28,1811,50040.0,50240.0,49710.0,50170,49970,50390,196936,170146,-12508,
2018-10-08,1811,50120.0,50250.0,49820.0,50010,50020,49970,87740,172576,2430,
2018-10-09,1811,50050.0,50500.0,50010.0,50500,50300,50020,166260,175162,2586,
2018-10-10,1811,50270.0,51140.0,50160.0,50770,50700,50300,212766,180836,5674,
2018-10-11,1811,50730.0,50930.0,49760.0,49980,50210,50700,226062,175978,-4858,
2018-10-12,1811,50230.0,50850.0,50080.0,50800,50490,50210,196994,182814,6836,
2018-10-15,1811,50740.0,51090.0,50450.0,50570,50780,50490,152142,178316,-4498,
2018-10-16,1811,50780.0,50960.0,50130.0,50190,50510,50780,149838,168606,-9710,
2018-10-17,1812,50210.0,50250.0,49840.0,50160,50080,50400,133192,143552,150,
2018-10-18,1812,50270.0,50440.0,49870.0,49980,50150,50080,184436,146562,3010,
2018-10-19,1812,49890.0,50210.0,49720.0,50160,49970,50150,182122,147862,1300,
2018-10-22,1812,50420.0,50580.0,50180.0,50510,50370,49970,178626,158946,11084,
2018-10-23,1812,50730.0,50760.0,50000.0,50060,50330,50370,153150,160004,1058,
2018-10-24,1812,49860.0,50400.0,49820.0,50330,50120,50330,191940,165736,5732,
2018-10-25,1812,50140.0,50270.0,49360.0,49760,49770,50120,246018,162382,-3354,
2018-10-26,1812,50030.0,50390.0,49710.0,49750,50040,49770,182982,160114,-2268,
2018-10-29,1812,49770.0,50210.0,49610.0,49770,49900,50040,198698,162850,2736,
2018-10-30,1812,50080.0,50170.0,49620.0,49700,49840,49900,177650,164092,1242,
2018-10-31,1812,49400.0,49440.0,48950.0,49060,49160,49840,219696,163934,-158,
2018-11-01,1812,49050.0,49290.0,48510.0,48730,48860,49160,172014,155050,-8884,
2018-11-02,1812,48840.0,50020.0,48770.0,49890,49360,48860,244722,155168,118,
2018-11-05,1812,49970.0,50390.0,49790.0,49870,50070,49360,199656,158274,3106,
2018-11-06,1901,49710.0,49900.0,49480.0,49660,49660,50000,144330,175406,5086,
2018-11-07,1901,49660.0,49890.0,49210.0,49470,49500,49660,187242,181924,6518,
2018-11-08,1901,49630.0,49690.0,49310.0,49370,49450,49500,159576,182450,526,
2018-11-09,1901,49220.0,49560.0,49070.0,49180,49280,49450,170890,189842,7392,
2018-11-12,1901,49070.0,49160.0,48770.0,48920,49000,49280,221910,197952,8110,
2018-11-13,1901,48930.0,49130.0,48670.0,49100,48900,49000,195234,197062,-890,
2018-11-14,1901,49090.0,49350.0,48720.0,48820,48980,48900,223268,199918,2856,
2018-11-15,1901,48970.0,49580.0,48920.0,49520,49190,48980,238130,193510,-6408,
2018-11-16,1901,49560.0,49770.0,49410.0,49580,49580,49190,198160,189794,-3716,
2018-11-19,1901,49470.0,49920.0,49400.0,49780,49660,49580,200744,186514,-3280,
2018-11-20,1901,49850.0,50030.0,49540.0,49580,49800,49660,200582,185346,-1168,
2018-11-21,1901,49750.0,50000.0,48740.0,49410,49390,49800,346060,186594,1248,
2018-11-22,1901,49600.0,49710.0,49260.0,49570,49500,49390,180800,181814,-4780,
2018-11-23,1901,49550.0,49830.0,49330.0,49400,49590,49500,174734,180168,-1646,
2018-11-26,1901,49300.0,49450.0,49050.0,49300,49270,49590,247316,177950,-2218,
2018-11-27,1901,49420.0,49440.0,48650.0,48880,49070,49270,318768,169944,-8006,
2018-11-28,1901,48900.0,49300.0,48620.0,49280,48960,49070,241950,159892,-10052,
2018-11-29,1901,49250.0,49820.0,49110.0,49560,49500,48960,202904,151244,-8648,
2018-11-30,1901,49590.0,49720.0,49450.0,49720,49590,49500,162606,141134,-10110,
2018-12-03,1901,49610.0,50790.0,49380.0,50250,50020,49590,218250,134430,-6704,
2018-12-04,1902,50180.0,50370.0,49600.0,49660,49950,49990,157134,175974,-1196,
2018-12-05,1902,49640.0,49730.0,49100.0,49350,49420,49950,197696,172174,-3800,
2018-12-06,1902,49260.0,49370.0,48960.0,48980,49150,49420,167154,177826,5652,
2018-12-07,1902,48760.0,49300.0,48720.0,49180,49000,49150,195508,173268,-4558,
2018-12-10,1902,49230.0,49260.0,48870.0,48930,49060,49000,149254,180656,7388,
2018-12-11,1902,48930.0,49180.0,48800.0,49090,49010,49060,172762,180618,-38,
2018-12-12,1902,49150.0,49450.0,49050.0,49080,49240,49010,168062,178712,-1906,
2018-12-13,1902,49040.0,49400.0,49010.0,49340,49190,49240,156686,179344,632,
2018-12-14,1902,49310.0,49440.0,48870.0,48890,49150,49190,186434,185996,6652,
2018-12-17,1902,48800.0,49300.0,48740.0,49230,49100,49150,155804,174684,-11312,
2018-12-18,1902,49040.0,49180.0,48860.0,48930,49000,49100,176828,179086,4402,
2018-12-19,1902,48730.0,48800.0,48010.0,48090,48400,49000,311126,206050,26964,
2018-12-20,1902,48130.0,48470.0,47760.0,48220,48180,48400,267864,199886,-6164,
2018-12-21,1902,48360.0,48600.0,48200.0,48410,48350,48180,170110,190934,-8952,
2018-12-24,1902,48300.0,48510.0,48030.0,48100,48220,48350,188998,192340,1406,
2018-12-25,1902,48010.0,48190.0,47470.0,48010,47910,48220,248624,183828,-8512,
2018-12-26,1902,48000.0,48090.0,47820.0,48040,47970,47910,119494,174102,-9726,
2018-12-27,1902,48400.0,48640.0,48160.0,48280,48400,47970,189466,160842,-13260,
2018-12-28,1902,48200.0,48390.0,47970.0,48340,48170,48400,191960,150454,-10388,
2019-01-02,1902,47980.0,48170.0,47670.0,47680,47900,48170,112020,142204,-8250,
2019-01-03,1903,47180.0,47460.0,46960.0,47310,47210,47860,225040,183262,16024,
2019-01-04,1903,47200.0,47370.0,46210.0,47140,46760,47210,348086,201274,18012,
2019-01-07,1903,47140.0,47680.0,46810.0,47430,47290,46760,301244,195338,-5936,
2019-01-08,1903,47380.0,47510.0,47230.0,47340,47360,47290,167112,190932,-4406,
2019-01-09,1903,47420.0,47820.0,47260.0,47680,47540,47360,233952,182080,-8852,
2019-01-10,1903,47730.0,47740.0,47380.0,47510,47540,47540,185460,182636,556,
2019-01-11,1903,47340.0,47350.0,46970.0,47320,47180,47540,224400,193152,10516,
2019-01-14,1903,47150.0,47270.0,46730.0,46890,47030,47180,233818,211898,18746,
2019-01-15,1903,46830.0,47080.0,46690.0,47000,46880,47030,172170,207730,-4168,
2019-01-16,1903,46920.0,47430.0,46890.0,47380,47160,46880,225524,208056,326,
2019-01-17,1903,47340.0,47490.0,47220.0,47380,47360,47160,158182,204508,-3548,
2019-01-18,1903,47350.0,47930.0,47230.0,47860,47630,47360,213558,198828,-5680,
2019-01-21,1903,47930.0,48300.0,47690.0,47800,47950,47630,223964,194574,-4254,
2019-01-22,1903,47660.0,47850.0,47500.0,47530,47650,47950,129522,191478,-3096,
2019-01-23,1903,47610.0,47690.0,47320.0,47540,47500,47650,118250,192730,1252,
2019-01-24,1903,47430.0,47610.0,47260.0,47320,47390,47500,133490,191876,-854,
2019-01-25,1903,47260.0,47490.0,47090.0,47380,47300,47390,146234,190720,-1156,
2019-01-28,1903,47210.0,47950.0,47140.0,47540,47620,47300,215208,180062,-10658,
2019-01-29,1903,47620.0,47670.0,47350.0,47580,47510,47620,121536,177368,-2694,
2019-01-30,1903,47610.0,47920.0,47600.0,47700,47750,47510,135976,178878,1510,
2019-01-31,1903,47830.0,48220.0,47770.0,48090,48040,47750,164962,172048,-6830,
2019-02-01,1903,48210.0,48360.0,47970.0,48270,48170,48040,113982,166284,-5764,
2019-02-11,1903,48600.0,48600.0,48170.0,48190,48360,48170,91592,167466,1182,
2019-02-12,1903,48310.0,48450.0,48060.0,48110,48290,48360,106656,166960,-506,
2019-02-13,1904,48150.0,48320.0,47960.0,48280,48160,48420,97550,166362,7986,
2019-02-14,1904,48190.0,48550.0,48150.0,48490,48330,48160,107088,179308,12946,
2019-02-15,1904,48640.0,48650.0,48150.0,48200,48350,48330,130306,184008,4700,
2019-02-18,1904,48500.0,49260.0,48440.0,49230,48810,48350,221478,222040,38032,
2019-02-19,1904,49290.0,49480.0,49160.0,49360,49330,48810,170316,232708,10668,
2019-02-20,1904,49280.0,49790.0,49230.0,49710,49590,49330,196492,240388,7680,
2019-02-21,1904,49690.0,50040.0,49530.0,49670,49780,49590,220484,248714,8326,
2019-02-22,1904,49750.0,49920.0,49550.0,49920,49710,49780,169764,250936,2222,
2019-02-25,1904,50310.0,50620.0,50100.0,50520,50300,49710,275480,257880,6944,
2019-02-26,1904,50370.0,50410.0,49970.0,50190,50150,50300,229798,251196,-6684,
2019-02-27,1904,50160.0,50280.0,49970.0,50080,50130,50150,182712,241558,-9638,
2019-02-28,1904,50220.0,50440.0,50110.0,50160,50260,50130,172546,232392,-9166,
2019-03-01,1904,50260.0,50560.0,50100.0,50500,50270,50260,163088,224932,-7460,
2019-03-04,1904,50530.0,50810.0,49980.0,50010,50340,50270,196842,217350,-7582,
2019-03-05,1905,49650.0,49710.0,49360.0,49500,49550,50300,271172,223868,14476,
2019-03-06,1905,49620.0,49670.0,49340.0,49400,49460,49550,132836,235600,11732,
2019-03-07,1905,49450.0,49650.0,49110.0,49210,49390,49460,174430,228928,-6672,
2019-03-08,1905,49220.0,49300.0,48990.0,49040,49150,49390,152736,231054,2126,
2019-03-11,1905,48820.0,49220.0,48810.0,49190,49030,49150,140418,234632,3578,
2019-03-12,1905,49170.0,49490.0,49010.0,49450,49260,49030,155542,242998,8366,
2019-03-13,1905,49630.0,49720.0,49220.0,49340,49420,49260,165036,234442,-8556,
2019-03-14,1905,49440.0,49440.0,49060.0,49110,49260,49420,149960,238354,3912,
2019-03-15,1905,48870.0,49410.0,48670.0,49320,48960,49260,326806,235392,-2962,
2019-03-18,1905,49120.0,49460.0,48950.0,49350,49180,48960,190904,227840,-7552,
2019-03-19,1905,49390.0,49430.0,49130.0,49330,49250,49180,132344,229810,1970,
2019-03-20,1905,49390.0,49500.0,49160.0,49190,49290,49250,111362,229844,34,
2019-03-21,1905,49190.0,49480.0,49120.0,49420,49320,49290,141296,237030,7186,
2019-03-22,1905,49270.0,49310.0,48920.0,48940,49080,49320,163772,231162,-5868,
2019-03-25,1905,48580.0,48740.0,48100.0,48120,48410,49080,229440,230270,-892,
2019-03-26,1905,48210.0,48380.0,48140.0,48230,48260,48410,133948,220808,-9462,
2019-03-27,1905,48270.0,48520.0,48230.0,48390,48380,48260,135012,211444,-9364,
2019-03-28,1905,48430.0,48480.0,48140.0,48360,48350,48380,127904,210982,-462,
2019-03-29,1905,48540.0,48910.0,48420.0,48800,48640,48350,154770,206552,-4430,
2019-04-01,1905,49200.0,49480.0,49100.0,49460,49290,48640,166218,188712,-17840,
2019-04-02,1905,49420.0,49460.0,49040.0,49270,49260,49290,119910,178728,-9984,
2019-04-03,1905,49150.0,49540.0,49000.0,49510,49230,49260,124934,180792,2064,
2019-04-04,1905,49360.0,49660.0,49250.0,49520,49480,49230,125892,182670,1878,
2019-04-08,1906,49240.0,49470.0,49210.0,49310,49350,49560,85490,156336,412,
2019-04-09,1906,49470.0,49990.0,49380.0,49880,49620,49350,173234,181694,25358,
2019-04-10,1906,49860.0,49990.0,49500.0,49570,49660,49620,161230,181458,-236,
2019-04-11,1906,49380.0,49530.0,49190.0,49270,49380,49660,141244,186588,5130,
2019-04-12,1906,49230.0,49380.0,48990.0,49280,49210,49380,145190,185604,-984,
2019-04-15,1906,49720.0,49750.0,49400.0,49400,49540,49210,142518,182346,-3258,
2019-04-16,1906,49400.0,49660.0,49220.0,49480,49420,49540,136854,184444,2098,
2019-04-17,1906,49480.0,49710.0,49390.0,49510,49540,49420,163344,191592,7148,
2019-04-18,1906,49840.0,50080.0,49470.0,49500,49740,49540,256234,190496,-1096,
2019-04-19,1906,49290.0,49550.0,49230.0,49530,49390,49740,100934,188138,-2358,
2019-04-22,1906,49540.0,49590.0,49110.0,49250,49380,49390,123388,188474,336,
2019-04-23,1906,49070.0,49280.0,49050.0,49160,49150,49380,119046,187480,-994,
2019-04-24,1906,49050.0,49130.0,48830.0,48960,48980,49150,149314,190466,2986,
2019-04-25,1906,49100.0,49360.0,49080.0,49180,49200,48980,145222,188890,-1576,
2019-04-26,1906,48960.0,48980.0,48720.0,48970,48860,49200,146458,183910,-4980,
2019-04-29,1906,48950.0,49020.0,48790.0,48850,48880,48860,100624,187340,3430,
2019-04-30,1906,48810.0,49070.0,48770.0,48930,48920,48880,115752,178288,-9052,
2019-05-06,1907,47690.0,48130.0,47420.0,47990,47830,48950,130924,159314,21022,
2019-05-07,1907,48070.0,48430.0,47960.0,48280,48280,47830,112210,156400,-2914,
2019-05-08,1907,47890.0,48050.0,47770.0,47840,47910,48280,128518,166930,10530,
2019-05-09,1907,47620.0,47790.0,47540.0,47560,47630,47910,154188,182688,15758,
2019-05-10,1907,47540.0,48060.0,47370.0,47760,47760,47630,194156,191556,8868,
2019-05-13,1907,47760.0,47950.0,47600.0,47660,47720,47760,124112,191766,210,
2019-05-14,1907,47550.0,47640.0,47350.0,47490,47510,47720,156302,198132,6366,
2019-05-15,1907,47490.0,47820.0,47390.0,47730,47600,47510,159226,215614,17482,
2019-05-16,1907,47550.0,47920.0,47550.0,47790,47750,47600,126132,214246,-1368,
2019-05-17,1907,48100.0,48150.0,47500.0,47630,47880,47750,157594,210038,-4208,
2019-05-20,1907,47710.0,47880.0,47600.0,47620,47740,47880,117452,208752,-1286,
2019-05-21,1907,47580.0,47820.0,47550.0,47700,47710,47740,122918,213022,4270,
2019-05-22,1907,47590.0,47670.0,47100.0,47160,47400,47710,224660,224124,11102,
2019-05-23,1907,47000.0,47090.0,46550.0,46680,46800,47400,173938,236656,12532,
2019-05-24,1907,46620.0,47210.0,46530.0,47170,46900,46800,164438,234148,-2508,
2019-05-27,1907,47080.0,47330.0,47030.0,47280,47150,46900,133378,232158,-1990,
2019-05-28,1907,47210.0,47340.0,47100.0,47130,47230,47150,83480,228318,-3840,
2019-05-29,1907,47160.0,47230.0,46780.0,46810,46990,47230,112976,226488,-1830,
2019-05-30,1907,46670.0,46800.0,46440.0,46550,46620,46990,159450,239870,13382,
2019-05-31,1907,46370.0,46520.0,46120.0,46180,46360,46620,183872,236888,-2982,
2019-06-03,1907,46150.0,46390.0,46060.0,46130,46180,46360,117262,224764,-12124,
2019-06-04,1907,46300.0,46420.0,46190.0,46270,46290,46180,83460,218826,-5938,
2019-06-05,1908,46250.0,46660.0,46220.0,46550,46480,46330,93144,189080,4408,
2019-06-06,1908,46380.0,46390.0,45860.0,46020,46080,46480,147732,200218,11138,
2019-06-10,1908,46110.0,46390.0,46050.0,46260,46230,46080,73470,207944,7726,
2019-06-11,1908,46230.0,46940.0,46230.0,46900,46660,46230,163332,222788,14844,
2019-06-12,1908,47020.0,47050.0,46420.0,46480,46700,46660,154314,232238,9450,
2019-06-13,1908,46430.0,46620.0,46200.0,46270,46380,46700,140080,245120,12882,
2019-06-14,1908,46270.0,46630.0,46240.0,46340,46460,46380,130014,240504,-4616,
2019-06-17,1908,46310.0,46350.0,46040.0,46150,46160,46460,122456,249026,8522,
2019-06-18,1908,46050.0,46440.0,45990.0,46330,46280,46160,120452,249106,80,
2019-06-19,1908,46640.0,47040.0,46520.0,46840,46830,46280,240284,243916,-5190,
2019-06-20,1908,46780.0,46990.0,46660.0,46930,46840,46830,136528,244852,936,
2019-06-21,1908,46980.0,47170.0,46700.0,46850,46890,46840,165026,245690,838,
2019-06-24,1908,46720.0,47020.0,46660.0,46750,46830,46890,138246,245078,-612,
2019-06-25,1908,46820.0,47130.0,46730.0,47090,46910,46830,151490,245042,-36,
2019-06-26,1908,47150.0,47530.0,47150.0,47210,47320,46910,190358,241890,-3152,
2019-06-27,1908,47170.0,47260.0,46850.0,47090,47100,47320,136614,229534,-12356,
2019-06-28,1908,46920.0,47210.0,46840.0,47010,47000,47100,157210,222140,-7394,
2019-07-01,1908,46970.0,47450.0,46960.0,47360,47260,47000,124124,219918,-2222,
2019-07-02,1908,47110.0,47120.0,46540.0,46610,46730,47260,157822,218618,-1300,
2019-07-03,1908,46520.0,46520.0,46220.0,46250,46330,46730,117758,217632,-986,
2019-07-04,1908,46390.0,46620.0,46320.0,46350,46450,46330,95224,209324,-8308,
2019-07-05,1908,46400.0,46520.0,46220.0,46280,46380,46450,70522,210286,962,
2019-07-08,1909,46270.0,46520.0,46170.0,46390,46390,46420,96240,221000,4120,
2019-07-09,1909,46560.0,46570.0,46110.0,46190,46290,46390,133840,229856,8856,
2019-07-10,1909,46000.0,46160.0,45640.0,46080,45900,46290,220588,247738,17882,
2019-07-11,1909,46510.0,46690.0,46420.0,46590,46540,45900,171810,234434,-13304,
2019-07-12,1909,46620.0,46790.0,46500.0,46670,46660,46540,115792,235920,1486,
2019-07-15,1909,46540.0,47020.0,46530.0,46910,46780,46660,153976,250068,14148,
2019-07-16,1909,47020.0,47100.0,46790.0,46910,46950,46780,121524,244872,-5196,
2019-07-17,1909,46960.0,47280.0,46760.0,46860,46990,46950,174862,245778,906,
2019-07-18,1909,46760.0,46960.0,46620.0,46780,46790,46990,140190,243382,-2396,
2019-07-19,1909,46860.0,48040.0,46800.0,47970,47510,46790,375166,298182,54800,
2019-07-22,1909,48330.0,48390.0,47360.0,47410,47800,47510,321630,256854,-41328,
2019-07-23,1909,47350.0,47510.0,47220.0,47300,47340,47800,133428,254056,-2798,
2019-07-24,1909,47190.0,47200.0,46750.0,47090,46990,47340,163518,250514,-3542,
2019-07-25,1909,47090.0,47160.0,46960.0,47020,47060,46990,98330,245950,-4564,
2019-07-26,1909,47200.0,47220.0,46910.0,47050,47060,47060,107252,242812,-3138,
2019-07-29,1909,46950.0,46980.0,46780.0,46900,46890,47060,119400,239976,-2836,
2019-07-30,1909,47030.0,47370.0,47000.0,47240,47220,46890,136426,231052,-8924,
2019-07-31,1909,46960.0,46980.0,46710.0,46720,46850,47220,137616,229580,-1472,
2019-08-01,1909,46720.0,46850.0,46520.0,46620,46660,46850,99920,222802,-6778,
2019-08-02,1909,46680.0,46740.0,46210.0,46440,46440,46660,132772,217660,-5142,
2019-08-05,1909,46080.0,46200.0,45760.0,46060,45950,46440,208996,224880,7220,
2019-08-06,1910,46040.0,46380.0,45940.0,46190,46130,46000,130116,219268,6136,
2019-08-07,1910,46080.0,46320.0,45940.0,45960,46090,46130,120076,226718,7450,
2019-08-08,1910,46030.0,46720.0,45970.0,46510,46370,46090,218684,228864,2146,
2019-08-09,1910,46670.0,46830.0,46460.0,46680,46640,46370,144142,223756,-5108,
2019-08-12,1910,46830.0,46940.0,46540.0,46750,46700,46640,151240,226266,2510,
2019-08-13,1910,46700.0,46730.0,46530.0,46560,46610,46700,95910,228412,2146,
2019-08-14,1910,46530.0,46960.0,46480.0,46580,46750,46610,203334,237278,8866,
2019-08-15,1910,46400.0,46520.0,46320.0,46440,46420,46750,126988,239928,2650,
2019-08-16,1910,46420.0,46550.0,46320.0,46550,46430,46420,101474,240352,424,
2019-08-19,1910,46390.0,46660.0,46340.0,46610,46470,46430,109274,244508,4156,
2019-08-20,1910,46750.0,46780.0,46530.0,46620,46640,46470,92614,237416,-7092,
2019-08-21,1910,46490.0,46580.0,46260.0,46430,46390,46640,132222,238622,1206,
2019-08-22,1910,46390.0,46520.0,46230.0,46310,46370,46390,103506,244300,5678,
2019-08-23,1910,46410.0,46470.0,46160.0,46400,46310,46370,118304,241618,-2682,
2019-08-26,1910,46150.0,46330.0,45830.0,46020,46080,46310,186190,254512,12894,
2019-08-27,1910,46260.0,46520.0,46180.0,46380,46340,46080,142254,235554,-18958,
2019-08-28,1910,46660.0,46700.0,46480.0,46560,46580,46340,112506,226328,-9226,
2019-08-29,1910,46500.0,46710.0,46480.0,46550,46580,46580,97492,216476,-9852,
2019-08-30,1910,46680.0,46870.0,46630.0,46690,46740,46580,126328,208136,-8340,
2019-09-02,1910,46710.0,46920.0,46510.0,46640,46680,46740,123850,203240,-4896,
2019-09-03,1910,46500.0,46500.0,46310.0,46370,46420,46680,87998,207882,4642,
2019-09-04,1910,45940.0,46620.0,45730.0,46620,46170,46420,161926,213358,5476,
2019-09-05,1910,46730.0,47280.0,46660.0,46970,46950,46170,192548,200536,-12822,
2019-09-06,1911,47520.0,47780.0,47330.0,47450,47540,46990,172470,203696,-7488,
2019-09-09,1911,47420.0,47560.0,47290.0,47420,47400,47540,127682,209738,6042,
2019-09-10,1911,47290.0,47500.0,47240.0,47430,47390,47400,103648,212954,3216,
2019-09-11,1911,47100.0,47410.0,47060.0,47290,47230,47390,128232,216244,3290,
