"Date","Price","Open","High","Low","Vol.","Change %"
"10/04/2023","5,699.33","5,699.33","5,726.30","5,669.36","","0.24%"
"10/03/2023","5,685.84","5,685.84","5,756.85","5,685.84","","-1.21%"
"10/02/2023","5,755.64","5,755.64","5,853.19","5,748.11","","-1.33%"
"09/29/2023","5,833.36","5,833.36","5,868.68","5,818.99","","0.15%"
"09/28/2023","5,824.68","5,824.68","5,836.86","5,762.60","","1.08%"
"09/27/2023","5,762.70","5,762.70","5,786.64","5,734.70","","0.00%"
"09/26/2023","5,762.58","5,762.58","5,807.23","5,758.43","","-0.40%"
"09/25/2023","5,785.84","5,785.84","5,850.72","5,775.40","","-0.79%"
"09/22/2023","5,831.95","5,831.95","5,887.46","5,823.68","","-0.44%"
"09/21/2023","5,857.72","5,857.72","5,935.57","5,857.19","","-1.27%"
"09/20/2023","5,932.83","5,932.83","6,002.67","5,932.83","","-1.16%"
"09/15/2023","6,002.67","6,002.67","6,058.88","6,002.07","","0.01%"
"09/14/2023","6,002.07","6,002.07","6,002.07","5,915.52","","1.46%"
"09/13/2023","5,915.52","5,915.52","5,948.84","5,881.06","","0.49%"
"09/12/2023","5,886.42","5,886.42","5,908.47","5,879.15","","0.12%"
"09/11/2023","5,879.15","5,879.15","5,893.53","5,867.00","","0.18%"
"09/08/2023","5,868.85","5,868.85","5,903.12","5,868.47","","-0.28%"
"09/07/2023","5,885.52","5,885.52","5,930.91","5,871.45","","-0.34%"
"09/06/2023","5,905.74","5,905.74","5,936.69","5,899.31","","-0.37%"
"09/05/2023","5,927.93","5,927.93","6,001.45","5,924.51","","-1.04%"
"09/04/2023","5,990.24","5,990.24","6,020.26","5,976.35","","-0.10%"
"09/01/2023","5,996.36","5,996.36","6,057.13","5,985.83","","-0.21%"
"08/31/2023","6,009.28","6,009.28","6,049.00","6,009.28","","-0.31%"
"08/30/2023","6,028.19","6,028.19","6,061.32","6,028.19","","-0.52%"
"08/29/2023","6,059.65","6,059.65","6,059.65","6,016.68","","0.49%"
"08/28/2023","6,030.15","6,030.15","6,081.31","6,025.25","","-0.27%"
"08/25/2023","6,046.62","6,046.62","6,068.48","6,030.83","","-0.35%"
"08/24/2023","6,067.74","6,067.74","6,207.50","6,066.71","","-1.97%"
"08/23/2023","6,189.92","6,189.92","6,232.21","6,146.14","","0.51%"
"08/22/2023","6,158.74","6,158.74","6,165.66","6,119.96","","0.59%"
"08/21/2023","6,122.92","6,122.92","6,165.83","6,095.61","","-0.17%"
"08/18/2023","6,133.26","6,133.26","6,133.36","6,042.16","","0.03%"
"08/17/2023","6,131.50","6,131.50","6,213.18","6,130.53","","-1.31%"
"08/16/2023","6,213.18","6,213.18","6,216.27","6,162.69","","-0.05%"
"08/14/2023","6,216.27","6,216.27","6,257.44","6,201.44","","-0.66%"
"08/11/2023","6,257.44","6,257.44","6,290.34","6,249.47","","-0.52%"
"08/10/2023","6,290.34","6,290.34","6,354.73","6,279.73","","-0.80%"
"08/09/2023","6,341.36","6,341.36","6,342.02","6,241.32","","1.60%"
"08/08/2023","6,241.32","6,241.32","6,318.35","6,240.43","","-1.22%"
"08/07/2023","6,318.35","6,318.35","6,318.78","6,275.52","","0.41%"
"08/04/2023","6,292.64","6,292.64","6,339.93","6,272.29","","0.32%"
"08/03/2023","6,272.29","6,272.29","6,359.51","6,272.29","","-0.94%"
"08/02/2023","6,332.10","6,332.10","6,432.76","6,318.27","","-1.56%"
"08/01/2023","6,432.76","6,432.76","6,432.76","6,387.26","","0.60%"
"07/31/2023","6,394.40","6,394.40","6,430.87","6,339.04","","0.87%"
"07/28/2023","6,339.04","6,339.04","6,371.99","6,316.10","","0.32%"
"07/27/2023","6,318.63","6,318.63","6,389.18","6,316.48","","-0.95%"
"07/26/2023","6,379.42","6,379.42","6,411.43","6,369.73","","-0.50%"
"07/25/2023","6,411.43","6,411.43","6,447.36","6,351.09","","0.95%"
"07/24/2023","6,351.09","6,351.09","6,374.83","6,267.07","","0.80%"
"07/21/2023","6,300.91","6,300.91","6,322.92","6,282.79","","-0.35%"
"07/20/2023","6,322.92","6,322.92","6,324.43","6,251.88","","0.04%"
"07/19/2023","6,320.48","6,320.48","6,320.61","6,244.26","","0.54%"
"07/18/2023","6,286.50","6,286.50","6,286.50","6,178.46","","1.44%"
"07/17/2023","6,197.19","6,197.19","6,197.83","6,105.49","","1.08%"
"07/14/2023","6,130.68","6,130.68","6,130.68","6,059.18","","1.13%"
"07/13/2023","6,061.93","6,061.93","6,112.80","6,058.33","","-0.27%"
"07/12/2023","6,078.57","6,078.57","6,078.57","5,995.47","","1.39%"
"07/11/2023","5,995.47","5,995.47","5,998.69","5,951.95","","0.73%"
"07/10/2023","5,951.95","5,951.95","5,974.07","5,930.46","","0.16%"
"07/07/2023","5,942.20","5,942.20","5,942.20","5,792.17","","2.59%"
"07/06/2023","5,792.17","5,792.17","5,835.13","5,771.42","","-0.74%"
"07/05/2023","5,835.13","5,835.13","5,894.34","5,834.82","","-1.00%"
"07/04/2023","5,894.34","5,894.34","5,902.95","5,853.80","","0.69%"
"07/03/2023","5,853.80","5,853.80","5,854.56","5,786.80","","1.16%"
"06/30/2023","5,786.80","5,786.80","5,787.07","5,728.31","","1.02%"
"06/29/2023","5,728.31","5,728.31","5,729.22","5,656.99","","1.26%"
"06/28/2023","5,656.99","5,656.99","5,723.05","5,620.95","","-0.03%"
"06/27/2023","5,658.86","5,658.86","5,721.99","5,658.86","","-0.36%"
"06/23/2023","5,679.56","5,679.56","5,763.30","5,679.56","","-1.45%"
"06/22/2023","5,763.30","5,763.30","5,783.67","5,738.48","","-0.34%"
"06/20/2023","5,783.11","5,783.11","5,783.33","5,702.13","","0.50%"
"06/19/2023","5,754.24","5,754.24","5,755.93","5,735.00","","0.25%"
"06/16/2023","5,739.90","5,739.90","5,758.83","5,737.52","","-0.03%"
"06/15/2023","5,741.71","5,741.71","5,746.31","5,710.60","","0.44%"
"06/14/2023","5,716.29","5,716.29","5,723.29","5,696.24","","0.07%"
"06/13/2023","5,712.24","5,712.24","5,725.15","5,693.17","","0.33%"
"06/12/2023","5,693.17","5,693.17","5,709.66","5,677.66","","0.04%"
"06/09/2023","5,690.94","5,690.94","5,694.74","5,666.10","","0.32%"
"06/08/2023","5,672.71","5,672.71","5,696.20","5,661.94","","-0.12%"
"06/07/2023","5,679.29","5,679.29","5,734.89","5,679.28","","-0.61%"
"06/06/2023","5,714.32","5,714.32","5,714.70","5,649.88","","1.06%"
"06/05/2023","5,654.45","5,654.45","5,665.86","5,618.56","","0.01%"
"06/02/2023","5,653.81","5,653.81","5,656.09","5,520.74","","2.41%"
"06/01/2023","5,520.74","5,520.74","5,528.09","5,471.06","","0.90%"
"05/31/2023","5,471.54","5,471.54","5,592.85","5,471.54","","-2.17%"
"05/30/2023","5,592.85","5,592.85","5,629.37","5,592.85","","-0.11%"
"05/29/2023","5,598.83","5,598.83","5,643.33","5,598.41","","-0.19%"
"05/26/2023","5,609.45","5,609.45","5,643.41","5,604.72","","-0.19%"
"05/25/2023","5,620.21","5,620.21","5,674.57","5,620.21","","-0.41%"
"05/24/2023","5,643.30","5,643.30","5,685.30","5,589.97","","-0.74%"
"05/23/2023","5,685.30","5,685.30","5,751.62","5,685.30","","-0.11%"
"05/22/2023","5,691.50","5,691.50","5,771.40","5,653.60","","0.67%"
"05/19/2023","5,653.60","5,653.60","5,655.17","5,608.31","","0.23%"
"05/18/2023","5,640.66","5,640.66","5,644.08","5,585.75","","0.63%"
"05/17/2023","5,605.36","5,605.36","5,620.14","5,587.58","","-0.24%"
"05/16/2023","5,619.06","5,619.06","5,630.39","5,593.81","","0.37%"
"05/15/2023","5,598.21","5,598.21","5,628.87","5,596.49","","0.03%"
"05/12/2023","5,596.49","5,596.49","5,610.48","5,584.04","","-0.06%"
"05/11/2023","5,600.00","5,600.00","5,620.19","5,569.61","","0.55%"
"05/10/2023","5,569.61","5,569.61","5,571.76","5,539.52","","0.34%"
"05/09/2023","5,550.89","5,550.89","5,613.72","5,547.14","","-1.03%"
"05/08/2023","5,608.49","5,608.49","5,631.49","5,480.42","","2.34%"
"05/05/2023","5,480.42","5,480.42","5,481.94","5,376.42","","1.93%"
"05/04/2023","5,376.42","5,376.42","5,383.36","5,333.56","","0.07%"
"05/03/2023","5,372.58","5,372.58","5,393.52","5,350.32","","0.06%"
"05/02/2023","5,369.34","5,369.34","5,416.09","5,316.52","","-0.86%"
"04/28/2023","5,416.09","5,416.09","5,427.98","5,393.07","","0.11%"
"04/27/2023","5,410.22","5,410.22","5,411.08","5,322.55","","1.59%"
"04/26/2023","5,325.59","5,325.59","5,327.84","5,282.24","","0.49%"
"04/25/2023","5,299.58","5,299.58","5,317.74","5,271.20","","0.05%"
"04/24/2023","5,296.78","5,296.78","5,310.98","5,226.93","","1.34%"
"04/21/2023","5,226.93","5,226.93","5,424.18","5,146.91","","-3.16%"
"04/20/2023","5,397.59","5,397.59","5,423.49","5,387.08","","-0.48%"
"04/19/2023","5,423.49","5,423.49","5,474.62","5,419.76","","-0.93%"
"04/18/2023","5,474.62","5,474.62","5,492.36","5,460.36","","0.09%"
"04/17/2023","5,469.94","5,469.94","5,474.63","5,417.18","","0.97%"
"04/14/2023","5,417.18","5,417.18","5,423.43","5,365.12","","0.97%"
"04/13/2023","5,365.12","5,365.12","5,373.68","5,335.50","","0.22%"
"04/12/2023","5,353.09","5,353.09","5,361.73","5,306.88","","0.87%"
"04/11/2023","5,306.88","5,306.88","5,312.21","5,281.48","","0.48%"
"04/10/2023","5,281.48","5,281.48","5,310.34","5,261.69","","0.14%"
"04/06/2023","5,274.20","5,274.20","5,276.86","5,227.98","","0.73%"
"04/05/2023","5,236.22","5,236.22","5,238.63","5,200.47","","0.16%"
"04/04/2023","5,228.00","5,228.00","5,309.00","5,226.09","","-1.53%"
"04/03/2023","5,309.00","5,309.00","5,339.69","5,295.71","","-0.29%"
"03/31/2023","5,324.62","5,324.62","5,345.25","5,301.90","","0.29%"
"03/30/2023","5,309.20","5,309.20","5,332.63","5,299.15","","-0.09%"
"03/29/2023","5,313.76","5,313.76","5,313.76","5,244.75","","1.32%"
"03/28/2023","5,244.75","5,244.75","5,289.20","5,244.64","","-0.25%"
"03/27/2023","5,258.08","5,258.08","5,286.81","5,248.86","","0.18%"
"03/24/2023","5,248.86","5,248.86","5,275.37","5,217.11","","-0.50%"
"03/23/2023","5,275.37","5,275.37","5,313.98","5,261.93","","0.08%"
"03/22/2023","5,271.18","5,271.18","5,322.88","5,265.36","","-0.53%"
"03/21/2023","5,299.17","5,299.17","5,302.18","5,170.09","","2.50%"
"03/20/2023","5,170.09","5,170.09","5,191.66","5,111.46","","1.14%"
"03/17/2023","5,112.03","5,112.03","5,225.28","5,112.03","","-1.66%"
"03/16/2023","5,198.35","5,198.35","5,227.01","5,145.53","","0.03%"
"03/15/2023","5,196.61","5,196.61","5,298.78","5,183.55","","-1.93%"
"03/14/2023","5,298.78","5,298.78","5,358.26","5,288.72","","-0.72%"
"03/13/2023","5,337.04","5,337.04","5,393.72","5,308.73","","-1.05%"
"03/10/2023","5,393.72","5,393.72","5,424.33","5,366.42","","-0.31%"
"03/09/2023","5,410.59","5,410.59","5,459.85","5,409.47","","-0.11%"
"03/08/2023","5,416.39","5,416.39","5,421.80","5,391.36","","0.24%"
"03/07/2023","5,403.44","5,403.44","5,432.11","5,362.60","","-0.44%"
"03/06/2023","5,427.52","5,427.52","5,449.42","5,413.69","","-0.22%"
"03/03/2023","5,439.46","5,439.46","5,477.72","5,407.24","","0.60%"
"03/02/2023","5,407.24","5,407.24","5,407.54","5,327.83","","0.59%"
"03/01/2023","5,375.37","5,375.37","5,411.79","5,357.90","","-0.36%"
"02/28/2023","5,394.90","5,394.90","5,396.39","5,355.43","","0.71%"
"02/27/2023","5,357.10","5,357.10","5,379.87","5,328.86","","0.48%"
"02/24/2023","5,331.57","5,331.57","5,337.71","5,304.63","","0.35%"
"02/23/2023","5,312.79","5,312.79","5,330.44","5,258.46","","1.03%"
"02/22/2023","5,258.46","5,258.46","5,297.43","5,249.13","","-0.06%"
"02/21/2023","5,261.37","5,261.37","5,347.59","5,260.39","","-1.30%"
"02/20/2023","5,330.76","5,330.76","5,356.56","5,326.26","","0.03%"
"02/17/2023","5,328.96","5,328.96","5,451.45","5,325.81","","-2.25%"
"02/16/2023","5,451.45","5,451.45","5,451.45","5,398.18","","0.87%"
"02/15/2023","5,404.30","5,404.30","5,404.92","5,329.07","","1.35%"
"02/14/2023","5,332.43","5,332.43","5,382.68","5,332.43","","-0.63%"
"02/13/2023","5,366.18","5,366.18","5,405.83","5,353.09","","-0.49%"
"02/10/2023","5,392.45","5,392.45","5,392.45","5,338.24","","0.66%"
"02/09/2023","5,356.92","5,356.92","5,374.60","5,328.83","","0.53%"
"02/08/2023","5,328.83","5,328.83","5,328.83","5,271.27","","1.09%"
"02/07/2023","5,271.27","5,271.27","5,300.07","5,265.47","","-0.27%"
"02/06/2023","5,285.62","5,285.62","5,327.42","5,279.25","","-0.54%"
"02/03/2023","5,314.29","5,314.29","5,340.68","5,282.52","","0.01%"
"02/02/2023","5,313.52","5,313.52","5,339.53","5,303.16","","0.10%"
"02/01/2023","5,308.17","5,308.17","5,343.64","5,302.17","","-0.27%"
"01/31/2023","5,322.39","5,322.39","5,345.92","5,316.62","","-0.29%"
"01/30/2023","5,337.95","5,337.95","5,368.52","5,322.71","","-0.25%"
"01/27/2023","5,351.34","5,351.34","5,357.73","5,329.27","","0.33%"
"01/26/2023","5,333.69","5,333.69","5,334.03","5,258.59","","1.41%"
"01/25/2023","5,259.28","5,259.28","5,264.95","5,243.97","","0.05%"
"01/24/2023","5,256.63","5,256.63","5,315.09","5,256.53","","-1.04%"
"01/23/2023","5,311.84","5,311.84","5,326.56","5,235.97","","1.45%"
"01/20/2023","5,235.97","5,235.97","5,259.45","5,207.83","","0.54%"
"01/19/2023","5,207.83","5,207.83","5,229.55","5,180.94","","-0.42%"
"01/18/2023","5,229.55","5,229.55","5,230.46","5,156.29","","1.03%"
"01/17/2023","5,176.10","5,176.10","5,178.14","5,148.68","","0.39%"
"01/16/2023","5,156.11","5,156.11","5,163.64","5,121.53","","-0.01%"
"01/13/2023","5,156.65","5,156.65","5,206.03","5,146.73","","-0.87%"
"01/12/2023","5,201.83","5,201.83","5,216.83","5,165.19","","0.41%"
"01/11/2023","5,180.43","5,180.43","5,203.12","5,131.77","","0.70%"
"01/10/2023","5,144.37","5,144.37","5,163.51","5,105.41","","-0.30%"
"01/09/2023","5,159.91","5,159.91","5,169.32","5,128.99","","0.45%"
"01/06/2023","5,136.69","5,136.69","5,138.97","5,104.43","","0.24%"
"01/05/2023","5,124.20","5,124.20","5,124.20","5,073.07","","0.64%"
"01/04/2023","5,091.47","5,091.47","5,144.48","5,073.25","","-0.88%"
"01/03/2023","5,136.53","5,136.53","5,266.18","5,132.92","","-2.38%"
"12/30/2022","5,261.91","5,261.91","5,262.72","5,222.65","","0.24%"
"12/29/2022","5,249.37","5,249.37","5,249.37","5,214.82","","0.65%"
"12/28/2022","5,215.42","5,215.42","5,226.27","5,175.09","","0.35%"
"12/27/2022","5,197.25","5,197.25","5,241.24","5,195.16","","-0.48%"
"12/26/2022","5,222.44","5,222.44","5,266.29","5,211.82","","-0.66%"
"12/23/2022","5,256.91","5,256.91","5,262.96","5,222.23","","0.66%"
"12/22/2022","5,222.23","5,222.23","5,274.16","5,200.40","","-0.90%"
"12/21/2022","5,269.70","5,269.70","5,326.21","5,257.32","","-0.34%"
"12/20/2022","5,287.93","5,287.93","5,312.16","5,188.09","","1.56%"
"12/19/2022","5,206.95","5,206.95","5,206.95","5,155.45","","0.89%"
"12/16/2022","5,161.25","5,161.25","5,161.25","5,110.79","","0.55%"
"12/15/2022","5,132.77","5,132.77","5,206.46","5,122.89","","-1.42%"
"12/14/2022","5,206.46","5,206.46","5,228.60","5,190.89","","-0.39%"
"12/13/2022","5,226.76","5,226.76","5,289.88","5,226.76","","-0.58%"
"12/12/2022","5,257.07","5,257.07","5,260.03","5,183.79","","1.24%"
"12/09/2022","5,192.68","5,192.68","5,213.85","5,158.28","","-0.20%"
"12/07/2022","5,202.85","5,202.85","5,247.47","5,195.17","","-0.69%"
"12/06/2022","5,239.16","5,239.16","5,290.61","5,214.38","","-0.66%"
"12/05/2022","5,274.19","5,274.19","5,300.31","5,267.36","","-0.31%"
"12/02/2022","5,290.76","5,290.76","5,308.71","5,233.06","","0.30%"
"12/01/2022","5,274.68","5,274.68","5,288.36","5,249.58","","-0.15%"
"11/30/2022","5,282.61","5,282.61","5,282.61","5,212.87","","0.72%"
"11/29/2022","5,244.86","5,244.86","5,247.64","5,199.66","","0.71%"
"11/28/2022","5,207.64","5,207.64","5,255.04","5,199.45","","-0.80%"
"11/25/2022","5,249.57","5,249.57","5,273.72","5,221.59","","-0.46%"
"11/24/2022","5,273.72","5,273.72","5,303.59","5,260.91","","0.24%"
"11/23/2022","5,260.91","5,260.91","5,303.25","5,257.51","","-0.64%"
"11/22/2022","5,294.78","5,294.78","5,327.08","5,254.29","","-0.34%"
"11/21/2022","5,312.69","5,312.69","5,327.82","5,196.92","","2.23%"
"11/18/2022","5,196.92","5,196.92","5,201.06","5,149.74","","0.48%"
"11/17/2022","5,172.31","5,172.31","5,263.21","5,169.73","","-1.11%"
"11/16/2022","5,230.45","5,230.45","5,251.83","5,200.85","","-0.17%"
"11/15/2022","5,239.13","5,239.13","5,302.44","5,219.78","","-1.19%"
"11/14/2022","5,302.44","5,302.44","5,378.52","5,281.77","","-0.90%"
"11/11/2022","5,350.79","5,350.79","5,368.51","5,335.46","","0.21%"
"11/10/2022","5,339.54","5,339.54","5,420.47","5,311.11","","-0.20%"
"11/09/2022","5,350.36","5,350.36","5,406.12","5,316.99","","-1.03%"
"11/08/2022","5,406.12","5,406.12","5,406.12","5,289.55","","2.20%"
"11/07/2022","5,289.55","5,289.55","5,290.16","5,214.91","","1.33%"
"11/04/2022","5,220.04","5,220.04","5,223.90","5,180.30","","0.77%"
"11/03/2022","5,180.30","5,180.30","5,194.66","5,115.35","","-0.28%"
"11/02/2022","5,194.66","5,194.66","5,219.33","5,171.52","","0.02%"
"10/28/2022","5,193.81","5,193.81","5,196.99","5,122.62","","0.12%"
"10/27/2022","5,187.41","5,187.41","5,196.62","5,142.35","","0.70%"
"10/26/2022","5,151.34","5,151.34","5,164.67","5,117.03","","-0.25%"
"10/25/2022","5,164.31","5,164.31","5,164.31","5,096.81","","1.10%"
"10/24/2022","5,108.17","5,108.17","5,182.32","5,102.71","","-0.76%"
"10/21/2022","5,147.37","5,147.37","5,153.26","5,082.43","","0.16%"
"10/20/2022","5,139.35","5,139.35","5,139.63","5,075.83","","1.02%"
"10/19/2022","5,087.69","5,087.69","5,127.82","5,077.26","","-0.69%"
"10/18/2022","5,122.85","5,122.85","5,170.97","5,081.46","","0.39%"
"10/17/2022","5,103.06","5,103.06","5,105.86","4,972.39","","2.63%"
"10/14/2022","4,972.39","4,972.39","5,027.84","4,961.09","","0.23%"
"10/13/2022","4,961.09","4,961.09","4,984.25","4,870.79","","0.50%"
"10/12/2022","4,936.57","4,936.57","5,011.21","4,905.63","","-1.05%"
"10/11/2022","4,988.80","4,988.80","5,089.19","4,962.44","","-1.79%"
"10/07/2022","5,079.68","5,079.68","5,184.21","5,079.45","","-2.00%"
"10/06/2022","5,183.55","5,183.55","5,210.23","5,170.64","","-0.17%"
"10/05/2022","5,192.25","5,192.25","5,248.87","5,172.81","","-1.08%"
"10/04/2022","5,248.87","5,248.87","5,268.34","5,143.23","","2.05%"
"10/03/2022","5,143.23","5,143.23","5,151.09","5,108.91","","0.57%"
"09/30/2022","5,114.19","5,114.19","5,157.47","5,035.38","","1.57%"
"09/29/2022","5,035.38","5,035.38","5,109.40","5,025.07","","-1.27%"
"09/28/2022","5,100.24","5,100.24","5,191.90","5,099.70","","-1.55%"
"09/27/2022","5,180.64","5,180.64","5,222.29","5,140.17","","0.04%"
"09/26/2022","5,178.75","5,178.75","5,249.07","5,178.75","","-0.55%"
"09/23/2022","5,207.22","5,207.22","5,303.06","5,207.09","","-1.81%"
"09/22/2022","5,303.06","5,303.06","5,369.33","5,294.71","","-1.23%"
"09/21/2022","5,369.33","5,369.33","5,401.26","5,334.24","","0.53%"
"09/20/2022","5,340.97","5,340.97","5,544.04","5,340.29","","-3.29%"
"09/15/2022","5,522.92","5,522.92","5,632.53","5,499.48","","-1.54%"
"09/14/2022","5,609.33","5,609.33","5,660.58","5,569.68","","0.51%"
"09/13/2022","5,580.67","5,580.67","5,627.61","5,527.69","","-0.28%"
"09/12/2022","5,596.26","5,596.26","5,647.99","5,578.46","","-0.28%"
"09/09/2022","5,612.07","5,612.07","5,616.99","5,516.80","","1.73%"
"09/08/2022","5,516.80","5,516.80","5,581.21","5,515.58","","-0.43%"
"09/07/2022","5,540.82","5,540.82","5,608.08","5,514.90","","-1.20%"
"09/06/2022","5,608.08","5,608.08","5,835.15","5,587.53","","-2.96%"
"09/05/2022","5,779.25","5,779.25","6,008.28","5,653.20","","2.23%"
"09/02/2022","5,653.20","5,653.20","5,708.51","5,230.45","","4.53%"
"09/01/2022","5,408.05","5,408.05","5,454.35","5,380.95","","-0.61%"
"08/31/2022","5,441.26","5,441.26","5,549.94","5,440.79","","-1.72%"
"08/30/2022","5,536.39","5,536.39","5,543.79","5,482.31","","0.35%"
"08/29/2022","5,517.11","5,517.11","5,517.32","5,421.80","","1.01%"
"08/26/2022","5,461.80","5,461.80","5,479.18","5,442.01","","0.02%"
"08/25/2022","5,460.61","5,460.61","5,465.13","5,417.66","","0.78%"
"08/24/2022","5,418.17","5,418.17","5,426.41","5,375.00","","0.76%"
"08/23/2022","5,377.52","5,377.52","5,388.47","5,339.84","","0.69%"
"08/22/2022","5,340.49","5,340.49","5,354.34","5,261.48","","0.90%"
"08/19/2022","5,292.84","5,292.84","5,350.32","5,265.31","","-0.99%"
"08/18/2022","5,345.53","5,345.53","5,405.31","5,323.38","","-1.11%"
"08/17/2022","5,405.31","5,405.31","5,416.74","5,355.68","","0.34%"
"08/16/2022","5,386.81","5,386.81","5,442.96","5,339.70","","-0.15%"
"08/12/2022","5,394.91","5,394.91","5,404.56","5,325.90","","1.30%"
"08/11/2022","5,325.90","5,325.90","5,325.90","5,260.33","","1.00%"
"08/10/2022","5,272.93","5,272.93","5,286.58","5,236.34","","0.70%"
"08/09/2022","5,236.34","5,236.34","5,260.34","5,216.93","","-0.46%"
"08/08/2022","5,260.34","5,260.34","5,271.33","5,212.40","","0.92%"
"08/05/2022","5,212.40","5,212.40","5,212.40","5,132.70","","0.73%"
"08/04/2022","5,174.64","5,174.64","5,222.06","5,154.00","","-0.60%"
"08/03/2022","5,206.05","5,206.05","5,269.32","5,182.55","","-0.81%"
"08/02/2022","5,248.53","5,248.53","5,258.39","5,219.63","","-0.19%"
"08/01/2022","5,258.39","5,258.39","5,272.84","5,229.79","","-0.01%"
"07/29/2022","5,259.05","5,259.05","5,285.22","5,243.19","","-0.01%"
"07/28/2022","5,259.39","5,259.39","5,284.23","5,242.80","","0.15%"
"07/27/2022","5,251.32","5,251.32","5,251.39","5,189.10","","0.98%"
"07/26/2022","5,200.13","5,200.13","5,236.33","5,183.70","","-0.69%"
"07/25/2022","5,236.33","5,236.33","5,237.57","5,186.73","","0.31%"
"07/22/2022","5,220.33","5,220.33","5,237.57","5,189.67","","0.31%"
"07/21/2022","5,204.45","5,204.45","5,205.13","5,122.80","","1.12%"
"07/20/2022","5,147.00","5,147.00","5,170.83","5,114.37","","-0.26%"
"07/19/2022","5,160.19","5,160.19","5,160.19","5,069.56","","1.54%"
"07/18/2022","5,081.74","5,081.74","5,139.48","5,073.23","","-0.20%"
"07/15/2022","5,091.73","5,091.73","5,136.05","5,057.68","","-0.86%"
"07/14/2022","5,136.05","5,136.05","5,136.05","5,053.80","","0.36%"
"07/13/2022","5,117.81","5,117.81","5,131.44","5,050.32","","0.86%"
"07/12/2022","5,074.26","5,074.26","5,077.74","5,017.52","","0.01%"
"07/11/2022","5,073.85","5,073.85","5,124.78","5,064.03","","-0.76%"
"07/08/2022","5,112.78","5,112.78","5,118.55","5,074.10","","0.22%"
"07/07/2022","5,101.42","5,101.42","5,105.43","5,006.95","","1.89%"
"07/06/2022","5,006.95","5,006.95","5,043.67","4,979.53","","0.06%"
"07/05/2022","5,003.81","5,003.81","5,007.79","4,935.71","","0.30%"
"07/04/2022","4,989.07","4,989.07","5,001.63","4,969.80","","-0.09%"
"07/01/2022","4,993.37","4,993.37","5,006.17","4,950.39","","0.87%"
"06/30/2022","4,950.39","4,950.39","5,009.63","4,950.39","","-1.18%"
"06/29/2022","5,009.63","5,009.63","5,019.62","4,978.02","","0.10%"
"06/28/2022","5,004.48","5,004.48","5,075.94","4,937.76","","0.42%"
"06/24/2022","4,983.66","4,983.66","5,016.34","4,934.81","","0.99%"
"06/23/2022","4,934.81","4,934.81","5,095.51","4,924.56","","-2.40%"
"06/22/2022","5,056.37","5,056.37","5,101.31","5,056.37","","-0.55%"
"06/20/2022","5,084.37","5,084.37","5,098.48","5,051.96","","0.34%"
"06/17/2022","5,067.06","5,067.06","5,107.70","4,998.49","","0.75%"
"06/16/2022","5,029.48","5,029.48","5,139.41","4,991.55","","-2.14%"
"06/15/2022","5,139.41","5,139.41","5,152.48","5,103.65","","0.35%"
"06/14/2022","5,121.40","5,121.40","5,165.80","5,116.88","","-0.19%"
"06/13/2022","5,131.30","5,131.30","5,237.85","5,099.98","","-2.03%"
"06/10/2022","5,237.85","5,237.85","5,238.71","5,136.92","","1.03%"
"06/09/2022","5,184.27","5,184.27","5,279.33","5,184.27","","-1.76%"
"06/08/2022","5,277.00","5,277.00","5,358.95","5,262.60","","-1.53%"
"06/07/2022","5,358.95","5,358.95","5,367.64","5,314.84","","0.49%"
"06/06/2022","5,332.59","5,332.59","5,387.96","5,317.70","","-0.37%"
"06/03/2022","5,352.44","5,352.44","5,356.43","5,319.50","","-0.01%"
"06/02/2022","5,353.13","5,353.13","5,366.30","5,283.77","","1.02%"
"06/01/2022","5,299.11","5,299.11","5,352.79","5,232.38","","-0.96%"
"05/31/2022","5,350.48","5,350.48","5,385.70","5,264.70","","-0.65%"
"05/30/2022","5,385.70","5,385.70","5,432.56","5,377.25","","-0.03%"
"05/27/2022","5,387.06","5,387.06","5,388.10","5,268.05","","2.24%"
"05/26/2022","5,268.96","5,268.96","5,278.52","5,191.05","","1.50%"
"05/25/2022","5,191.05","5,191.05","5,192.33","5,142.75","","0.94%"
"05/24/2022","5,142.75","5,142.75","5,156.69","5,096.93","","0.30%"
"05/23/2022","5,127.52","5,127.52","5,131.98","4,982.95","","2.90%"
"05/20/2022","4,982.95","4,982.95","5,039.21","4,933.02","","0.02%"
"05/19/2022","4,982.10","4,982.10","5,015.36","4,963.64","","0.35%"
"05/18/2022","4,964.76","4,964.76","5,058.71","4,964.35","","-1.16%"
"05/17/2022","5,023.24","5,023.24","5,023.36","4,868.58","","3.18%"
"05/16/2022","4,868.58","4,868.58","4,926.37","4,850.44","","0.37%"
"05/13/2022","4,850.44","4,850.44","4,875.46","4,713.77","","2.90%"
"05/12/2022","4,713.77","4,713.77","4,744.83","4,650.47","","0.79%"
"05/11/2022","4,676.93","4,676.93","4,755.23","4,676.39","","-0.43%"
"05/10/2022","4,697.16","4,697.16","4,792.61","4,673.96","","-0.99%"
"05/09/2022","4,744.18","4,744.18","4,838.54","4,744.03","","-1.95%"
"05/06/2022","4,838.54","4,838.54","4,861.03","4,809.73","","-0.31%"
"05/05/2022","4,853.79","4,853.79","4,928.83","4,852.05","","-0.69%"
"05/04/2022","4,887.57","4,887.57","4,899.39","4,785.63","","2.13%"
